CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;NOTE_RP;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060014;Les Sables;1 212;1 212;10 183;Clermont;55,1;43,3;43,1;12,7;;2,9;37,1;;8,5;;0;395;919;115;172;22;86;38;24;;414;48;76;110;80;54;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060015;Liancourt Les Abords Du Parc;1 329;1 329;6 951;Liancourt;53,7;31,6;28,4;28,0;35,2;0,9;36,2;3,9;24,2;14,9;0;318;677;58;180;10;70;29;15;;278;32;36;71;73;41;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060016;Quartier Kennedy;1 721;1 721;14 796;Crépy-en-Valois;52,8;38,9;34,9;19,0;21,0;1,8;37,8;6,3;10,6;11,1;0;525;1 282;121;229;37;138;58;22;;585;61;82;139;131;109;63;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060017;Beauséjour;1 622;2 779;13 235;Noyon;54,5;37,0;31,1;19,7;23,5;1,6;37,5;;20,4;18,4;0;555;1 259;130;270;33;122;58;31;;549;97;92;141;112;71;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060018;Mont Siméon;1 157;2 779;13 235;Noyon;54,1;41,5;38,1;17,5;;2,0;30,0;12,0;21,8;21,3;0;388;886;73;185;43;87;41;16;;370;52;78;93;57;42;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061001;Les Provinces;1 471;4 149;13 730;Argentan;53,4;33,6;29,0;24,3;28,4;1,1;49,6;;12,4;12,1;0;481;991;110;265;32;74;33;28;;400;68;56;101;83;59;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061002;Saint Michel - Vallée D'Auge;2 678;4 149;13 730;Argentan;53,1;32,6;29,4;26,2;30,4;1,0;55,5;;7,4;4,3;0;958;1 697;199;591;53;115;34;62;17;580;83;85;142;111;92;67;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061003;Saint Michel;788;2 968;14 779;Flers;50,7;32,4;;;;;62,3;;;;0;341;586;68;212;25;36;14;21;;185;32;34;40;39;21;19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061004;Saint Sauveur;2 180;2 968;14 779;Flers;50,1;41,2;37,4;;;2,2;35,2;;19,4;16,8;0;693;1 594;120;334;48;191;84;34;;657;81;85;171;135;106;79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061005;La Madeleine;1 118;1 118;8 019;L'Aigle;54,1;36,2;31,9;20,1;23,8;1,5;54,0;2,0;24,4;22,3;0;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061006;Perseigne;3 993;5 919;25 775;Alençon;53,7;40,1;37,9;22,5;25,6;1,5;39,9;5,3;23,4;20,9;0;1 417;3 208;335;696;112;274;143;105;16;1 401;189;242;371;259;196;144;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061007;Courteille;1 926;5 919;25 775;Alençon;53,7;36,3;31,7;19,7;25,3;1,5;51,8;;10,8;8,9;0;853;1 652;233;458;47;115;27;84;;632;113;106;164;110;78;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062001;Quartier Du Mieux-Etre;1 082;1 082;5 064;Marquise;52,8;36,0;32,2;23,1;27,5;1,3;23,8;3,8;0,4;0,2;0;238;591;52;97;17;72;28;11;;264;23;27;73;63;47;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062002;Camus;1 515;1 515;4 613;Angres;54,9;36,2;34,4;20,9;25,4;1,5;32,5;2,3;2,6;2,6;0;434;1 045;91;167;36;140;33;24;;431;49;59;119;97;61;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062003;Plantigeons - Fosse 4;1 489;1 489;17 399;Carvin;52,7;35,6;33,5;;;1,5;30,4;;;;0;477;1 078;85;215;51;126;39;30;;421;50;52;106;91;64;58;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062004;Centre Ville;2 333;4 289;10 399;Auchel;52,8;41,6;39,2;17,5;20,1;1,9;37,1;;;;0;746;1 763;151;336;68;191;70;65;;758;104;99;206;164;110;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062005;Quartier Des Cité 5 - Cité De Marles - Cité Du Rond-Point;2 224;6 850;21 480;Auchel, Calonne-Ricouart, Marles-les-Mines;52,5;33,2;30,6;24,6;29,6;1,1;37,7;;0,5;0,5;0;746;1 673;135;327;104;180;58;58;;642;90;84;157;133;95;83;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062006;Quartier Rimbert;919;4 367;13 244;Auchel, Burbure;54,6;38,9;34,9;;;1,7;35,3;;;0;0;301;728;60;128;23;90;28;33;;314;38;40;75;66;50;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062007;Quartier Du Regain;2 022;2 022;13 866;Barlin, Hersin-Coupigny;52,7;28,9;24,2;28,1;34,8;0,8;43,3;1,6;0,3;0,3;0;738;1 409;111;405;88;134;32;56;;443;62;63;110;80;57;71;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062008;Quartier Du Mont Liébaut;3 039;6 378;25 193;Béthune;54,4;39,3;35,5;19,9;23,5;1,4;43,7;;5,7;5;0;1 029;1 995;212;580;73;164;57;71;9;717;117;106;181;128;86;99;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062009;Quartier De La Rue De Lille;3 441;6 480;28 669;Béthune, Verquin;50,9;38,7;36,3;14,9;16,9;1,9;42,0;;;;0;1 152;2 427;190;606;98;258;93;140;54;923;113;127;233;191;137;122;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062010;Renaissance;1 067;1 067;12 209;Beuvry, Labourse;53,1;33,2;29,8;18,3;22,1;1,5;41,8;3,1;1,9;1,3;0;329;690;68;162;29;70;18;31;;254;31;27;70;55;42;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062011;Le Centre;5 055;8 137;26 682;Bruay-la-Buissière, Haillicourt;55,5;37,2;34,4;22,3;26,9;1,3;45,6;3,2;;;0;1 744;3 725;328;874;172;370;130;168;9;1 443;181;203;361;289;204;205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062012;Terrasses Basly;1 726;7 614;21 851;Bruay-la-Buissière;51,6;36,0;32,2;;;1,5;28,9;;;;0;547;1 284;100;222;81;144;53;39;;508;62;72;131;106;75;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062013;Quartier Coteau Du Stade Parc-Cité 34;1 553;8 833;28 828;Bruay-la-Buissière, Divion;53,2;33,7;31,2;21,9;26,3;1,2;46,1;;0,3;0,2;0;551;1 110;83;292;53;123;32;40;;387;40;52;101;77;65;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062014;Quartier Des Cités 6 Et 30;1 751;3 031;12 497;Calonne-Ricouart, Divion;50,7;40,1;38,8;17,5;20,1;1,9;31,5;6,3;0,2;0,3;0;589;1 477;108;220;71;190;65;45;;620;79;86;159;135;87;74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062015;Quartier Provinces - Longues Trinques;963;4 862;13 167;Auchel, Cauchy-à-la-Tour;52,5;35,1;32,3;19,2;21,8;1,5;40,0;;1,1;;0;354;750;71;170;34;79;20;26;;286;47;42;61;50;43;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062016;Quartier Saint-Elie - Fosse 13;1 396;1 396;13 353;Douvrin, Haisnes, Hulluch;51,0;39,4;34,4;17,5;21,4;1,9;30,2;4,1;2;1,7;0;400;1 046;94;133;47;126;44;29;;472;55;68;123;103;70;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062017;Le Haut D'Houdain;2 649;2 839;12 009;Haillicourt, Houdain;51,8;39,8;36,8;17,5;20,7;1,9;28,1;4,5;0,5;0,4;0;781;1 998;147;279;95;260;94;59;;855;108;125;213;186;126;97;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062018;Terre-Noeve;1 590;1 590;11 813;Nœux-les-Mines;55,4;35,8;31,8;21,7;26,0;1,5;38,2;;0;0;0;495;1 210;102;188;57;148;54;29;;515;56;80;128;97;93;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062019;République - Cité 4;4 414;4 496;17 583;Avion;52,9;38,6;36,4;22,1;25,4;1,4;35,9;5,2;9,6;8,9;0;1 419;3 354;270;654;112;383;150;91;;1 436;213;208;347;287;211;170;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062020;Cité Des Brebis;1 878;3 003;20 153;Bully-les-Mines, Mazingarbe;53,8;33,8;31,1;21,1;25,0;1,3;42,7;;;;0;722;1 560;126;339;82;175;57;55;;582;76;78;148;125;79;76;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062021;Cité Du Transvaal - Centre;1 684;2 544;14 566;Billy-Montigny, Fouquières-lès-Lens;55,7;36,7;34,7;20,1;23,4;1,4;39,5;4,6;5,5;5,1;0;511;1 224;107;222;43;139;55;49;;528;92;83;139;97;65;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062022;Cité 5 - Cité 11;3 517;3 662;13 706;Grenay, Loos-en-Gohelle;50,5;37,8;35,1;17,1;19,8;1,9;30,5;3,9;0,9;0,6;0;1 104;2 739;179;435;123;367;121;82;;1 134;132;150;315;237;165;135;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062023;Cité Bellevue;2 067;2 067;12 324;Harnes;50,4;32,1;30,0;24,7;27,6;1,0;23,9;;6,7;8,7;0;601;1 470;94;254;71;182;78;34;;611;97;87;155;106;98;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062024;Cité 12-14;2 158;9 810;31 606;Lens;53,2;38,1;38,2;17,6;21,0;1,7;25,3;;6,7;;0;544;1 402;101;211;66;166;72;43;14;622;83;90;174;137;67;71;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062025;Grande Résidence;4 246;10 655;45 528;Lens, Loison-sous-Lens, Vendin-le-Vieil;51,7;39,4;36,3;16,0;20,1;2,0;41,6;3,5;7;7,2;0;1 479;3 224;294;744;111;330;121;104;;1 305;200;163;319;272;201;150;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062026;Cité 2;1 516;9 810;31 606;Lens;49,9;42,0;38,8;;;2,0;28,4;;;;0;411;1 160;65;159;39;148;74;48;;556;53;72;139;135;87;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062027;Sellier Cité 4;1 365;9 985;34 486;Éleu-dit-Leauwette, Lens;51,0;37,1;38,2;20,1;;1,3;37,6;;;;0;509;1 192;105;229;47;128;50;36;;508;78;82;133;83;75;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062028;Calonne - Marichelles - Vent De Bise;6 792;12 158;30 423;Liévin;53,5;39,2;38,3;17,9;21,3;1,7;34,5;3,3;3,2;2,9;0;2 047;4 534;362;967;187;531;158;179;14;1 751;239;293;462;313;243;201;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062029;Les Hauts De Liévin - Résidence Des Provinces - Cités 9-9bis;5 029;22 826;68 884;Lens, Liévin, Loos-en-Gohelle;52,0;40,9;39,1;17,8;20,2;1,9;33,0;6,8;;;0;1 488;3 582;248;639;144;457;171;148;17;1 485;167;201;360;336;229;192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062030;Blum - Salengro - 109;2 027;12 158;30 423;Liévin;51,9;37,0;32,3;;;1,6;28,8;;;;0;690;1 556;136;299;68;187;56;49;;616;87;105;148;124;81;71;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062031;3 Cités;1 125;1 717;8 036;Mazingarbe;53,6;36,5;33,9;19,3;22,8;1,6;27,6;4,0;0,4;0,2;0;382;936;65;147;50;120;38;36;;379;40;56;105;83;56;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062032;Cité 10;1 529;1 529;6 077;Sains-en-Gohelle;51,8;34,7;33,7;17,2;21,1;1,6;31,1;2,6;0,1;0,1;0;514;1 001;79;267;58;110;20;38;;316;39;44;83;62;43;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062033;Les Blanches Laines Fosse 11 12 13;3 908;9 012;27 237;Avion, Sallaumines;51,4;37,1;34,4;20,5;23,3;1,5;34,0;5,8;7,5;6,5;0;1 135;2 674;183;537;103;312;133;70;5;1 121;132;152;297;239;176;125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062034;Quartier du 3/15;1 309;6 707;21 000;Méricourt, Sallaumines;48,2;40,0;36,5;15,1;17,2;2,2;20,3;6,4;9,5;8,8;0;410;1 048;81;151;46;132;56;21;;459;65;72;110;89;62;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062035;Cité Des Taberneaux;2 288;2 288;8 754;Wingles;51,0;39,7;36,1;16,4;19,2;2,1;25,6;6,0;3,8;3,5;0;623;1 682;127;201;64;231;79;44;;764;93;111;228;161;95;76;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062036;Saint-Exupéry - Léon Blum;3 126;4 820;35 116;Arques, Longuenesse, Saint-Omer;54,8;45,1;40,6;12,4;15,2;3,0;35,7;;7,9;7,4;0;1 081;2 375;256;511;103;211;86;68;9;980;146;148;256;198;136;96;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062037;Quai Du commerce - Saint Sépulcre;1 694;2 304;14 726;Saint-Omer;58,4;36,9;34,8;19,2;22,1;1,4;49,4;;;;0;742;1 341;159;435;57;91;26;81;24;455;71;68;112;68;72;64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062038;Du Village Au Moulin;1 026;1 026;7 918;Courcelles-lès-Lens;50,7;36,8;32,5;16,3;18,6;1,9;26,3;6,4;5,2;5,2;0;266;676;40;109;23;94;35;16;;290;43;37;72;50;48;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
