CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091015;Bièvre Poterne - Zola;2 681;6 407;45 902;Massy;51,4;40,8;40,4;14,1;14,6;2,4;31,6;8,0;26,5;26,5;591;1 747;147;196;23;225;120;28;;904;123;158;242;177;103;101;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091016;Le Canal;5 182;5 864;13 466;Courcouronnes;52,6;46,7;45,2;7,4;7,2;5,4;21,5;7,7;25;24,3;1 180;3 660;349;295;52;484;228;36;6;1 935;294;334;532;364;239;172;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091017;Pyramides - Bois Sauvage;12 722;33 244;66 703;Courcouronnes, Évry;50,6;41,9;42,2;10,9;10,5;3,1;30,8;8,1;24,9;23,8;3 204;8 686;633;1 237;159;1 175;542;189;236;4 137;702;659;1 113;791;501;371;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091018;Les Aunettes;2 713;27 380;53 237;Évry;52,5;45,2;42,8;;;5,1;29,5;;23;21,5;750;2 027;164;279;40;267;130;34;94;962;160;165;276;178;116;67;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091019;Champtier Du Coq;3 286;27 380;53 237;Évry;53,6;44,2;40,4;10,3;;3,8;21,6;8,4;22,3;22,1;827;2 344;193;276;33;325;146;30;;1 156;205;181;309;223;134;104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091020;Petit Bourg;1 568;27 380;53 237;Évry;54,1;42,6;41,1;;;2,4;26,0;;27,9;26,9;268;866;53;64;13;138;60;10;16;449;72;72;123;99;49;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091021;Le Parc Aux Lièvres;2 272;27 380;53 237;Évry;49,1;39,7;33,3;;;3,1;30,2;8,5;20,9;21,3;462;1 291;123;155;18;166;71;28;;642;86;83;172;130;96;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091022;Les Passages;1 641;27 380;53 237;Évry;50,0;40,0;38,8;7,5;7,9;4,8;23,2;13,9;18,5;17;639;1 490;109;315;32;183;75;27;15;640;125;101;169;123;73;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091023;Les Epinettes;2 401;27 380;53 237;Évry;50,6;46,6;42,4;7,3;;5,2;34,1;9,9;19,8;21,2;656;1 828;168;220;38;230;115;31;8;904;163;172;221;170;91;87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091024;Champs Elysées;1 459;27 380;53 237;Évry;46,7;35,8;37,6;14,0;14,9;2,1;36,8;8,3;20,4;21,7;303;818;39;128;8;128;46;6;;377;60;78;114;63;32;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091025;Le Plateau;5 166;5 166;27 312;Ris-Orangis;53,9;40,7;40,7;13,1;14,2;2,7;24,0;5,8;27,2;26,3;1 354;4 187;331;331;81;611;280;63;;2 135;328;375;610;411;248;163;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091026;La Grande Borne - Le Plateau;16 369;29 567;58 848;Grigny, Viry-Châtillon;52,2;45,4;43,0;12,5;13,0;3,0;24,3;13,1;23,2;23;4 008;11 755;992;1 371;218;1 427;770;183;15;6 077;870;938;1 642;1 191;821;615;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091027;Grigny 2;13 198;23 771;27 716;Grigny;48,9;45,2;45,8;8,1;8,1;4,7;26,2;10,0;39,9;38,9;2 724;8 843;559;658;174;1 333;638;149;31;4 605;851;836;1 232;839;484;363;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091028;Le Noyer Renard;3 820;5 190;30 094;Athis-Mons;50,6;41,7;40,2;12,7;;2,7;23,5;8,8;27,7;28,1;1 050;3 035;244;305;63;438;175;37;;1 477;268;230;415;281;160;123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091029;Clos Nollet;1 370;5 190;30 094;Athis-Mons;52,4;49,8;46,6;;;4,6;14,4;11,2;21,9;21;293;1 049;76;54;11;152;86;9;;596;75;86;166;134;82;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091030;Grand Vaux;4 670;4 670;37 206;Savigny-sur-Orge;51,6;41,4;39,7;12,0;11,1;3,0;23,3;6,3;28,2;28,7;1 010;3 125;254;234;64;458;199;45;8;1 592;305;280;435;268;175;129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091031;Les Bergeries;2 957;9 791;59 813;Draveil, Vigneux-sur-Seine;52,4;49,4;44,6;11,4;12,7;3,5;20,5;12,6;21;20,7;647;2 120;193;155;24;275;164;20;;1 164;137;151;333;243;159;141;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091032;La Forêt;2 562;4 304;23 565;Montgeron;52,5;46,3;42,0;;;4,0;22,9;10,2;23,1;23,8;627;2 000;211;140;27;249;130;21;;1 097;152;197;305;212;112;119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091033;La Croix Blanche;5 299;7 879;31 126;Vigneux-sur-Seine;52,6;44,1;39,7;13,6;14,8;2,8;26,5;7,5;26,5;25,6;1 217;3 568;320;366;58;473;210;58;;1 813;259;299;445;364;254;192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091034;La Prairie De L'Oly;3 277;12 183;54 691;Montgeron, Vigneux-sur-Seine;52,5;43,8;43,4;11,8;11,2;3,0;22,5;9,1;25,4;25,5;865;2 451;229;274;46;316;130;44;;1 214;181;200;313;232;162;126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091035;Quartier Sud;904;904;10 707;Arpajon;38,0;23,5;;20,5;;;34,8;;22,7;;266;484;;174;;49;10;11;;163;20;30;39;33;24;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091036;Le Tiec;1 495;1 495;5 494;Égly;52,6;45,8;47,1;9,3;9,3;4,3;19,4;7,9;22,5;23,2;350;1 147;90;80;15;165;82;17;;618;97;89;158;132;84;58;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091037;Plateau De Guinette;2 599;4 186;24 502;Étampes;50,3;46,9;43,1;;;3,4;27,5;13,8;25,9;26,5;618;1 915;125;179;37;277;136;33;;979;132;129;276;189;144;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091038;La Croix  De Vernailles;1 587;4 186;24 502;Étampes;50,9;50,8;50,3;;;6,6;18,9;12,9;36,7;34,8;385;1 220;92;102;21;170;92;18;;647;101;91;174;125;90;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091039;Opéra;3 726;6 407;45 902;Massy;52,2;36,8;33,6;16,8;20,8;1,8;38,6;5,8;21,9;20,9;867;2 271;210;336;39;282;122;29;;1 081;171;208;299;196;121;86;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092001;Bac D'Asnières - Beaujon;2 525;5 406;59 255;Clichy;51,3;34,0;32,7;;;1,6;29,2;;31,7;30,1;709;1 759;134;287;39;249;83;29;9;757;142;126;191;146;88;64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092002;Université I;1 692;30 651;92 227;Nanterre;50,2;42,8;38,1;18,5;21,6;1,8;27,5;;18,4;18;344;907;78;141;12;113;51;19;;436;64;54;106;87;70;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092003;Université II;3 344;30 651;92 227;Nanterre;53,1;39,4;37,5;15,3;17,2;2,2;36,5;;17,3;16,7;830;1 932;178;388;43;221;87;26;;833;130;142;216;155;110;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092004;Noyer Doré;3 647;3 647;61 727;Antony;53,6;34,8;33,3;20,6;22,2;1,3;32,2;5,2;19,5;19,8;898;2 458;211;322;47;318;145;23;;1 187;167;193;279;230;176;142;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092005;Cité Jardins;5 660;5 660;32 623;Châtenay-Malabry;53,1;38,0;36,3;14,8;15,0;2,1;36,8;3,7;22;22;1 548;3 554;408;693;68;379;147;69;8;1 556;242;250;396;315;195;158;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092006;Chemin De L'île;5 156;30 651;92 227;Nanterre;48,2;36,1;36,5;16,4;16,9;1,9;32,6;7,1;24,7;20,3;1 640;3 622;227;903;76;434;176;30;5;1 467;246;232;383;251;182;173;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092007;Le Parc;13 535;30 651;92 227;Nanterre;52,0;40,2;38,3;15,1;15,8;2,1;35,7;7,7;24,3;25,3;3 406;8 642;739;1 432;202;1 033;478;106;60;3 987;526;595;1 005;771;595;495;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092008;Abbé Grégoire - Mirabeau;1 789;5 232;38 520;Bagneux;53,1;37,1;36,0;16,3;16,5;1,9;30,0;9,7;21,4;22;496;1 226;105;213;36;142;72;19;;549;96;77;160;95;66;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092009;Tertres-Cuverons;1 886;5 232;38 520;Bagneux;52,4;38,0;39,7;10,6;10,3;3,0;30,3;4,7;20;20,3;607;1 669;102;212;25;268;94;22;5;762;160;126;193;127;83;73;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092010;Les Courtilles;4 438;15 036;43 219;Gennevilliers;51,6;42,4;40,4;15,9;16,7;2,2;20,2;9,5;23,1;23,9;954;2 696;199;326;55;374;176;22;;1 311;214;212;348;223;173;141;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092011;Fossés Jean;6 512;15 829;84 577;Colombes;50,7;36,8;35,1;19,1;19,0;1,6;30,0;6,8;21,8;19,4;1 626;4 107;324;700;96;506;233;39;9;1 873;243;276;512;396;256;190;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092012;Hauts d'Asnières;6 872;9 948;86 020;Asnières-sur-Seine;53,0;38,9;34,6;17,6;19,2;1,8;29,1;7,3;21,6;22,2;1 695;4 570;390;628;100;577;275;40;;2 191;259;286;605;471;334;236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092013;Agnettes;8 688;24 984;129 239;Asnières-sur-Seine, Gennevilliers;50,3;34,2;35,4;21,6;20,7;1,3;40,5;4,2;27,1;22,8;2 201;5 236;404;1 016;131;650;281;66;8;2 253;365;353;602;445;281;207;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092014;Entrée De Ville;2 881;5 406;59 255;Clichy;44,1;26,0;;17,1;;1,1;44,9;;24,9;26;663;1 488;129;313;43;178;54;39;30;603;125;107;149;118;67;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092015;Petit Colombes;8 217;15 829;84 577;Colombes;51,0;39,0;37,2;14,4;13,1;2,2;25,1;6,8;22,2;21;2 372;6 273;512;902;132;826;336;90;63;2 928;445;480;751;543;386;323;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092016;Petit Nanterre;6 924;30 651;92 227;Nanterre;48,5;37,7;38,1;19,0;18,6;1,6;24,3;11,1;22,4;20,5;1 880;4 462;345;889;89;557;213;76;7;1 930;336;304;478;364;250;198;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092017;Grésillons Voltaire I - Gabriel Péri;2 564;24 984;129 239;Asnières-sur-Seine, Gennevilliers;46,2;24,9;30,4;17,5;;1,2;45,2;;29,7;;641;1 551;130;281;52;178;82;23;7;677;111;116;170;124;95;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092018;Grésillons Voltaire II - Grésillons;2 422;24 984;129 239;Asnières-sur-Seine, Gennevilliers;52,6;32,3;31,8;;;1,5;44,7;5,3;31,1;31;600;1 260;100;327;30;143;49;19;;482;92;73;129;84;67;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092019;AIRE 2029;11 729;11 729;25 466;Villeneuve-la-Garenne;51,6;40,6;38,7;15,4;14,6;2,1;23,3;8,0;24,9;24;2 562;7 230;559;858;171;974;456;80;7;3 495;522;585;911;697;417;363;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092020;Cité Des Musiciens;1 557;5 232;38 520;Bagneux;51,7;42,0;35,4;;17,0;2,7;34,1;;28,8;28,5;391;1 194;102;99;13;177;78;12;;610;112;113;177;113;53;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092021;Les Musiciens;1 100;15 829;84 577;Colombes;56,9;31,0;;;;1,1;57,3;;25;;358;801;81;177;22;78;35;5;;342;66;50;87;64;45;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093001;Secteur Gare - Aviatic;1 687;3 969;15 708;Le Bourget;52,7;36,9;37,0;15,9;20,0;1,9;33,5;;40,8;38,5;397;1 045;78;138;25;156;54;15;;468;96;76;126;71;62;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093002;Secteur Saint-Nicolas - Guynemer - Gai Logis;2 282;3 969;15 708;Le Bourget;52,4;40,2;37,9;13,5;15,5;2,5;27,8;;31,5;30;536;1 582;139;156;22;219;102;18;;800;122;119;206;162;112;79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093003;Haut Clichy - Centre Ville - Bosquets - Lucien Noel;29 428;29 428;56 670;Clichy-sous-Bois, Montfermeil;51,0;46,0;45,3;11,6;11,9;3,3;16,6;13,7;39,8;40,2;6 571;20 196;1 352;1 828;625;2 766;1 366;210;27;10 206;1 507;1 669;2 655;1 958;1 265;1 152;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093004;Quartier Avenir Parisien;3 590;11 056;68 241;Drancy;52,6;37,5;35,3;16,0;17,7;2,0;32,4;4,5;28,9;30,1;973;2 523;194;344;85;350;126;30;6;1 114;194;188;268;222;147;95;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
