CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP049011;1973;7539;53890;Cholet;49,5;38,7;35,8;17,2;21,5;1,7;48,4;;20,7;23,1;633;1267;149;332;43;109;34;80;11;479;89;86;108;91;67;38;0
QP049012;2086;7539;53890;Cholet;53,7;36,1;36,6;17,5;20,6;1,7;53,8;2,6;15,4;14,8;761;1542;178;399;50;134;45;57;;607;129;123;151;98;65;41;0
QP049013;3486;3486;27413;Saumur;52,9;34,9;31,7;24,3;28,4;1,2;45,2;3,1;9,7;8,1;1303;2470;270;768;77;188;62;104;87;900;140;137;227;179;126;91;0
QP050001;1222;1222;10183;Avranches, Saint-Martin-des-Champs;55,3;26,7;23,2;32;38,2;0,7;60,6;1,1;5;4,1;393;673;73;249;25;46;8;25;;208;32;30;56;38;37;15;0
QP050002;1853;3454;19285;Saint-Lô;54,9;31,7;28,8;24,3;30,5;0,9;66,5;;4,5;4,1;669;1216;145;392;41;91;26;60;7;424;74;65;112;70;70;33;0
QP050003;1601;3454;19285;Saint-Lô;56;34,6;32,3;;;1,4;58,3;;8,3;7,2;522;976;95;318;21;88;27;36;16;349;67;54;73;70;53;32;0
QP050004;1467;1467;8951;Coutances;55;37,1;32,3;19,5;24,3;1,5;52,5;1,4;5;3,9;505;862;102;313;44;46;14;61;7;280;36;40;69;56;52;27;0
QP050005;6672;9855;80978;Cherbourg-en-Cotentin;52,4;38,6;36,7;16,1;18,4;1,8;51,2;;9,2;8,8;2454;4513;477;1425;188;364;110;205;92;1505;264;255;385;264;201;136;0
QP050006;1754;9855;80978;Cherbourg-en-Cotentin;52,4;41;37,9;15,5;18,1;2;40,1;;;;526;1116;102;257;43;124;35;60;15;428;81;65;104;79;62;37;0
QP050007;1429;9855;80978;Cherbourg-en-Cotentin;50,5;35,4;32,2;;;1,5;46,9;;;;457;877;104;261;20;72;21;40;;328;49;53;76;61;60;29;0
QP051001;3622;6779;44899;Châlons-en-Champagne;51,6;39,6;35,8;17,3;19,4;1,8;44,5;;15,8;15,9;1170;2657;263;535;93;279;90;87;8;1111;208;201;268;209;127;98;0
QP051002;3157;6779;44899;Châlons-en-Champagne;52,9;36;33,6;18,6;21,7;1,6;50,1;;8,6;7,8;1056;2094;251;581;59;165;55;101;;817;140;149;191;159;107;71;0
QP051003;11833;35052;182592;Reims;51,9;48;44,4;10,9;12,2;3,6;37,3;7,2;26,9;27,2;4029;9299;1049;1946;252;782;349;216;375;4219;658;753;1128;765;488;427;0
QP051004;11836;35052;182592;Reims;54,2;38;34,3;19,1;21,9;1,6;42,4;2,8;15;13,7;4243;9470;1007;1955;306;975;350;305;184;3934;711;693;1039;660;463;368;0
QP051005;4789;35052;182592;Reims;55,1;41,2;39,7;17,4;19,8;1,9;33;;21,9;21,5;1415;3669;357;514;122;422;180;88;14;1708;266;315;451;312;192;172;0
QP051006;2515;35052;182592;Reims;55,3;37,2;35,1;16,5;20,2;1,9;44,6;;7,9;8,1;886;1797;227;453;61;145;46;48;16;700;118;113;185;115;95;74;0
QP051007;1191;35052;182592;Reims;55,5;;;;;;;;;;296;794;97;89;22;88;37;26;;390;67;74;91;68;55;35;0
QP051008;1237;35052;182592;Reims;56;31;27,1;23,9;27,8;1,1;38,5;;10;9,2;354;818;86;173;20;75;41;19;;366;50;55;85;67;52;57;0
QP051009;1651;35052;182592;Reims;50,8;41,9;;;;;38;;;;490;1185;96;232;33;129;51;22;18;531;73;91;133;106;80;48;0
QP051010;1917;3372;13174;Vitry-le-François;54,9;32,3;29,2;22,5;28;1,1;49,1;;6,4;5,9;422;787;80;248;37;57;26;10;;270;29;50;71;53;40;27;0
QP051011;1455;3372;13174;Vitry-le-François;51,9;35,8;;24,7;;1,1;42,4;6,9;18,9;18,6;438;903;62;239;40;97;38;16;;327;45;50;70;75;42;45;0
QP051012;3183;3183;23413;Épernay;53;38,8;36,7;15,7;;2,1;40,1;;21,2;19,9;1048;2400;249;466;89;244;95;93;5;1015;157;168;264;202;133;91;0
QP052001;1799;3088;22560;Chaumont;53,5;38,8;37,8;15,4;17,4;1,9;49,2;;;;690;1408;158;370;59;103;49;77;21;559;91;101;148;109;72;38;0
QP052002;1289;3088;22560;Chaumont;62;27,4;;38,3;43,1;0,5;63,1;0,2;9,3;6,7;484;811;72;325;29;58;12;34;9;240;46;37;56;47;29;25;0
QP052003;1147;1147;7877;Langres;53,5;38,7;37;16,6;18,2;2;48,6;4,4;20;19,2;326;702;62;169;24;71;27;14;;280;45;43;73;66;28;25;0
QP052004;7470;7470;25626;Saint-Dizier;54,6;34,7;32,3;21,6;25,4;1,3;47;3,4;12,5;12,2;2534;4965;450;1428;230;426;173;150;12;1791;258;256;485;349;251;192;0
QP053001;1196;6684;50479;Laval;55,5;35,3;;23,9;33,3;;53,5;;;;431;954;103;210;29;89;31;39;;404;74;64;96;81;54;35;0
QP053002;2214;6684;50479;Laval;53,8;45,2;42,6;;16,1;2,8;40,7;6,7;24,7;21;655;1773;154;266;38;197;99;45;;880;142;161;240;161;102;74;0
QP053003;3274;6684;50479;Laval;53,4;35,6;34,6;20,1;21,5;1,4;49,4;;15,9;13,8;997;2236;233;502;57;205;88;78;13;975;178;153;253;170;142;79;0
QP054001;979;979;8667;Essey-lès-Nancy;54,5;33,1;31,9;19,4;22;1,4;43,1;1,3;14,3;14,7;330;686;77;161;25;67;21;23;;262;52;41;64;53;26;26;0
QP054002;1412;2832;14092;Longwy;54;37,1;33,7;;;1,6;44,4;;26,9;24,2;422;933;97;200;22;103;37;23;6;383;68;62;106;66;43;38;0
QP054003;1458;1458;4361;Herserange;51,1;33,2;32,2;18,3;19,4;1,5;41,9;2;30,8;28,9;352;743;65;178;26;83;21;16;;284;53;36;72;63;33;27;0
QP054004;1420;2832;14092;Longwy;54,4;27,3;;24,9;;0,9;53,8;;23,4;21,6;450;847;57;283;25;85;30;12;7;283;44;49;79;48;34;29;0
QP054005;2768;2768;7946;Mont-Saint-Martin;49,8;35,3;33,1;20,4;22,3;1,5;29,6;4,9;35,6;35,2;837;1909;126;421;62;228;94;24;;768;115;126;229;137;103;58;0
QP054006;1073;1073;6885;Champigneulles;55,3;34,1;30,2;20,8;23,3;1,3;47,1;3,1;13,1;13;283;559;60;156;15;52;15;18;;202;38;28;42;36;34;24;0
QP054007;1161;1161;6773;Frouard;54;36,3;30,1;20;22,4;1,5;37,5;2,5;7,5;6,5;334;751;89;148;22;75;22;18;;317;34;46;79;66;52;40;0
QP054008;1508;1508;14792;Pont-à-Mousson;51,5;40,1;38,6;17,3;;2;26,3;;19,6;20,3;328;782;54;151;28;95;45;16;;329;51;55;84;66;44;29;0
QP054009;2275;3313;19516;Lunéville;50,1;34;32,7;17,1;20;1,5;51,5;;;;801;1488;164;475;46;116;38;83;37;534;93;71;155;79;77;59;0
QP054010;1038;3313;19516;Lunéville;50,5;37,9;;;;2;36,9;;;;352;799;81;168;32;71;30;22;;339;35;46;83;74;53;48;0
QP054011;1876;1876;16128;Toul;49,9;45,2;43,5;14,2;;2,7;27,9;10,1;22,4;23;516;1148;94;270;31;121;48;37;;473;68;86;133;93;52;41;0
QP054012;1810;1810;9329;Jarville-la-Malgrange;47,9;34,3;36,1;20,7;21,4;1,4;47,8;2,8;21,3;20,4;731;1443;120;441;52;118;52;25;5;536;75;83;137;109;64;68;0
QP054013;2669;3871;14681;Laxou;54,5;36,2;35,4;19,2;21;1,5;46,8;;21,6;20,5;919;1957;155;482;78;204;80;73;31;751;153;140;177;113;91;77;0
QP054014;3602;7178;24477;Laxou, Maxéville;53,8;38,1;34,9;15;16,6;2,1;31,4;2,3;15,3;14,7;1177;2835;322;440;90;325;102;62;8;1238;237;224;271;206;166;134;0
QP054015;5648;11948;113868;Maxéville, Nancy;50,3;40,1;38,3;14,1;15,3;2,3;38,7;5,5;21,8;20,6;1918;4264;330;1001;173;414;200;105;28;1742;279;291;449;327;219;177;0
QP054016;15045;21583;133908;Nancy, Vandoeuvre-lès-Nancy;52,7;38,1;34,5;20;23,3;1,5;46,1;3;16;15,1;5144;11365;894;2610;396;1244;504;266;489;4559;800;763;1136;781;579;500;0
QP054017;2579;9423;121784;Malzéville, Nancy, Saint-Max;53,4;35,8;36,6;16,1;18,5;1,6;52,7;;12,7;12,1;949;1837;146;557;64;182;61;66;100;636;104;86;186;117;84;59;0
QP054018;1799;1799;8041;Tomblaine;53,7;38,7;34,9;18,7;20,7;1,7;36;5,1;16,4;14,8;480;1152;103;208;45;124;49;24;6;494;64;68;111;97;86;68;0
QP055001;2326;2326;15950;Bar-le-Duc;51,2;35,8;35,1;;;1,5;56,6;;17,4;17,9;689;1231;118;443;49;79;31;40;34;411;55;67;103;70;74;42;0
QP055002;1609;3808;17923;Verdun;54,7;44,8;37,2;;;2,8;39,3;;;;540;1095;156;271;27;86;27;48;;444;69;78;102;74;71;50;0
QP055003;2199;3808;17923;Verdun;56,4;36,5;35,8;18,4;21,1;1,4;63,5;;;;806;1458;158;484;61;103;33;77;37;485;68;79;115;97;75;51;0
QP056001;1490;1490;12946;Auray;52,7;41,4;38,3;;;3;42,2;;16,5;16,5;471;1032;135;216;23;97;36;24;;443;65;73;88;88;85;44;0
QP056002;1147;1147;15765;Hennebont;51,1;35,4;;18,9;;1,5;53,8;;;;312;626;78;174;13;47;21;17;;251;38;31;63;44;43;32;0
QP056003;1907;1907;21874;Lanester;57,1;31,9;28,3;29,7;36,3;0,8;56,2;;;;756;1526;162;418;44;132;47;46;;593;88;92;169;103;85;56;0
QP056004;1767;6802;57961;Lorient;54,8;35,5;32,7;20,6;24,6;1,4;52;;14,2;10,6;639;1263;124;351;36;128;39;43;33;467;89;84;109;71;67;47;0
QP056005;1654;6802;57961;Lorient;52,6;31,7;31,7;26;32;0,9;69,1;;9,7;8,7;757;1185;112;535;40;70;17;83;22;323;62;45;73;71;43;29;0
QP056006;2167;6802;57961;Lorient;54,6;43,7;40,6;16,5;18,7;2,4;37,6;;21,1;19,4;697;1843;171;286;53;187;89;43;;904;151;138;239;170;113;93;0
QP056007;1214;6802;57961;Lorient;52,9;36,5;;;;1,9;46,3;;;;465;1024;124;201;36;104;31;43;;428;66;72;120;87;40;43;0
QP056008;3439;6289;53032;Vannes;55,8;44,3;38,3;17,9;23,9;2,2;38;;25,1;22,4;957;2320;252;394;81;230;100;57;27;1057;148;178;261;200;150;120;0
QP056009;2850;6289;53032;Vannes;55,1;39,4;35,2;16,1;20,4;2,1;48,4;;14,9;13;1203;2706;277;580;75;271;121;106;9;1158;175;182;293;209;178;121;0
QP057001;1617;1617;12306;Sarrebourg;54,8;33,4;32,9;21,7;;1,1;47,7;;11,4;;539;1050;88;303;49;99;29;60;9;372;63;48;108;61;47;45;0
QP057002;5870;5870;7439;Behren-lès-Forbach;52,3;30,9;28,7;28,4;30,1;0,9;32;5,3;24,7;26,5;1266;2906;166;621;102;377;170;57;;1179;185;219;333;205;129;108;0
QP057003;3211;4631;21596;Forbach;50,7;34,9;35,4;20,5;19,7;1,4;22,3;7,3;34,5;32,7;973;2271;114;459;105;295;118;36;6;896;152;149;225;171;118;81;0
QP057004;1420;4631;21596;Forbach;51,9;37;36;;;1,7;33,6;;13,8;14,4;548;1132;111;297;39;101;38;31;;437;63;77;113;78;49;57;0
QP057005;3595;3595;13965;Fameck;53,9;36,4;35,5;23;24;1,4;32,1;4,8;18,2;17,4;1050;2533;186;458;94;312;120;39;;1068;174;156;270;201;148;119;0
QP057006;1816;1816;6315;Uckange;51,4;38,8;36;20,1;22,1;1,6;26,8;6,9;26,1;26,7;503;1289;92;203;47;161;72;23;;573;93;101;152;110;63;54;0
QP057007;2203;3574;41627;Thionville;52,9;37,1;36,1;16,7;20;1,8;37,6;;21,4;22,1;674;1491;134;322;49;169;69;38;;600;105;106;161;91;72;65;0
QP057008;1371;3574;41627;Thionville;52,1;33,2;;18;22,7;1,5;47,4;;23,7;24,2;441;937;55;244;35;107;49;15;;354;59;52;98;64;46;35;0
QP057009;1983;1983;15898;Yutz;54,1;45,6;45;;;3,7;21,9;;17,6;19,3;514;1426;110;183;36;185;89;40;11;684;98;102;200;139;76;69;0
QP057010;1129;3611;21572;Sarreguemines;52,8;39,4;36,5;20;21,6;1,6;31,1;;10;9,2;436;1010;110;196;27;103;47;17;;435;71;59;99;104;58;44;0
QP057011;2482;3611;21572;Sarreguemines;49,8;34,8;32,8;15,2;;1,8;50,5;;;;810;1680;191;434;55;130;56;65;21;680;100;94;151;163;100;72;0
QP057012;2675;3505;20145;Freyming-Merlebach, Hombourg-Haut;52,4;34,5;33,8;24,2;25,7;1,1;34,1;4,4;21,9;20,1;670;1526;95;313;68;194;72;39;;593;118;118;126;102;68;61;0
QP057013;1224;1224;6977;Guénange;54,8;33,2;28,4;21,1;23,2;1,3;35,8;1,1;11,2;11,2;288;668;80;107;23;78;21;14;;281;41;42;83;54;38;23;0
QP057014;1474;1474;7402;Folschviller, Valmont;53,3;37,5;37,6;17,5;18,3;1,7;27,4;4,4;19,8;20,1;386;1002;72;135;37;142;53;20;;437;73;85;117;70;54;38;0
QP057015;3457;3457;16126;Saint-Avold;52,8;34;34,7;20,1;19,5;1,4;40,3;;13,5;13,1;999;2357;187;422;90;300;112;54;;965;185;169;233;163;113;102;0
QP057016;1078;2624;13434;Creutzwald;48;35,6;36,1;;;1,5;20,3;;13,2;;302;811;58;110;20;114;40;21;;376;56;65;90;66;54;45;0
QP057017;1546;2624;13434;Creutzwald;52,1;30;;28,9;32,2;0,9;39,5;;26,9;28,7;353;881;51;141;45;116;54;6;;365;55;54;103;66;45;42;0
QP057018;3019;22658;118634;Metz;54,4;38,7;36,1;18,1;21,1;1,8;39,5;;18,3;16,8;1066;2399;224;514;81;247;104;35;7;998;173;167;262;179;118;99;0
QP057019;1258;22658;118634;Metz;52,7;;;;;;;;;;371;993;113;120;16;122;41;29;;484;80;89;117;98;57;43;0
QP057020;11013;22658;118634;Metz;51,8;43,3;42,3;14,7;14,8;2,5;27,7;7,2;23,3;21,7;3340;8776;550;1324;319;1147;517;170;34;3927;650;663;1005;722;464;423;0
QP057021;1408;22658;118634;Metz;51,4;42,4;;;;2,1;33,7;;23,3;25,7;381;910;50;192;23;116;56;16;;388;54;59;96;91;49;39;0
QP057022;3337;22658;118634;Metz;49,5;32,1;31,8;22,1;22,2;1,1;39,5;;20,4;18,3;1129;2322;203;610;79;237;71;94;51;869;199;149;191;156;88;86;0
QP057023;8782;28817;132129;Metz, Woippy;50,4;35;35,2;18,7;19;1,5;35,2;5;17,3;16,2;2884;6383;454;1465;238;727;294;137;7;2518;426;437;670;444;278;263;0
QP057024;830;2061;6867;Hombourg-Haut;51,4;34,5;30,7;18;19,5;1,4;37,3;6,4;13,3;12,5;228;545;40;97;24;67;30;16;;228;49;49;56;36;18;20;0
QP058001;2531;8141;34841;Nevers;53;38,6;37,2;22,2;24,7;1,5;34;;33,8;31;664;1556;100;291;87;186;80;33;;636;97;95;142;147;95;60;0
QP058002;2102;8141;34841;Nevers;52,9;39,4;34,7;22,2;28,9;1,6;51,9;;24,9;24,2;810;1732;188;415;53;154;67;47;19;723;125;111;174;147;91;75;0
QP058003;1907;8141;34841;Nevers;56,9;36,9;30,5;22,7;25,9;1,4;50,6;;;;603;1193;129;326;49;99;39;37;;452;78;71;131;66;62;44;0
QP058004;1601;8141;34841;Nevers;52,4;27,4;25,6;29,9;;0,7;57,4;;17;17,3;464;869;96;270;42;56;22;19;;313;59;46;83;53;40;32;0
QP058005;1492;1492;10629;Cosne-Cours-sur-Loire;55,7;29,5;25,4;27,9;31,2;0,8;57,2;;;;479;860;99;287;33;60;22;22;;290;37;42;61;61;44;45;0
QP059001;1065;1065;3575;Hornaing;52,6;41,3;39,2;15,9;17,8;2,2;28,6;6,6;1,4;1,5;257;702;54;78;26;99;27;24;;320;39;41;86;74;39;41;0
QP059002;1331;1933;7369;Auby;54,6;34,9;31,7;17,8;21,4;1,7;34,1;3,3;4,2;3,7;452;1028;110;192;36;114;36;32;;426;70;70;109;76;61;40;0
QP059003;1120;2451;13521;Auby, Roost-Warendin;51;37;32,6;19,8;24,2;1,6;30,1;5,4;7,5;8,4;334;884;72;114;30;118;49;8;;403;55;67;93;79;66;43;0
QP059004;1857;8747;41189;Douai;57,7;40,6;36,5;18,7;22,1;1,9;58,8;;9,3;8;752;1722;195;344;58;155;71;42;;758;129;146;190;121;96;76;0
QP059005;3168;9625;47047;Douai, Flers-en-Escrebieux;53,2;37,7;35,4;19,2;23,1;1,6;31,7;6,2;7,4;7,8;981;2383;171;432;100;278;112;59;;1035;145;175;286;208;131;90;0
QP059006;2111;11614;48757;Douai, Waziers;49,1;36,2;30,9;20,1;23,5;1,5;31,3;9;;;548;1468;98;210;61;179;97;19;5;686;86;106;173;138;100;83;0
QP059007;2980;13880;64582;Douai, Sin-le-Noble, Waziers;53,2;33,4;29,2;23,3;25,4;1,2;29,8;4,7;9,3;9,1;829;2015;142;358;80;249;101;34;;852;132;140;211;163;108;98;0
QP059008;1794;8819;47711;Cuincy, Douai;53,8;37;33;18,3;22,7;1,6;36;;;;594;1250;145;279;52;118;45;45;;489;101;95;104;84;64;41;0
QP059009;1837;2266;15825;Sin-le-Noble;49,9;39;35,2;15,4;17,7;1,9;49,3;2,4;9,2;8,4;686;1425;149;343;75;119;47;70;9;546;122;101;118;80;62;63;0
QP059010;1083;2867;7568;Waziers;52,9;38,1;35,2;18,7;21,2;1,7;22,9;4,5;5,1;4,9;253;698;65;83;22;83;40;23;;341;47;60;76;72;52;34;0
QP059011;1192;1192;7103;Feignies;52,7;40,4;36,8;17,9;19,8;1,8;32;4,1;8,9;8,6;323;753;77;135;33;78;27;19;;315;60;46;74;59;39;37;0
QP059012;1194;1194;5367;Ferrière-la-Grande;52,3;40,5;35,4;16,5;20;2,1;35,4;5,5;3,2;3,2;344;864;79;146;21;98;34;20;;395;50;63;100;75;53;54;0
QP059013;1470;2794;14271;Hautmont;46,6;37,4;31;;;1,9;32,4;;9;;464;1056;101;224;36;103;46;28;;447;58;71;132;80;50;56;0
QP059014;2911;2911;9897;Jeumont;54,4;35,8;33,4;19,4;22,7;1,5;41,6;3,7;10,8;9,6;967;2059;234;483;81;169;72;65;;839;145;137;212;156;94;95;0
QP059015;1349;2354;6574;Louvroil;51,9;45,2;40,9;14,1;15,5;2,7;31,1;8,2;21,7;22,3;381;889;72;176;35;98;44;17;;369;66;56;80;51;62;54;0
QP059016;2064;11570;30567;Maubeuge;54,5;42,9;41,5;12,7;;2,8;26,6;4,5;25,9;24;;;;;;;;;;;;;;;;;5
QP059017;1507;11570;30567;Maubeuge;52,8;44,5;42,1;11,4;12,4;3;40,7;4;15,6;15,6;;;;;;;;;;;;;;;;;5
QP059018;1141;11570;30567;Maubeuge;50,7;40,4;36,1;;;2,2;38,4;;11,3;12,9;377;887;73;180;27;97;49;13;;387;70;61;100;74;41;41;0
QP059019;9396;16927;52725;Hautmont, Louvroil, Maubeuge, Neuf-Mesnil;50,9;39,6;36,6;19,2;21,6;1,7;29,8;8,4;13,1;12,8;2458;6389;484;1045;206;723;358;176;20;2998;414;453;748;575;441;367;0
QP059020;1248;5701;13092;Anzin;53;33,3;31,2;;;1,3;45,9;;7,8;;518;980;108;291;31;88;25;43;;341;55;62;92;59;37;36;0
QP059021;10732;21346;87438;Anzin, Beuvrages, Bruay-sur-l'Escaut, Raismes, Valenciennes;51,6;39,5;38,3;17;19,5;1,9;34,1;5,7;5,8;5,2;3263;7884;602;1450;253;958;373;243;114;3408;494;518;820;702;467;407;0
QP059022;2319;3741;16241;Bruay-sur-l'Escaut, Escautpont;52,1;37,6;34,8;19,6;21,8;1,6;27,9;;7,1;7,3;596;1502;102;220;77;197;75;32;;635;90;108;162;118;91;66;0
QP059023;2257;3323;9741;Condé-sur-l'Escaut;54,2;39,8;38,6;17,8;22,2;1,8;37,5;4,4;6,8;6,2;766;1643;161;383;61;161;57;90;13;658;135;108;151;117;76;71;0
QP059024;1066;3323;9741;Condé-sur-l'Escaut;54,1;40,9;36,6;23,4;27,5;1,5;40,4;3,9;9,6;6,9;317;705;76;161;18;62;28;12;;307;49;46;84;54;40;34;0
QP059025;1935;3039;7623;Fresnes-sur-Escaut;51,9;35,4;34,1;23,5;26,3;1,2;29,7;4,1;6,2;4,7;481;1146;87;217;39;138;42;36;;490;83;69;136;90;63;49;0
QP059026;1104;3039;7623;Fresnes-sur-Escaut;50,8;37,3;36,3;16,9;19,3;1,8;16,8;7,5;4,2;3,3;224;657;32;74;20;98;49;13;;316;35;40;94;62;53;32;0
QP059027;2679;2679;10184;Onnaing, Vicq;52,1;37,9;34,2;18;20,5;1,8;27;3,9;3,8;3,7;737;1875;155;260;68;254;73;62;;818;136;123;210;163;115;71;0
QP059028;1822;1822;6317;Quiévrechain;54,1;37,1;31,8;24,3;30,1;1,3;29,9;5,2;9,8;10,8;470;1153;83;203;57;127;54;19;;495;69;69;123;91;78;65;0
QP059029;864;864;11108;Saint-Saulve;53,8;34,8;28,4;;;1,5;56,8;;4,9;5,3;406;761;99;216;36;55;20;29;;268;52;44;79;51;22;20;0
QP059030;3189;6958;46113;La Sentinelle, Valenciennes;54,1;37,5;35,5;16,9;18,2;1,9;38,7;;5,1;;1330;3048;318;578;126;308;107;128;7;1280;198;205;278;225;185;189;0
QP059031;2488;7748;54186;Marly, Valenciennes;53,1;40,7;37,2;15,4;17,6;2,1;29,8;;8,8;8,2;918;2132;210;404;80;224;93;67;22;899;135;118;208;183;128;127;0
QP059032;1282;2265;9877;Vieux-Condé;52;39,6;;17,9;;2;28,6;;;;326;835;61;139;20;106;48;19;5;378;51;51;96;75;60;45;0
QP059033;983;2265;9877;Vieux-Condé;53,5;;;29,3;36,4;0,8;39,5;;;;329;764;73;144;27;85;27;16;;321;35;40;92;72;47;35;0
QP059034;3654;3974;14935;Aniche, Auberchicourt;53,7;39,6;39;16,2;18,1;2;27,1;;;;990;2567;221;368;83;318;130;72;;1172;163;162;318;232;169;128;0
QP059035;1227;2695;10507;Auberchicourt, Écaillon, Masny;54,8;35,6;32,7;22,7;25,5;1,3;34,8;3,5;2,4;2,2;357;889;73;142;32;110;44;27;;390;48;49;106;70;69;48;0
QP059036;1387;1418;4140;Masny;53,6;37;33,7;19,2;21,7;1,6;33,9;3,2;4,7;5,2;427;1012;73;189;37;128;44;26;;419;50;57;106;97;68;41;0
QP059037;1040;1210;4776;Montigny-en-Ostrevent;54,7;37,6;36,8;20,5;22,2;1,6;24,7;6;6,8;6,9;239;640;38;84;23;94;31;10;;278;26;27;71;67;55;32;0
QP059038;1385;3445;10726;Montigny-en-Ostrevent, Pecquencourt;54,9;35,9;33,6;21,8;26,3;1,3;29,4;5,7;5;4,6;431;1049;74;171;53;133;48;22;;434;61;75;126;78;53;41;0
QP059039;1020;2235;5950;Pecquencourt;51;32,2;29,5;22,2;27,5;1,1;29,1;5,2;5,2;4,2;332;791;68;132;33;99;29;27;;325;65;49;86;53;36;36;0
QP059040;1633;1633;12863;Somain;54,9;37,1;34,8;19,3;21,5;1,6;24,8;;;;452;1096;82;176;54;140;41;23;;449;63;74;114;81;59;58;0
QP059041;1379;1379;21737;Hazebrouck;49,9;45;39,8;;;2,8;34,1;;2,7;2,6;410;964;113;184;22;91;34;23;;438;47;60;112;100;64;55;0
QP059042;2287;2287;14789;Caudry;52,1;41,6;40,7;15,2;18,4;2,2;32,8;;;;679;1550;162;307;58;152;62;66;;667;93;89;174;144;105;62;0
QP059043;1683;1683;5017;Le Quesnoy;57,2;31,5;28,1;26,5;30,6;0,9;46;1,1;1,7;1,5;499;977;130;263;33;73;13;36;;374;58;46;96;71;66;37;0
QP059044;4566;4566;12581;Fourmies;52,9;39;37;19,6;23,3;1,7;44,4;5,4;1,5;;1473;3203;376;717;117;263;96;118;8;1358;173;207;326;259;206;187;0
QP059045;1626;1716;5443;Ostricourt;53;37,1;32,9;22;25,3;1,4;29,1;4,4;10,6;11,9;386;1058;67;136;36;147;68;11;;487;58;91;126;88;63;61;0
QP059046;1539;5011;32852;Cambrai;55;32,1;27,7;24,7;32,4;0,9;58,7;;;;587;1027;115;359;44;69;17;90;52;332;69;46;77;59;40;41;0
QP059047;1257;5011;32852;Cambrai;56,7;30,3;28,6;23,8;28,7;0,9;51,7;;;;456;871;111;245;33;67;20;31;12;311;41;55;77;61;46;31;0
QP059048;1286;5011;32852;Cambrai;49,9;35;31,4;;;1,8;45,5;;;;454;1002;107;205;41;101;33;26;;402;57;62;103;64;66;50;0
QP059049;929;5011;32852;Cambrai;48,7;;;;;1,4;24,1;;;;249;614;59;89;24;77;27;10;;265;21;35;76;57;48;28;0
QP059050;13195;18996;35315;Denain, Douchy-les-Mines, Lourches;52,9;39,9;37,6;18;21,4;1,8;32,5;5,9;7,9;7,7;4310;10512;834;1882;395;1199;497;333;13;4622;711;750;1177;847;657;480;0
QP059051;3451;3451;10964;Douchy-les-Mines;55,3;38,4;36;16,3;19,4;1,9;40,4;;6,4;5,9;1146;2509;253;561;85;247;96;66;;1023;145;159;250;197;135;137;0
QP059052;2448;4689;16810;Escaudain, Lourches, Roeulx;54,3;40;37,3;20,6;24,1;1,6;30,7;6,7;9,4;9,2;715;1729;135;330;49;201;92;51;;764;110;104;199;156;103;92;0
QP059053;1232;2156;9214;Escaudain;52,4;37,1;33,1;19;21,8;1,7;26,9;3,7;5,1;5,5;379;929;71;139;36;133;30;30;;379;72;61;88;66;49;43;0
QP059054;1172;17701;33565;Denain, Escaudain, Lourches;51,8;42;39,2;15,8;17,5;2,2;25,3;4;5,2;3,7;393;1051;83;135;36;139;55;44;;483;79;81;119;96;71;37;0
QP059055;2781;3795;12682;Raismes;51,1;35,5;31,9;22,3;27,5;1,3;28,8;;;;745;2037;151;229;85;280;108;43;;929;121;157;235;186;130;100;0
QP059056;1292;7536;28923;Bruay-sur-l'Escaut, Escautpont, Raismes;52,8;35,9;32,2;21,8;27,7;1,3;33,2;6,1;4,4;4,9;362;837;72;154;42;94;34;12;;345;43;69;84;60;56;33;0
QP059057;1477;2603;16653;Saint-Amand-les-Eaux;57,3;37,2;33,4;17,9;21,8;1,7;34,8;;4,1;;500;1065;113;237;44;106;39;29;;422;39;60;120;64;83;56;0
QP059058;1126;2603;16653;Saint-Amand-les-Eaux;57,4;28,3;;35;40,8;0,6;32,9;;;;341;730;56;166;29;90;35;26;;272;46;32;67;52;41;34;0
QP059059;1721;5429;19390;Bellaing, Raismes, Wallers;53,3;35,3;32,7;23,1;25,9;1,3;28,4;6,7;8,7;8,6;397;1100;66;123;38;170;64;26;;494;81;76;131;86;61;59;0
QP059060;1274;1274;22015;Coudekerque-Branche;53,5;36,7;37,1;20,1;21,7;1,5;41,7;;6,8;;447;997;87;202;46;112;41;28;;390;67;73;88;54;60;48;0
QP059061;4008;14780;89882;Dunkerque;53,7;39,5;37,3;15,3;16,8;2;41,4;2,9;7,7;7;;;;;;;;;;;;;;;;;5
QP059062;5912;14780;89882;Dunkerque;51,8;36,5;34,5;19;19,3;1,5;36,8;3;8,5;7,2;2061;4383;452;989;182;438;143;166;12;1708;312;267;418;284;228;199;0
QP059063;4860;14780;89882;Dunkerque;52,6;33,9;33,1;18,1;21,6;1,3;53,5;;6,4;5,6;1502;2944;295;834;129;244;74;161;83;1075;186;156;260;201;155;117;0
