"CODGEO";"POP_MUN";"POP_COM_QP";"POP_COM";"TX_F";"TX_TOT_0A24";"TX_F_0A24";"TX_TOT_60ETPLUS";"TX_F_60ETPLUS";"IND_JEUNE";"TX_TOT_MEN1";"TX_TOT_MEN6";"TX_TOT_ET";"TX_F_ET";"NOTE_RP";"A";"PERCOU";"AM";"AI";"ACSSENF";"ACAVENF";"AC3ENF";"A_NETUD_24";"A_ETUD";"ENF";"ENF_2";"ENF_3_5";"ENF_6_10";"ENF_11_14";"ENF_15_17";"ENF_18_24";"NOTE_CNAF"
"QP062009";3441;6480;28669;49,5;38,3;35,7;15,8;18,1;1,8;42;;;;0;1143;2420;183;603;99;258;99;133;60;919;107;128;236;195;134;119;0
"QP062010";1067;1067;12209;53,2;32,7;29,2;18,6;22,8;1,5;42,6;3,1;1,9;1,3;0;318;665;64;156;29;69;19;23;;242;24;35;62;55;37;29;0
"QP062011";5055;8137;26682;55,4;35,7;32,4;23,6;28,7;1,2;45,2;;;;0;1765;3770;317;895;163;390;126;176;10;1459;186;214;360;294;215;190;0
"QP062012";1726;7614;21851;52,2;35,9;33,7;;;1,5;26,3;;;;0;526;1254;99;210;79;138;51;40;;508;64;79;137;101;68;59;0
"QP062013";1553;8833;28828;52,9;34,1;30,5;21,7;26,4;1,3;43,5;;;;0;547;1129;84;278;58;127;32;49;;398;53;50;105;78;58;54;0
"QP062014";1751;3031;12497;50,9;40,5;39,4;17,3;19,7;1,9;31,1;6,5;0,2;0,3;0;579;1495;109;206;68;196;73;39;;646;91;98;174;117;100;66;0
"QP062015";963;4862;13167;52;37,3;35,5;17,5;20,5;1,6;39,8;;0,5;0,3;0;351;745;73;169;34;75;20;33;;288;56;33;59;47;50;43;0
"QP062016";1396;1396;13353;52,1;39,1;36,4;16,8;19,8;2;27,3;6,2;2,2;2,3;0;405;1054;84;140;48;133;49;33;;468;57;68;130;93;72;48;0
"QP062017";2649;2839;12009;51,8;39,9;36,9;17,5;20,5;1,9;28,3;4,4;0,5;0,4;0;788;2060;149;271;96;272;94;67;;900;117;133;230;181;133;106;0
"QP062018";1590;1590;11813;55,2;37,4;35,3;19,6;24,1;1,6;34,8;;;;0;505;1226;111;187;59;148;51;33;;518;64;79;112;108;90;65;0
"QP062019";4414;4496;17583;53;39,3;37;21,3;24;1,5;35,7;5,6;9;8,3;0;1398;3338;265;640;105;388;148;85;;1441;206;217;352;294;202;170;0
"QP062020";1878;3003;20153;53,5;35,9;33;19,2;22,6;1,6;39;;;;0;686;1508;122;319;81;164;65;48;;576;65;87;147;113;71;93;0
"QP062021";1684;2544;14566;55,6;36,8;34,5;20,1;23,4;1,4;39,5;4,6;5,4;5,1;0;511;1226;94;220;49;148;54;46;;516;94;85;135;81;66;55;0
"QP062022";3517;3662;13706;51,1;38,6;35,9;15,5;19;2,1;28,1;4,3;0,9;0,8;0;1098;2779;175;422;116;385;131;84;;1173;136;181;323;225;184;124;0
"QP062023";2067;2067;12324;51,1;33,5;31,3;22,6;25,4;1,2;24,3;;5,8;7,8;0;611;1474;82;265;78;186;77;40;;594;83;97;146;110;104;54;0
"QP062024";2158;9810;31606;53,7;38,4;38;17,5;20,7;1,7;23;;;;0;573;1435;123;224;62;164;67;52;17;632;94;98;185;104;77;74;0
"QP062025";4246;10655;45528;51,6;38,7;36,2;15,9;19,4;2;42;3;7,6;7,3;0;1506;3295;305;747;113;341;117;111;;1340;197;190;348;259;187;159;0
"QP062026";1516;9810;31606;50;44,2;40,8;;;2,5;29,7;13,9;;;0;405;1148;64;153;43;145;73;40;5;547;56;65;144;135;72;75;0
"QP062027";1365;9985;34486;52,6;37,3;40,4;20,1;;1,4;38;;;;0;528;1244;115;232;56;125;57;40;;535;77;93;136;89;74;66;0
"QP062028";6792;12158;30423;53,2;39,2;38,3;17,5;20,7;1,8;35,5;3,4;3,1;3;0;2019;4551;376;917;206;520;164;183;13;1795;249;310;459;342;249;186;0
"QP062029";5029;22826;68884;51,3;39,6;38,9;17,6;19,4;1,9;30,2;6,4;;;0;1514;3649;244;663;145;462;176;161;10;1523;170;212;335;347;244;215;0
"QP062030";2027;12158;30423;51,3;39,2;34,8;19,9;;1,6;27,4;;;;0;701;1599;140;287;86;188;56;61;;628;82;115;158;115;81;77;0
"QP062031";1125;1717;8036;53;39,7;37,4;16;18,5;2,1;26,9;5,2;0,9;0,6;0;355;900;61;134;34;126;43;29;;379;50;59;99;78;48;45;0
"QP062032";1529;1529;6077;51,9;34,8;33,6;17,3;21,2;1,6;31,3;2,6;0,1;0,1;0;547;1077;81;280;67;119;20;42;;342;45;49;88;72;45;43;0
"QP062033";3908;9012;27237;51,6;37,6;35,1;20,1;22,8;1,5;34,1;5,9;7,1;6,3;0;1149;2716;177;533;110;329;128;67;;1129;132;164;318;238;147;130;0
"QP062034";1309;6707;21000;47,9;38,8;34,6;16,3;18,3;2,1;19,8;8,3;10,8;9,6;0;395;1014;77;143;48;127;51;24;;441;57;60;117;81;73;53;0
"QP062035";2288;2288;8754;50,8;39,8;35,9;16,3;19,2;2,1;25,5;6,1;3,9;3,7;0;607;1662;116;194;59;238;88;52;;758;94;119;219;149;105;72;0
"QP062036";3126;4820;35116;54,9;44,7;40,8;12,5;15,8;2,8;35,4;;7,6;6,7;0;1097;2407;277;508;106;206;86;89;;998;148;167;259;198;122;104;0
"QP062037";1694;2304;14726;57,5;34,2;34;18,9;23;1,3;51,2;;;;0;729;1351;144;419;65;101;28;82;18;459;70;74;105;82;61;67;0
"QP062038";1026;1026;7918;50,7;36,8;32,6;16,3;18,7;1,9;25,9;6,4;5,2;5,2;0;270;699;42;108;20;100;40;21;;305;47;37;67;51;56;47;0
"QP062039";1185;1399;10544;50,8;43;41,5;;;2,5;26,9;;;;0;370;813;88;175;34;73;28;25;;332;37;44;77;73;53;48;0
"QP062040";1516;2986;9955;52,6;35,4;32,2;22;25,5;1,3;31,3;5,4;9,1;9,8;0;440;1054;75;174;59;132;43;29;;426;60;59;114;87;60;46;0
"QP062041";1835;3710;25917;52,4;36,7;35,3;18,6;21,6;1,6;29,2;;;;0;556;1366;94;227;57;178;60;36;;563;78;95;140;100;78;72;0
"QP062042";1013;3710;25917;45,5;46,2;41,1;;;2,8;31,2;;;;0;347;849;95;135;24;93;33;35;;384;57;63;110;72;42;40;0
"QP062043";1869;4993;27258;50,4;41,8;38,1;13,3;;2,6;26,5;;;;0;496;1234;90;200;45;161;63;54;;531;92;79;146;96;74;44;0
"QP062044";1953;6418;36232;54,1;41,1;35,5;16,1;22,3;2;47,2;3,2;4;;0;;;;;;;;;;;;;;;;;5
"QP062045";2410;4833;20258;53,2;34,7;32,2;20,4;23,4;1,4;39,8;;;;0;763;1708;146;356;73;188;60;45;;682;84;87;177;135;115;84;0
"QP062046";1254;2642;8912;52,7;37,5;35,3;17,4;20,7;1,9;36,2;4,2;0,9;0,2;0;398;957;68;173;40;117;45;19;;405;52;64;105;92;50;42;0
"QP062047";1372;4300;17079;55;39,6;36,7;19;24;1,8;35,9;5,3;2,6;2,7;0;424;1014;75;182;40;127;54;32;;421;49;63;123;90;56;40;0
"QP062048";1534;1534;8337;51,1;36,7;34,6;19,8;21,4;1,5;31,5;5,2;8;8,4;0;448;1013;74;217;42;115;49;30;;405;53;64;97;75;59;57;0
"QP062049";1718;10018;40664;54,4;36;33;22,7;25,5;1,3;40,7;;7,8;6,5;0;572;1083;111;310;65;86;18;43;12;355;45;61;82;65;53;49;0
"QP062050";1299;10018;40664;47,2;35,1;39,8;;;;61,9;;;;0;552;906;74;380;37;61;18;59;58;255;38;43;58;55;28;33;0
"QP062051";7454;11136;51890;55;42,1;38,5;17,9;20,9;1,9;33,1;4,1;3;2,3;0;2451;5380;519;1162;241;529;187;212;6;2136;295;281;513;449;344;254;0
"QP062052";1424;12826;49821;51;34;31,6;22,1;24,5;1,2;37,8;;;1;0;428;1013;90;183;37;118;33;41;;430;66;67;116;78;53;50;0
"QP062053";986;986;13575;55;32,5;27,9;25,1;34,2;1,1;44,9;;0,7;0,6;0;309;627;42;174;19;74;17;16;;223;29;32;74;38;29;21;0
"QP062054";2049;2808;9157;53,6;42;36,5;17,7;22,2;1,9;37,3;4,9;0,4;0,2;0;803;1741;172;389;72;170;55;84;;682;105;104;164;131;88;90;0
"QP062055";4733;12696;72929;52,5;41,1;38,1;17,4;20,9;1,8;37,7;5,2;;;0;1724;4016;344;790;163;427;161;183;15;1696;251;241;441;314;252;197;0
"QP062056";7963;12696;72929;53,9;44,2;41,7;15,4;17,5;2,3;40,7;3,4;4,5;4,1;0;3502;7530;808;1740;298;656;245;320;146;3054;464;506;792;546;392;354;0
"QP062057";2797;2797;9910;58;40,1;39,5;18,2;21,2;1,8;39,2;;;;0;934;1967;205;474;74;181;60;96;;776;112;131;223;149;92;69;0
"QP062058";1640;1640;9772;52,6;38,6;37,3;16;18,8;1,8;48,2;2,5;1,3;1;0;653;1292;138;357;52;106;37;78;7;476;81;63;123;96;70;43;0
"QP062059";973;973;10926;52,2;35,3;29,2;19,6;26,7;1,4;39,2;;;0;0;328;728;59;152;32;85;31;33;;279;38;46;57;63;35;40;0
"QP062060";937;1202;7878;54;34,9;30,2;17,7;21;1,6;51,3;1;5,5;4,3;0;405;776;93;228;25;59;18;26;;282;56;34;82;46;36;28;0
"QP062061";6750;9216;41555;51,8;38,7;37,4;15,5;18,6;2;46,8;2,8;10,9;9;0;2716;5719;581;1396;204;535;203;192;8;2257;357;333;561;451;311;244;0
"QP062062";1342;9216;41555;51,7;36,1;32,7;;;2,2;48,4;;7,2;5,9;0;549;1157;121;280;42;106;37;50;6;474;90;74;135;81;51;43;0
"QP062063";1389;10418;49433;53;43,7;40,2;;;2,4;31,3;;1,7;2,2;0;411;1061;92;160;34;125;45;42;13;489;57;53;112;100;89;78;0
"QP062064";1993;1993;11299;52,1;35,2;32,8;15,6;18;1,8;47,5;1,1;8;7,2;0;849;1606;178;474;67;130;40;62;;552;94;81;144;101;62;70;0
"QP063001";1174;2943;11778;54,4;34,7;29,9;25,6;30,9;1;46,7;;21,8;19,2;0;411;826;48;240;35;88;39;57;18;294;45;49;78;68;32;22;0
"QP063002";2723;17198;146734;53,5;31,2;32,8;21,4;26;1,1;57,8;;27,9;24,4;0;1251;2171;121;861;88;181;74;101;221;651;125;96;172;112;72;74;0
"QP063003";8169;17198;146734;50,8;40,3;37,5;18,7;20;1,8;40,9;6,7;27,3;27,2;0;2449;6171;364;1087;225;773;382;126;64;2705;404;428;721;528;349;275;0
"QP063004";4281;17198;146734;52,5;40,5;37,8;17;18,3;2,1;34,9;;27,1;26,8;0;1364;3648;274;523;116;451;216;74;9;1715;237;268;455;333;232;190;0
"QP063005";2025;17198;146734;52,9;38,3;37,5;20,9;22,7;1,5;39,7;;26,1;27,8;0;677;1532;133;321;57;166;67;46;13;631;124;132;162;105;61;47;0
"QP063006";1551;1551;20157;51,9;40,1;37,1;16,6;18,7;2,1;45,6;;;;0;545;1114;122;288;29;106;42;30;;433;72;64;108;86;54;49;0
"QP063007";1769;2943;11778;51,6;34,6;30,6;23,2;27;1,2;49;;13,4;12,5;0;695;1294;106;422;44;123;42;71;5;435;67;64;117;86;59;42;0
"QP064001";1661;5099;51411;51,3;29,4;26,8;22,5;26,2;1;58,9;;12;9,4;0;625;996;99;421;36;69;13;52;37;273;39;48;73;43;48;22;0
"QP064002";3438;5099;51411;53,1;35,2;33,3;19,1;21,4;1,6;35,7;3,2;23,2;23,2;0;1224;2729;201;588;124;311;112;66;10;1065;135;164;302;207;153;104;0
"QP064003";3896;5948;76275;56,6;34,8;29,3;24,6;29,8;1,2;49,5;;23,1;21,9;0;1450;2963;250;782;131;287;116;64;50;1091;142;165;306;201;133;144;0
"QP064004";2052;5948;76275;53,2;38,6;36,5;21,4;21,4;1,6;33,7;;35,3;33,8;0;783;1808;132;378;96;177;86;29;;741;89;111;196;146;105;94;0
"QP065001";1585;7118;42426;47,6;51,2;44,9;13,9;19,7;2,7;52,1;3,7;21,8;20;0;745;1252;98;551;20;76;38;55;313;410;73;72;109;70;50;36;0
"QP065002";2350;7118;42426;55,9;35;30,8;23,8;26,3;1,2;52,9;;11,4;10,2;0;1057;2111;203;594;92;168;65;68;;792;126;145;189;146;97;89;0
"QP065003";3236;7171;47431;56;30,2;26,7;29,9;34,3;0,8;61;;12,2;11,9;0;1392;2511;245;876;90;181;64;140;53;855;114;128;221;199;133;60;0
"QP065004";866;866;13210;56,3;29,2;26,5;22,6;25,9;;48,8;;32,6;32,1;0;;;;;;;;;;;;;;;;;5
"QP066001";1130;1130;9103;50,7;32,7;33,1;20,4;21,3;1,3;46,4;1,6;12,2;11,3;0;389;736;70;231;20;68;21;45;;258;28;44;69;56;33;28;0
"QP066002";3001;29108;119188;53,8;38,6;34;20,7;24,1;1,5;42,9;;17,8;16,1;0;947;1907;212;508;63;164;54;122;8;723;107;110;204;137;95;70;0
"QP066003";3689;29108;119188;54,1;34;30,1;20,5;23,2;1,3;50,2;;9,9;10;0;1341;2559;322;742;96;181;60;104;25;942;135;151;242;159;145;110;0
"QP066004";2511;29108;119188;50,5;46,1;43,7;14,5;15,6;2,7;38,4;6,9;26,3;26,8;0;972;2341;198;435;96;243;123;37;10;1022;135;167;292;184;129;115;0
"QP066005";4827;29108;119188;50,4;44,3;43,2;15,8;15,6;2,4;29,7;6,5;25;24,1;0;1627;3634;359;833;109;326;141;137;;1545;236;225;364;319;194;207;0
"QP066006";1485;29108;119188;51;47,7;;;;;;;35,7;35,8;0;385;1111;58;134;34;159;82;18;;533;82;89;154;102;51;55;0
"QP066007";3133;29108;119188;52,5;27,6;27;27,3;27,8;0,9;44,4;;15,7;15,2;0;1139;2140;215;682;72;170;57;69;14;755;116;126;221;138;92;62;0
"QP066008";7682;29108;119188;47,9;33,3;35,5;18,6;17,9;1,3;60,2;;15,4;12,5;0;4530;6976;790;3283;199;258;67;492;266;1979;298;293;489;367;260;272;0
"QP066009";947;29108;119188;53,9;48,6;45,6;;;;;;;;0;464;963;156;259;17;32;7;56;;423;53;63;96;81;60;70;0
"QP066010";1833;29108;119188;52,8;43,3;37,2;;;1,8;30,3;;31,1;32,4;0;616;1536;122;276;56;162;83;26;;697;95;83;185;140;100;94;0
"QP067001";1443;1443;12615;53,1;36,5;39,2;17;17;1,8;32,3;;17,3;15,6;0;417;1066;102;157;32;126;53;31;;491;61;77;141;109;57;46;0
"QP067002";1107;1107;34789;52,1;35,4;29,4;;;1,8;38,8;;25,7;26,1;0;334;801;83;145;17;89;32;27;;357;66;66;80;61;49;35;0
"QP067003";1567;1567;11289;51,7;41,9;;15,7;16,7;2,2;26,4;;19,8;20,8;0;408;1071;75;165;35;133;59;37;;488;64;64;115;123;64;58;0
"QP067004";6149;9335;50206;53,1;40,3;36,2;20;22;1,7;34;6;23,6;23,7;0;1934;4780;373;832;165;564;271;122;32;2095;278;297;566;410;281;263;0
"QP067005";1459;4717;17137;47,5;35,2;29,9;19,7;21,5;1,5;37,5;3,3;25,7;25,3;0;585;1212;92;318;57;118;49;34;;446;64;69;100;97;54;62;0
"QP067006";2298;2298;26830;56,3;36,7;34,4;20,2;22,4;1,6;31,2;;15,6;14,2;0;772;1807;208;316;64;184;81;43;;788;96;118;231;139;118;86;0
"QP067007";2250;2250;18930;52,5;39,8;37;18,9;21,4;1,8;32,9;6,6;13,8;12,8;0;506;1428;90;177;44;195;90;28;;686;95;99;170;147;95;80;0
"QP067008";1727;4618;33069;49,6;34,9;;21,1;;1,4;47,8;;22;18,8;0;716;1563;133;381;41;161;79;42;12;639;83;80;169;122;103;82;0
"QP067009";3041;66118;284677;52,6;37,1;32,4;24,2;26,7;1,3;24,8;;27,1;29,1;0;913;2477;171;352;75;315;157;54;;1168;184;194;333;216;138;103;0
"QP067010";2161;66118;284677;51,7;40,1;;15,8;;2,2;35,3;;28,6;30,4;0;792;1949;177;310;73;232;90;57;24;844;141;125;227;171;101;79;0
"QP067011";12772;66118;284677;51,9;41,8;39,6;16,3;17,2;2,1;28,5;8,2;25,9;26,9;0;4029;10366;632;1667;412;1318;625;250;33;4559;562;633;1131;987;664;582;0
"QP067012";2241;66118;284677;55,3;39,9;40,1;;;2;41,1;;22,3;20,7;0;732;1887;135;291;62;244;111;65;10;843;103;126;221;170;122;101;0
"QP067013";8748;66118;284677;51,6;41,9;39;15,8;17,2;2,3;26,6;6,9;27;27;0;2614;6599;401;1111;265;837;394;152;132;2854;356;389;782;579;428;320;0
"QP067014";4632;66118;284677;55;41,7;41,5;19,5;19,5;1,8;31,4;9,1;29,9;29;0;1441;3740;242;624;141;434;240;78;11;1708;163;222;453;379;280;211;0
"QP067015";3533;66118;284677;50,7;41,1;43,3;;;2,9;46,5;;32,9;32,6;0;1407;2461;158;945;91;213;78;122;226;749;127;125;206;127;87;77;0
"QP067016";17645;66118;284677;52,1;42;39,2;15,6;16,8;2,2;29;6;26,2;25,7;0;6056;14358;1260;2791;495;1510;654;394;61;6232;885;924;1591;1231;857;744;0
"QP067017";3667;66118;284677;54;33,9;31,4;24,9;27,2;1,1;41,2;;20,2;18,5;0;1379;3212;280;638;105;356;161;56;;1366;188;219;351;247;196;165;0
"QP067018";2250;66118;284677;55,2;35;38,4;;;1,1;57,6;;19,4;21,3;0;993;1645;113;669;77;134;32;75;144;434;92;82;107;58;55;40;0
"QP067019";1320;66118;284677;53,3;42,3;40,3;12,1;10,8;2,9;28,7;3,1;21,1;20,6;0;485;1108;120;230;29;106;46;25;;485;82;81;129;90;57;46;0
"QP067020";1591;66118;284677;54,6;38,8;40,4;;;1,7;38,4;;21,1;24;0;;;;;;;;;;;;;;;;;5
"QP067021";2517;66118;284677;54,8;38,8;35,7;17;16,1;1,9;26,9;;24,4;23,4;0;743;1924;170;270;80;223;108;42;9;869;122;142;242;174;115;74;0
"QP068001";1489;11265;68703;47,7;38,6;37,2;18;17,6;1,8;32,6;;24,3;25,7;0;310;721;45;157;27;81;42;25;;300;44;47;80;51;43;35;0
"QP068002";9776;11265;68703;50,7;40,1;37,7;16;16,3;2;27,8;3,9;28,4;27,6;0;2924;7453;551;1199;244;930;428;193;62;3339;478;527;917;652;443;322;0
"QP068003";8117;48670;108942;52,8;45,1;42,3;15,9;18,1;2,4;27,8;9,9;30,9;31,2;0;2499;7260;482;884;202;931;504;129;14;3590;452;544;976;740;489;389;0
"QP068004";4084;48670;108942;52,1;39,3;38,3;17,7;19,3;1,9;37,2;6,9;27,3;28,6;0;1370;3498;213;603;112;442;223;66;;1569;210;259;413;306;215;166;0
"QP068005";32402;48670;108942;49,3;39;39;16;16,9;1,9;44,5;4,9;31,6;30,7;0;10796;23907;1583;5687;800;2726;1197;915;531;9552;1527;1493;2503;1918;1216;895;0
"QP068006";4290;50192;123622;51,6;37,2;37,5;17,7;18,9;1,8;36;;19,3;21,9;0;1409;3120;244;716;101;348;153;82;6;1254;192;179;319;258;174;132;0
"QP068007";1299;48670;108942;48,2;39,9;;;;;20,7;;29,5;32,5;0;300;882;49;101;27;123;62;22;;426;51;73;109;95;53;45;0
"QP068008";1799;1799;14541;52;45,8;44,5;14,2;;2,8;19,3;11,9;21,6;22,4;0;389;1161;82;122;31;154;76;20;;584;63;102;180;116;80;43;0
"QP068009";2242;2242;21646;48,3;37,8;37,6;;;2,3;42,6;;33,5;32,9;0;468;1216;88;177;43;160;63;17;8;545;78;66;140;119;81;61;0
"QP068010";966;966;11326;51,6;44,6;43,6;;;1,9;;8,6;31,2;31,2;0;267;674;40;111;28;88;42;12;;293;27;39;85;64;50;28;0
"QP069001";1611;1611;10587;51,8;41,2;37,8;20,1;24,5;1,8;44,5;8,1;13,2;12;0;439;1123;73;195;37;134;70;30;;507;72;83;138;104;56;54;0
"QP069002";2279;13946;150659;50,9;44,4;41;14,4;;2,5;31,2;6,6;25,2;24;0;753;1900;142;337;48;226;105;67;24;872;108;124;260;183;102;95;0
"QP069003";964;964;7560;53;35,7;32,5;19;21,1;1,5;26,4;2,3;24,3;25,2;0;286;683;62;110;32;82;22;19;;278;53;55;55;54;32;29;0
"QP069004";3153;8088;20121;50,3;31,7;29,6;22,2;22,8;1,2;37,2;3;24,1;24;0;967;2322;135;469;66;297;138;71;8;985;146;154;267;199;127;92;0
"QP069005";918;918;11697;50,4;38,2;33,7;;;;24,3;;27,4;31,9;0;201;511;31;84;19;67;30;11;;223;32;32;65;43;35;16;0
"QP069006";917;7786;36288;54;44,9;42,3;;;3,7;32,5;;23,1;25,6;0;323;957;76;110;20;117;69;28;;497;63;78;139;108;64;45;0
"QP069007";3515;7786;36288;48,5;39,8;36,5;19,8;23,5;1,8;33,2;9,7;25,1;26,2;0;1097;2990;152;408;135;402;223;64;;1353;201;247;385;252;157;111;0
"QP069008";4851;9283;48601;53,1;45,5;42,6;15,7;17,1;2,5;29,9;7,3;29,6;29,9;0;1351;3656;275;506;141;429;219;72;;1724;257;254;459;346;231;177;0
"QP069009";1393;1393;13057;52,4;34,1;31,9;22;24,3;1,4;44,7;2,8;24,5;24,1;0;536;1249;103;237;49;147;61;35;;516;83;80;145;107;58;43;0
"QP069010";5216;10589;42216;50;35,9;35,8;18,1;18,7;1,8;46,2;4,7;32,7;34,8;0;1661;3823;230;858;137;436;191;57;14;1567;276;264;406;280;171;170;0
"QP069011";6780;35280;93039;50,9;40,1;38;17,8;19,7;1,9;32,7;8;26;26,1;0;1735;4596;269;696;147;623;281;111;27;2077;331;340;561;396;245;204;0
"QP069012";3235;8088;20121;51,9;46;43,3;13,2;15,8;3,1;31,6;9,9;21,9;19,7;0;1035;2873;223;377;69;366;177;49;;1392;217;200;341;278;206;150;0
"QP069013";1316;1316;33014;45,6;34,3;35,9;16,9;19,7;1,4;56,5;;22,6;23,4;0;593;1213;77;349;45;122;50;59;47;448;71;71;123;84;57;42;0
"QP069014";2016;2016;10461;52;39,8;37;19,2;21,8;1,8;28,3;8,7;24,1;25,4;0;597;1571;118;249;38;192;96;36;;741;101;124;208;143;91;74;0
"QP069015";22294;32070;86383;52,3;43,7;42,2;15,9;17;2,3;29,2;11,3;29;28,4;0;6475;18227;1173;2435;508;2359;1243;293;25;8844;1255;1392;2302;1759;1178;958;0
"QP069016";6196;7853;19254;51,5;39,4;38;20,1;21,6;1,7;41,1;6,3;27,8;25,3;0;1940;4895;338;869;139;594;290;85;5;2226;380;393;629;406;244;174;0
"QP069017";1244;1244;21019;52,1;41,7;34,5;18,4;22;1,9;30,3;;20,7;18,2;0;366;942;75;150;28;113;58;13;;430;60;59;119;92;61;39;0
"QP069018";20917;24691;50823;51,9;43,7;41,6;15,7;16,9;2,4;28,2;9,4;27,5;27,7;0;6084;16230;1047;2550;426;2061;1071;318;204;7628;1165;1228;2074;1437;986;738;0
"QP069019";2367;24691;50823;53,6;46,4;47,7;;;3,9;28,6;11,2;25,1;23,6;0;677;1685;118;324;41;194;93;73;13;772;117;111;197;138;118;91;0
"QP069020";2281;24217;67129;54,9;41,4;41,2;;;2,4;33,4;;24,3;26,4;0;694;1872;138;277;35;244;118;48;11;905;132;143;241;181;117;91;0
"QP069021";1004;13946;150659;48,8;33,8;;23,1;26,7;1;33,5;5;32,2;38;0;383;858;61;197;37;88;43;14;9;344;53;43;88;82;42;36;0
"QP069022";4480;13946;150659;50,2;35,9;36;22,1;19,9;1,4;38,4;4,6;32;30,5;0;1542;3950;267;669;90;516;241;91;50;1800;242;308;467;359;235;189;0
"QP069023";2332;13946;150659;49,8;45,8;41;;;2,8;29,8;;26,2;27,3;0;682;1816;113;280;46;243;122;46;5;839;123;144;206;166;95;105;0
"QP069024";1753;13946;150659;52,8;37,8;34,8;18,8;18,9;1,6;37,7;;27,2;24,4;0;516;1159;86;259;48;123;59;18;9;472;55;78;122;99;74;44;0
"QP069025";2098;13946;150659;52,9;39,1;38,6;20,9;23,3;;31,6;6,6;17,1;15,8;0;805;1818;150;428;51;176;92;76;81;777;99;109;212;160;110;87;0
"QP069026";2225;2225;28604;51,9;41,6;36,5;18,3;19,6;1,9;26,5;6;29,1;28,2;0;693;1834;162;263;63;205;101;25;;868;110;125;214;171;132;116;0
"QP069027";1462;2813;34151;52,1;39,4;36,9;;;2,3;29,6;;19,7;22,4;0;454;1245;93;159;34;168;74;23;;586;78;95;161;115;78;59;0
"QP069028";15549;15549;30410;53,3;40,1;36,8;19,4;22,3;1,7;31,8;8,2;20,9;19,8;0;4412;11614;906;1809;308;1389;710;219;20;5475;773;894;1477;1027;711;593;0
"QP069029";1345;8821;46510;49,8;39,2;36,1;16,7;20,2;2;28,8;;33,7;33,8;0;374;1126;58;119;24;173;83;20;7;557;94;93;163;106;64;37;0
"QP069030";1179;8821;46510;48;;;15,8;;2,5;37;;17;16,2;0;289;781;50;112;20;107;49;13;;365;52;65;95;82;39;32;0
"QP069031";6297;8821;46510;54;41,9;39;16,4;18,7;2,1;28,8;6,8;21,5;21,9;0;1884;5011;376;736;149;623;313;115;18;2337;337;389;643;460;290;218;0
"QP069032";1149;1149;49755;53,8;38,5;35,4;18;20,7;1,8;37,5;8,1;32,1;32,5;0;393;960;74;181;28;110;55;24;;425;44;88;103;83;57;50;0
"QP069033";1275;1275;81825;51,6;;34,3;24,8;;;40,4;;22,1;22,7;0;419;933;71;217;32;99;56;15;;382;44;60;98;75;58;47;0
"QP069034";1521;18157;85170;50,4;45,3;44,3;14,4;;2,2;40;;23,5;18,8;0;557;1360;90;267;29;171;80;82;28;597;121;123;146;105;52;50;0
"QP069035";15101;42374;152299;53,9;36,7;33,2;22,9;25,7;1,3;48,7;3,7;23,1;22,1;0;5466;11589;926;2947;382;1211;521;271;269;4527;789;810;1174;856;504;394;0
"QP069036";2834;18157;85170;54,8;36;35,4;19,8;22,7;1,4;47,3;;26,2;26,5;0;1050;2557;148;495;84;323;146;60;23;1093;195;172;287;191;144;104;0
"QP069037";8311;11020;51102;52,7;43,3;41,2;16,8;18,4;2,1;37,7;7,1;24,9;23,2;0;2686;6497;420;1292;182;792;370;139;220;2821;435;460;755;529;367;275;0
"QP069038";1535;11020;51102;54,9;32,9;27,4;26,4;29,8;1;50,3;;19,6;19,8;0;535;1160;84;288;40;123;60;29;5;460;58;85;122;83;60;52;0
"QP069039";1700;8088;20121;50,1;29,6;27,7;23,1;25,6;1,1;53,9;;21;20,4;0;638;1385;95;338;53;152;70;29;;544;91;88;156;111;54;44;0
"QP069040";991;991;9675;50,1;41,6;38,7;13,8;15,3;2,6;33,2;7,1;21,9;22,2;0;259;702;52;100;11;96;44;12;;336;51;41;91;73;44;36;0
"QP069041";1174;11020;51102;53;39,7;38,3;;;1,7;40,5;7,8;21,4;21,2;0;387;1063;83;138;35;131;63;13;5;507;66;85;129;112;65;50;0
"QP069042";1906;1906;102238;52,3;44,8;49;;;;66,6;;25,2;27,5;0;914;1311;51;715;72;76;24;102;301;255;40;40;67;46;30;32;0
"QP069043";1351;2813;34151;49,2;45,5;43,9;;;2,4;17,3;;35,4;38,8;0;308;1054;43;64;15;186;90;18;;543;79;86;130;119;75;54;0
"QP070001";2670;2670;14973;50,9;33,6;31,5;20,1;21,6;1,4;44,2;;21,5;20,6;0;981;1961;150;547;102;182;82;56;;702;106;122;179;137;95;63;0
"QP070002";1140;1140;8131;54,8;33,8;29,5;21,3;24,5;1,3;49,2;3;20,3;20,1;0;460;923;86;250;51;73;27;34;;332;42;68;64;72;47;39;0
"QP070003";936;936;6692;53,4;31,1;28,8;22,7;24,5;1,1;48,3;2,8;15,5;14,7;0;408;747;53;260;26;69;23;33;;243;41;43;51;53;35;20;0
"QP070004";1218;1218;10654;53,8;35;29,3;19,1;;1,4;47,9;;13,7;14,8;0;429;863;87;248;22;72;38;24;;342;49;48;99;70;50;26;0
