"CODGEO";"POP_MUN";"POP_COM_QP";"POP_COM";"TX_F";"TX_TOT_0A24";"TX_F_0A24";"TX_TOT_60ETPLUS";"TX_F_60ETPLUS";"IND_JEUNE";"TX_TOT_MEN1";"TX_TOT_MEN6";"TX_TOT_ET";"TX_F_ET";"NOTE_RP";"A";"PERCOU";"AM";"AI";"ACSSENF";"ACAVENF";"AC3ENF";"A_NETUD_24";"A_ETUD";"ENF";"ENF_2";"ENF_3_5";"ENF_6_10";"ENF_11_14";"ENF_15_17";"ENF_18_24";"NOTE_CNAF"
"QP070005";919;919;5541;52,4;35,9;33,2;20,4;23,4;1,5;46,2;2,8;18,6;19,5;0;369;692;47;217;42;63;24;24;;219;34;26;54;55;36;14;0
"QP071001";2839;10024;44810;51,2;34,8;33;20,8;23,1;1,3;49;;23,6;23,5;0;1063;2050;194;599;92;178;66;52;;724;122;122;196;114;96;74;0
"QP071002";924;10024;44810;48;33,3;;30,6;29,6;0,9;22,4;;47,9;55,5;0;203;486;16;93;40;54;31;13;;189;26;30;45;45;28;15;0
"QP071003";6261;10024;44810;53,3;41,9;35,9;20,1;24,6;1,7;44,3;5,1;19,5;18,9;0;2207;4891;434;1122;160;491;206;262;52;2026;364;341;521;379;247;174;0
"QP071004";1894;7853;33810;48,2;39,4;38,9;16;16,7;2,1;36,9;5,6;40,6;40;0;506;1346;47;200;66;193;98;29;;576;95;90;151;121;73;46;0
"QP071005";2217;7853;33810;49,9;37,7;33,8;18,4;21,3;1,7;39,6;;32,8;33,3;0;770;1809;137;360;59;214;101;66;;766;141;140;201;151;75;58;0
"QP071006";1986;7853;33810;50,3;39,6;38,5;16,7;16,4;1,9;31,6;;26,2;22;0;659;1543;120;300;64;175;73;39;;645;112;116;158;118;76;65;0
"QP071007";1756;7853;33810;53;39;35,2;19,7;21,6;;36,1;;24;20,6;0;526;1353;98;224;41;163;89;30;;620;84;92;184;123;89;48;0
"QP071008";1233;1233;13157;54,1;34,2;32,7;23,5;26,5;1,2;51,8;4,7;12,7;11,2;0;464;924;79;259;47;79;31;32;;333;58;42;99;61;44;29;0
"QP071009";1116;2198;21491;53,1;31,5;28,8;27,4;32,4;1;41,1;;27,1;29,9;0;358;670;50;214;37;57;23;22;;217;31;32;51;44;36;23;0
"QP071010";1082;2198;21491;50;34,4;34,7;25,5;26,4;1,1;50,7;;17,3;15,8;0;233;481;32;129;23;49;23;15;;174;19;24;48;42;25;16;0
"QP071011";1254;2222;17897;57,3;35;33,1;;32,2;;53,5;;18,5;18,6;0;474;911;72;289;38;75;33;42;22;333;46;54;96;69;36;32;0
"QP071012";968;2222;17897;55,8;25;26,7;30,4;34;;62,4;;9,9;8,7;0;389;671;52;245;35;57;16;25;;193;48;28;47;34;23;13;0
"QP071013";1125;1125;2886;48,5;41,7;35,2;19,1;22,4;2;18,3;8,6;10,3;12,3;0;256;784;38;68;32;118;56;10;;379;39;70;110;79;52;29;0
"QP072001";1271;2369;12127;51,7;35;32;20;;;51,7;;23,7;23,5;0;379;895;90;172;35;82;39;43;;404;65;68;114;81;46;30;0
"QP072002";5494;5494;11075;55,3;35,8;32,6;24,9;27,8;1,2;45;3,8;9,5;9,2;0;1750;3786;384;902;134;330;145;135;7;1584;224;242;457;316;208;137;0
"QP072003";4185;21457;150852;56,2;44,7;40,1;14,2;15,9;2,7;41,7;3,8;15,8;15,4;0;1588;3774;544;660;91;293;121;127;;1793;288;316;456;328;216;189;0
"QP072004";6112;18249;143252;52,4;37,9;37,3;19,3;22,4;1,6;53,3;4,2;18,8;18,5;0;2593;5011;518;1575;133;367;148;236;10;1901;331;292;520;327;221;210;0
"QP072005";10229;18249;143252;54,4;44,4;41,9;16,7;18,8;2,3;38,8;5,9;25,6;25,4;0;3707;9163;1095;1583;230;799;371;332;27;4405;814;731;1116;811;505;428;0
"QP072006";931;18249;143252;52,5;43,8;45,5;;;;55,6;;15,2;17,3;0;419;764;90;260;21;48;13;39;11;275;49;54;71;47;27;27;0
"QP072007";1098;2369;12127;51,4;40,8;39,5;;;;54,8;;14,4;;0;408;857;90;226;24;68;28;34;;356;67;55;96;72;39;27;0
"QP073001";3631;10096;58833;53,5;35,8;34,6;19,7;21,9;1,5;45,7;;20,6;20,3;0;1193;2599;215;619;68;291;114;93;59;1046;172;152;295;206;123;98;0
"QP073002";6465;10096;58833;52;39,9;38,5;17,2;18,6;2;37,6;6,5;29,1;28,4;0;2041;5068;315;912;171;643;294;93;15;2204;330;365;574;458;278;199;0
"QP073003";1147;1147;29993;53,1;;;;;;42;;17,7;;0;290;696;66;124;17;83;31;16;;307;41;45;87;68;37;29;0
"QP073004";1199;1199;19214;48,1;36;32,5;19,1;16,9;1,6;40;;39,7;35,9;0;347;879;46;146;36;119;51;11;;375;47;51;94;68;61;54;0
"QP074001";3323;3323;36250;49,5;40,4;35,8;17,3;19;1,9;34,4;6,4;32;31,9;0;916;2248;158;405;72;281;125;83;16;966;117;135;257;214;144;99;0
"QP074002";1374;1374;10419;45,3;31;33;16,1;;1,5;54,8;;34,3;33,9;0;432;986;65;227;34;106;57;25;5;409;49;55;95;90;65;55;0
"QP074003";1104;1104;16996;51,1;36,6;35,1;;;1,4;23,5;;34,2;33,9;0;277;756;57;95;17;108;41;13;;352;55;57;104;70;46;20;0
"QP074004";1305;1305;35241;53,5;41,6;40,3;;;1,9;25,8;;30,3;29,4;0;335;882;58;132;31;114;58;8;;400;44;48;112;102;64;30;0
"QP074005";1806;1806;15509;48;39,6;36,1;9,4;11,4;3,2;30,6;5,5;40,4;42,5;0;307;718;41;147;26;93;39;27;8;291;46;42;77;58;43;25;0
"QP074006";2035;2035;12557;42,7;38,9;37,5;11,6;13,9;2,7;24;8,5;28,2;29,2;0;432;1194;74;153;40;165;88;24;;554;49;70;164;122;97;52;0
"QP075001";2145;8370;180632;48,9;30,8;33;25,2;26;0,6;59,3;;25,3;15,8;0;1002;1623;120;721;41;120;43;75;153;454;69;66;111;86;62;60;0
"QP075002";2021;41653;185513;54,4;23,2;21,2;26;29,8;0,7;47,7;;13,7;13,2;0;503;908;74;305;43;81;19;15;15;276;38;37;68;60;34;39;0
"QP075003";2365;8370;180632;50,6;29,7;29;21,2;22,8;1;27,8;4,7;38,8;42,5;0;443;934;34;227;55;127;31;21;79;308;33;51;91;52;47;34;0
"QP075004";1990;8370;180632;51,9;26,8;27,9;21,9;21,5;1;48,1;1,9;27,5;25,2;0;705;1299;89;463;41;112;55;30;;435;43;59;107;83;74;69;0
"QP075005";530;8370;180632;58,8;33,6;23,6;15,1;20;1,5;52,9;0;6,3;7,9;0;202;288;27;153;5;17;;9;;64;12;;13;13;16;;0
"QP075006";1340;8370;180632;53,5;41;34,2;11,2;15,8;3,1;32,7;3,7;23,7;28,7;0;314;650;59;174;19;62;26;25;7;249;32;27;62;57;28;43;0
"QP075007";3020;3020;136596;54,1;27,3;24,9;26,9;30,1;0,9;46,4;2,4;20,2;19,2;0;1100;2003;218;672;54;156;43;33;;682;113;85;181;132;79;92;0
"QP075008";3321;3321;165859;54,4;32,6;27,5;26,2;30,1;1;38,7;4,9;20,5;21,6;0;1001;2091;241;527;43;190;80;28;;844;89;93;206;186;137;133;0
"QP075009";2260;40262;193665;54,5;26,2;23,6;23,8;25,1;0,9;50;1,6;20,4;20,1;0;628;1175;99;371;49;109;32;17;10;384;55;48;102;75;56;48;0
"QP075010";14991;40262;193665;50,9;33,9;32;20,2;22,2;1,2;43,8;3,8;22,8;21,1;0;4576;9204;717;2659;247;953;335;238;456;3406;520;508;837;662;459;420;0
"QP075011";7711;40262;193665;51,1;37,1;35,6;16;15,6;1,9;34,3;6,6;18,1;17,5;0;1835;4293;317;895;117;506;216;133;82;1822;243;248;464;369;270;228;0
"QP075012";12251;40262;193665;47,2;27,6;27,7;14,9;15,1;1,3;47,5;3,4;23,1;21,7;0;3092;5854;416;1940;189;547;187;204;173;1987;284;270;441;398;290;304;0
"QP075013";4708;81915;379178;52,8;35,7;33,4;21,5;24,1;1,3;31,7;6,7;20,4;21,7;0;1418;3266;226;687;103;402;155;50;;1326;189;203;297;279;179;179;0
"QP075014";13888;41653;185513;51,8;33,2;33,1;21,8;23,4;1,1;38,1;5,1;21,3;20,4;0;3701;8040;578;1990;256;877;370;183;164;3178;414;426;759;680;460;439;0
"QP075015";13650;81915;379178;52,5;30,6;30,5;22,4;23,9;1;41;4,4;21,5;21,1;0;3876;7917;498;2285;221;872;338;227;274;2908;451;438;703;530;446;340;0
"QP075016";8337;41653;185513;53,1;31,4;29,7;19,7;20,9;1,3;42;2,6;20,1;19,5;0;2398;4816;429;1323;184;462;169;85;121;1748;261;242;416;344;233;252;0
"QP075017";1113;41653;185513;55,7;28,5;26,5;;;0,8;35,5;;22,9;21,8;0;429;872;96;225;31;77;24;14;;327;38;38;76;68;51;56;0
"QP075018";1508;72652;381113;57,4;31,3;28,4;29,7;34,7;0,8;40,1;5,3;11,6;10,1;0;358;737;61;204;25;68;40;19;;281;27;29;77;59;45;44;0
"QP075019";19276;30999;195600;54,2;31,7;28,2;24,1;25,7;1,1;38,5;3,9;19,9;19,4;0;5508;11928;1075;2796;373;1264;476;170;35;4755;621;636;1118;933;760;687;0
"QP075020";26556;46355;430060;49,9;28;27,2;19;18,3;1,1;51,7;2,9;22,6;20,2;0;6485;12554;810;3913;481;1281;393;368;372;4264;581;536;1061;855;642;589;0
"QP076001";1228;5937;28561;51,8;36,1;32,2;18,7;22,2;1,7;38,6;;;;0;479;1015;90;220;57;112;30;30;;390;63;64;122;50;56;35;0
"QP076002";3027;5937;28561;57,7;34,6;30,6;25,6;29,1;1,1;41,9;;;;0;1074;2361;259;476;108;231;72;73;;962;127;161;238;189;138;109;0
"QP076003";1682;5937;28561;52,6;33,8;29,4;21,8;27,6;1,4;38;;;;0;615;1309;135;284;66;130;35;46;;502;62;79;116;101;78;66;0
"QP076004";1936;1936;9162;53;38,1;34,8;18,8;23,8;1,7;38;3,2;1,9;1,5;0;616;1323;143;308;44;121;46;43;;535;68;78;141;107;75;66;0
"QP076005";9512;40606;169733;53;40,4;36,9;20,6;23,4;1,6;34,5;5,4;12,8;12,2;0;3244;7870;770;1393;243;838;336;212;22;3521;574;605;875;645;431;391;0
"QP076006";8828;40606;169733;51,4;37,9;36;18,9;20,4;1,5;47,1;2,4;13,8;12,3;0;3802;6958;718;2322;227;535;160;367;364;2402;388;386;613;440;314;261;0
"QP076007";2021;40606;169733;51,2;43;39,8;18,9;20,2;1,9;34,5;7,1;18,8;18,3;0;668;1590;142;318;57;151;65;43;;701;94;96;167;154;93;97;0
"QP076008";1458;40606;169733;52,5;41,7;35,9;14;15,7;2,6;33,6;;;;0;543;1332;162;232;40;109;55;27;;637;80;94;171;127;92;73;0
"QP076009";2545;40606;169733;54,2;30,9;27,5;26,5;31,5;1;44,7;;5,7;5,8;0;858;1812;184;442;57;175;50;62;;719;111;100;201;114;108;85;0
"QP076010";16242;40606;169733;53,7;41,4;37,6;18,9;21;1,8;35,5;4,2;12,6;12,5;0;5539;13077;1543;2475;352;1169;482;400;25;5991;977;1006;1596;1071;729;612;0
"QP076011";5444;5444;14244;54,2;40,7;40,4;16,9;19,5;2;41,1;4,8;16,2;14,1;0;1831;3899;353;937;166;375;149;109;11;1540;244;224;402;275;208;187;0
"QP076012";2539;2539;13220;52,1;45,3;43,6;13,5;13;2,8;31,5;5,7;17,4;15,4;0;545;1316;165;214;41;125;51;36;;598;82;107;164;105;73;67;0
"QP076013";1966;1966;9773;55,9;38;34,4;19,9;23,9;1,6;43,2;3,1;12,2;12,5;0;705;1455;179;376;40;110;39;36;;602;74;83;160;134;81;70;0
"QP076014";5943;5943;16205;51,1;36,1;33,9;19,1;22,4;1,5;48,4;2,1;13,2;12,3;0;2255;4398;420;1297;155;383;131;197;42;1614;257;245;422;276;205;209;0
"QP076015";964;2005;9716;53,2;39;36,5;16;17,5;2,1;42,2;2,9;10,8;8,8;0;336;787;88;138;27;83;27;26;;347;64;56;103;69;29;26;0
"QP076016";1041;2005;9716;51,6;39,9;35,5;16,2;19,2;2,1;43,3;5,1;11,3;12,6;0;354;836;77;180;15;82;44;21;5;381;53;68;108;66;51;35;0
"QP076017";1353;1353;10730;53;33,8;30,8;22,3;26,3;1,3;48,2;;;;0;583;1195;136;291;44;112;37;71;;456;83;82;125;83;46;37;0
"QP076018";944;944;6990;50,9;39;39,9;10,6;11,8;2,9;42,5;2,6;7,3;6,9;0;408;753;87;234;26;61;16;33;;256;48;46;64;38;32;28;0
"QP076019";1863;1863;12102;56,6;37,2;36;15;16,2;2;40,4;;11,9;10,6;0;651;1398;155;307;45;144;47;54;;556;110;94;150;102;66;34;0
"QP076020";2778;2778;22291;52,8;40,1;37,6;16,1;18,4;2,1;35,2;5;17;17,4;0;856;2139;167;353;81;255;124;37;;945;173;147;254;189;104;78;0
"QP076021";1822;11831;111360;52,9;37,8;33;;;1,8;43;;26,5;28;0;751;1605;149;384;60;158;52;38;;638;109;107;149;119;70;84;0
"QP076022";10454;12276;119691;52,2;41,5;39,2;15,8;18,4;2,2;43,5;6;26;24,3;0;3878;8572;863;1976;261;778;338;254;28;3654;617;632;927;702;394;382;0
"QP076023";4832;7768;28500;52,4;42,1;40,3;18,3;20;1,9;33;7,3;31,5;27,4;0;1521;4000;186;640;155;540;259;87;61;1776;295;305;493;313;201;169;0
"QP076024";880;7768;28500;51,2;44,1;44,6;;;;27;;10,4;11,2;0;320;877;59;125;24;112;58;20;;420;47;66;107;89;64;47;0
"QP076025";1603;7768;28500;52,7;46,4;43,3;;;3,3;24,4;;12,5;12,9;0;489;1261;103;205;26;155;73;18;;592;77;103;171;112;70;59;0
"QP076026";2144;9459;57458;54,9;38,7;35,9;17,1;18,8;1,9;37,8;;16,3;16,1;0;759;1766;181;334;49;195;82;40;;759;136;128;188;151;81;75;0
"QP076027";931;931;12211;50,4;;;28,6;34,5;;63,6;;;0;0;338;579;70;203;33;32;13;34;;177;27;32;51;24;24;19;0
"QP076028";2518;2518;18251;53,8;37,5;34,5;20,5;23,4;1,5;33,9;;;;0;840;1768;180;403;91;166;51;73;;674;79;115;161;132;104;83;0
"QP077001";1805;1805;22836;50,1;43,7;41,3;15,4;15,9;2,3;21,4;9,9;30,3;32,2;0;395;1008;112;156;28;99;56;21;;485;51;68;138;113;55;60;0
"QP077002";2165;3009;55148;55,1;44,4;45,3;9,1;10,4;4,3;20,2;9,5;39,6;38,9;0;456;1487;78;97;24;257;113;19;;748;123;121;195;144;89;76;0
"QP077003";844;3009;55148;55,1;38,9;39,5;;;1,7;23,4;;34,8;36,9;0;283;739;52;113;20;98;51;11;;337;49;49;91;67;50;31;0
"QP077004";1665;1665;21354;50,3;45,1;40,9;14,4;15,8;2,6;20,7;;22,1;24,6;0;437;1188;90;162;27;158;82;14;;563;59;77;167;101;86;73;0
"QP077005";3472;3472;41286;51,1;42,7;42,4;12,2;12,1;2,8;31,5;6,1;23;23,6;0;969;2330;213;447;57;252;129;64;46;1041;133;161;304;202;130;111;0
"QP077006";2557;6475;22361;52;46;42,8;11,1;;3,3;25,8;10,7;15,6;14,7;0;674;1735;170;275;25;204;90;33;;829;120;107;210;170;119;103;0
"QP077007";3918;6475;22361;48,2;40,6;40,6;13,2;;2,4;30;6,7;24,9;21,9;0;958;2458;193;400;47;318;136;66;9;1127;164;179;302;238;137;107;0
"QP077008";8393;8393;22177;52,6;42,2;39,5;14,4;16,5;2,5;37,7;6,1;27,5;25,7;0;2201;5715;516;840;159;686;312;110;15;2660;375;431;738;551;296;269;0
"QP077009";6858;7393;21071;55;46,2;45,8;;;4,2;25,3;7,6;28,4;27,6;0;1887;5237;546;638;108;595;297;95;8;2637;376;436;714;563;303;245;0
"QP077010";8337;22850;61018;51,9;43,3;41,2;13,9;15,9;2,7;31,4;7,2;28,2;28,6;0;2632;6718;580;1093;167;792;357;187;6;3109;503;527;813;559;392;315;0
"QP077011";2516;15457;39947;54,1;44,6;44,2;14,8;14,8;2,5;31,1;7;27,3;26,3;0;667;1801;157;239;45;226;110;21;;859;136;152;254;146;100;71;0
"QP077012";5139;15457;39947;54,4;43,1;41,5;14,7;17,2;2,5;31,5;7,1;24,3;23,1;0;1411;3769;368;508;83;452;214;77;11;1825;293;329;482;334;214;173;0
"QP077013";12785;12785;55416;51,4;41,8;38,5;14,4;16,2;2,4;29,4;7,7;23,9;23,2;0;3652;9026;811;1624;239;978;446;154;16;4151;603;640;1125;820;545;418;0
"QP077014";6885;6885;20712;51,4;45,3;41,2;14;15,2;2,9;24,2;9,4;42,4;42,3;0;2043;5657;465;709;188;681;338;75;;2728;390;442;720;524;355;297;0
"QP077015";1583;1583;13662;53,1;40,2;;;;2,1;34,5;;33,9;32,1;0;411;1155;89;123;34;165;65;30;7;544;95;103;141;101;51;53;0
"QP077016";1126;1126;9586;54;37,7;34,2;19,6;21,2;1,6;35,7;3,6;17,9;17,6;0;319;798;88;119;26;86;40;13;;365;42;51;110;85;46;31;0
"QP077017";2858;2858;12000;52,8;42;40,1;15,2;16,3;2,4;32,3;6,8;25,3;25,1;0;906;2251;193;368;86;259;121;48;13;1001;155;185;257;195;124;85;0
"QP077018";2016;2016;20191;51,8;41,3;38,7;11,4;;3;21,9;7,2;16,9;15,3;0;537;1410;153;193;25;166;75;31;;680;85;103;186;133;101;72;0
"QP077019";2967;2967;14757;56,1;40,8;39,7;15,2;15,6;2,3;36,2;;17,1;16,6;0;929;2223;263;395;51;220;87;51;;1025;130;146;283;204;128;134;0
"QP077020";3245;3245;13165;55,6;39,2;37,2;20,7;23,7;1,6;38,8;5,1;22,1;22,7;0;1035;2477;237;436;88;274;106;49;;1077;179;188;277;202;135;96;0
"QP077021";1603;1603;26471;46,6;34,2;36,4;9,8;;2,8;29,9;;22;20,1;0;583;1412;119;263;27;174;61;32;;625;128;119;169;115;60;34;0
"QP077022";3753;3753;17882;51,9;44,4;41,8;9,4;11,3;4;35,6;4,2;20,1;20,4;0;1059;2875;313;371;54;321;158;68;39;1440;195;227;428;295;169;126;0
"QP077023";3131;4268;29792;50,1;45,9;46,8;;;5,7;27,2;8,6;27,7;26,4;0;836;2398;216;260;39;321;141;49;;1204;205;203;336;206;143;111;0
"QP077024";1137;4268;29792;55,4;46,7;43,4;;;;14;;25,5;23,8;0;247;787;67;62;13;105;57;13;;419;54;51;126;80;58;50;0
"QP078001";19940;19940;44227;50,2;41,3;39,9;18,2;17,9;1,9;21,8;12,6;34,3;34,5;0;5491;15070;878;2228;446;1939;1052;243;18;7143;1007;1142;1906;1384;920;784;0
"QP078002";2534;3710;20499;49,1;44,6;42,5;13,4;;2,7;27,8;8,9;27,3;24,4;0;747;2118;151;277;46;273;150;40;;1052;161;166;296;206;134;89;0
"QP078003";1176;3710;20499;54,6;49;;;;;16,2;;27,9;26,8;0;339;1053;86;100;12;141;77;16;;558;97;88;158;107;70;38;0
"QP078004";3104;3104;25575;44,9;39,6;37,9;15,4;14,9;2;36,3;5,8;20,2;15,9;0;919;2110;152;465;41;261;98;96;91;883;134;151;222;180;113;83;0
"QP078005";3160;3160;29332;52,5;40,2;40,2;15,1;15,1;2,2;30,8;7,5;21,2;19,2;0;999;2368;201;480;39;279;112;73;;1045;169;141;250;234;153;98;0
"QP078006";17726;20146;32120;51,1;42,2;41,1;12,5;12,9;2,8;25;7,5;24,9;25,5;0;4638;13126;860;1641;304;1833;867;221;14;6321;1091;1001;1705;1218;760;546;0
"QP078007";2420;20146;32120;48,7;36,5;39,8;15,7;;2;25,2;6,6;27,4;20,5;0;666;1857;139;265;35;227;133;36;;928;139;146;236;209;107;91;0
"QP078008";4258;4258;6551;50,3;41,2;41,5;14,4;13,1;2,3;25,5;9,3;21,1;18,9;0;1047;2654;196;486;35;330;166;54;39;1240;177;209;327;237;166;124;0
"QP078009";1643;4153;16248;47;40;34;13,9;14,6;;30,8;6,8;17,3;20,7;0;497;1431;104;173;27;193;100;26;;709;134;133;203;135;68;36;0
"QP078010";2510;4153;16248;50,2;43,7;39,4;10,9;11,6;3,4;23,6;8,2;28,3;27,9;0;694;2205;173;193;39;289;172;37;;1178;154;161;329;259;154;121;0
"QP078011";5772;5772;10341;51,6;44,7;42,4;13,8;14,3;2,7;15,9;12,1;27,5;27,3;0;1477;4367;303;465;116;593;295;86;6;2178;349;365;567;408;279;210;0
"QP078012";2482;2482;10077;53,5;37,1;36,4;15,7;14,8;1,9;28,3;4,4;33;33,9;0;625;1564;126;251;39;209;81;34;;690;118;91;175;146;96;64;0
"QP078013";3720;3720;17147;50,3;42,6;39,6;12,6;;2,9;24,1;8,8;30;30,5;0;1226;3314;211;520;68;427;228;36;;1585;254;267;435;300;183;146;0
"QP078014";1625;1625;15003;53,5;39;38,3;18,4;18,4;1,8;25,1;7,1;26,6;27,1;0;;;;;;;;;;;;;;;;;5
"QP078015";8735;9400;52269;53,2;41,2;39,5;15,3;16,7;2,3;28,9;8,6;22,6;22,5;0;2223;6179;409;857;110;847;421;106;12;2982;427;431;773;623;418;310;0
"QP078016";665;9400;52269;46,6;30,1;;16,6;;1,5;28,1;11,6;26,8;29,5;0;267;566;31;153;10;73;27;11;;214;32;37;45;43;33;24;0
"QP078017";3180;3180;31013;51,7;42,8;42,7;14;;2,5;27,5;14,3;33,2;33,1;0;854;2436;168;317;40;329;168;35;;1204;170;169;316;244;159;146;0
"QP078018";1647;1647;18019;50,6;45,1;44,9;;;5,3;26,9;6,6;18,6;20,7;0;433;1255;117;135;21;160;81;16;;640;102;106;172;124;73;63;0
"QP078019";5685;7529;38313;53,4;36,5;36,9;20,1;19,5;1,5;30,2;5,7;36,3;36,1;0;1647;4554;326;564;104;653;256;72;;2146;442;365;595;388;212;144;0
"QP078020";1844;7529;38313;53,9;49,3;48,3;11,4;;3,6;18,5;14;19,6;21,4;0;434;1232;114;142;26;152;74;28;;618;96;109;165;119;77;52;0
"QP078021";10434;12731;32949;49,7;40,6;39,9;17,5;15,7;1,9;25,1;10,2;34,1;31,3;0;2806;7845;556;1096;148;1006;557;139;8;3875;594;595;1023;753;525;385;0
"QP078022";2297;12731;32949;53,4;41,3;40,1;17,3;15,9;2;30,4;;28,6;26,1;0;536;1649;119;156;25;236;108;30;;852;154;150;248;161;95;44;0
"QP079001";2766;6108;59059;53,7;35,4;31,4;16,5;19,3;1,8;58,5;;22,2;20,6;0;1323;2670;335;739;73;176;68;121;37;1097;223;190;265;205;131;83;0
"QP079002";1480;6108;59059;54,6;34,9;33,9;21,6;25,3;1,4;52,1;;22,7;20,5;0;579;1031;134;350;35;60;12;53;;359;92;72;85;38;43;29;0
"QP079003";1862;6108;59059;50,9;42,4;40,8;;;2,2;62;;13,8;11,9;0;817;1423;148;533;38;98;22;173;37;473;92;73;123;95;50;40;0
"QP079004";980;980;13932;53,1;27,1;22,6;32,7;38,8;0,7;54,3;1,4;12,9;12,9;0;396;723;72;257;19;48;20;20;;260;50;44;73;39;35;19;0
"QP079005";1173;1173;19733;52,5;39;37,7;19,1;;1,7;43,2;;26,3;27,2;0;397;1050;98;173;25;101;51;32;5;528;115;117;132;90;48;26;0
"QP080001";7101;30279;133891;53,5;46,9;44,8;11,9;12,8;3,3;29,9;7,7;15,2;14,2;0;2424;5626;543;1152;192;537;234;169;18;2447;375;413;654;435;286;284;0
"QP080002";2520;30279;133891;57,3;44,7;39;12,9;16;2,9;36,2;3,1;9,1;9,7;0;875;1974;253;373;70;179;69;52;5;859;120;147;224;160;122;86;0
"QP080003";14910;30279;133891;52;42,7;39,5;14,5;16,5;2,4;36,8;6,9;18,7;18,2;0;5304;12087;1049;2597;392;1266;557;276;80;5114;741;765;1326;1011;631;640;0
"QP080004";1198;30279;133891;48,4;46,6;40,9;;;;19,7;14,1;17,7;16,8;0;352;927;60;145;37;110;53;19;;416;66;64;111;84;45;46;0
"QP080005";2659;30279;133891;54,2;39,3;31,3;17,4;20,5;1,9;39,6;;12,5;10,5;0;1096;2296;308;514;81;193;58;53;;944;146;135;256;177;118;112;0
"QP080006";1891;30279;133891;57,4;48,5;;;;;59,7;;20,5;24,6;0;977;1517;112;721;58;86;32;82;373;395;56;55;109;65;57;53;0
"QP080007";1874;6163;22837;59,5;44,7;41,3;;;3,5;36,3;;;;0;739;1551;173;358;65;143;46;63;;608;103;99;150;96;86;74;0
"QP080008";3304;6163;22837;52,7;35,5;30,3;24,3;29,3;1,2;42,2;;;;0;1203;2392;260;625;94;224;57;98;;889;131;131;242;178;103;104;0
"QP080009";985;6163;22837;54,1;39,3;40,5;;;;27,3;;;0;0;314;688;56;142;38;78;21;19;;262;20;27;56;69;53;37;0
"QP081001";1102;1102;5856;52,6;34,8;32,5;26,4;28,4;1,1;37,1;4;24,5;26,1;0;348;786;52;174;37;85;41;18;;313;46;40;76;71;47;33;0
"QP081002";966;6533;41795;47,9;38,9;36,7;;;1,6;44,1;;15,4;13,3;0;456;1009;95;240;36;85;38;26;;433;76;80;105;72;50;50;0
"QP081003";1507;6533;41795;59,3;38,8;34,5;20,4;25,8;1,6;49,8;;15,8;14,5;0;681;1413;170;356;43;112;40;29;;568;75;98;150;109;63;73;0
"QP081004";2275;6533;41795;56;38;38,4;21,9;25,6;1,5;47,9;;10,6;11,6;0;783;1697;178;414;43;148;47;38;;716;113;119;176;126;96;86;0
"QP081005";1785;6533;41795;52,8;33,7;31,9;;;;71,2;;;;0;890;1282;125;679;35;51;15;132;140;306;44;37;73;69;53;30;0
"QP081006";2083;5190;48993;55,5;40,7;37;;;2,3;51,6;;23,5;20,3;0;961;2117;243;504;55;159;85;59;5;937;177;173;257;153;91;86;0
"QP081007";1804;5190;48993;56,5;41,3;35,3;19,4;22,9;1,7;51,5;2,3;18,4;15,8;0;679;1373;157;354;46;122;33;41;40;530;80;80;131;109;71;59;0
"QP081008";1303;5190;48993;55,9;41,1;39,1;;;;43;;24,5;25,2;0;573;1235;132;304;36;101;42;40;8;527;89;80;137;101;69;51;0
"QP081009";1776;1776;9641;56,7;27,4;24,6;35,7;41,4;0,6;64;1,7;12,3;12,5;0;718;1238;116;476;47;79;36;63;15;396;60;70;106;60;54;46;0
"QP081010";1279;1279;15345;52,8;31,9;29,4;23,6;30,3;1,1;50,3;;17,2;15,4;0;330;654;60;182;25;63;24;21;;236;31;32;73;45;34;21;0
"QP081011";3082;3082;12789;53,4;29,8;27,7;31;32,8;0,8;45,7;;14,6;15,1;0;1007;2090;169;528;100;210;77;75;10;769;91;131;204;168;98;77;0
"QP082001";3590;7742;60952;51,4;34,2;33,8;14,3;;1,5;62,4;;18,6;15,5;0;1704;2801;233;1156;126;189;57;292;148;796;145;106;201;167;105;72;0
"QP082002";4152;7742;60952;54,4;38,3;34,1;21,9;24,7;1,5;40,9;4,3;27,5;26,2;0;1297;2826;272;647;95;283;116;80;;1146;148;159;314;222;165;138;0
"QP082003";2713;4003;13195;52;33;29,8;23,2;26,6;1,2;49;;31,9;29,9;0;671;1397;115;370;39;147;62;51;11;544;94;77;166;101;72;34;0
"QP082004";1290;4003;13195;50;37,4;33,8;26,2;;;27,2;;43,1;38,1;0;211;597;27;78;19;87;46;8;;282;43;52;73;56;39;19;0
"QP083001";984;3470;53786;52,7;31,9;;;;1,1;20,9;;;;0;263;567;45;137;24;57;23;11;;216;29;33;51;49;37;17;0
"QP083002";3894;6466;39106;50,8;34,4;33,6;15,8;18,9;1,6;61,3;;10,3;9,4;0;1797;3007;276;1206;94;221;58;208;66;894;160;144;237;171;114;68;0
"QP083003";2572;6466;39106;53,1;43,3;40,6;13,8;15,2;2,8;29,5;;15,8;15,8;0;613;1647;152;222;43;196;93;30;;790;78;126;228;192;83;83;0
