CODGEO;LIBGEO;NBMEN17;NBPERS17;NBUC17;Q117;Q217;Q317;Q3_Q1;D117;D217;D317;D417;D617;D717;D817;D917;RD;S80S2017;GI17;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000749;CC des Lisières de l'Oise;6393;15865;10594,7;16900;22100;28730;11830;12990;15720;18040;20110;24310;27140;30660;37080;2,9;3,497;0,248;76,9;69,2;3,0;4,7;28,1;7,2;4,1;2,1;1,3;0,8;-16,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000756;CC du Pays Noyonnais;12825;31592;21015,7;14110;19030;24690;10580;10500;12950;15060;17150;21080;23380;26140;31140;3,0;3,506;0,245;68,7;61,2;4,0;3,5;30,0;6,9;8,2;3,3;3,0;1,9;-13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000764;CC de l'Aire Cantilienne;19143;44671;30531,6;20670;28530;38870;18210;14890;18950;22280;25400;32010;36240;42160;53810;3,6;4,489;0,296;82,8;73,5;2,6;6,7;26,7;12,2;2,1;1,0;0,6;0,5;-23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000772;CC des Deux Vallées;9322;22575;15181,4;16550;21560;27110;10560;12370;15400;17600;19640;23470;25740;28570;33710;2,7;3,157;0,222;73,1;67,5;3,2;2,4;30,7;5,9;5,1;2,3;1,7;1,1;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000848;CC de la Picardie Verte;12917;31701;21147,0;15340;19970;24870;9530;11580;14230;16320;18200;21640;23650;26290;31070;2,7;3,190;0,225;70,5;62,1;3,0;5,5;28,6;7,8;6,5;3,1;2,2;1,3;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000855;CC du Pays des Sources;8544;21876;14401,5;17140;22140;28150;11010;13130;15900;18120;20110;24230;26720;29860;36110;2,8;3,300;0,236;77,5;69,4;3,2;4,9;26,0;7,9;4,3;2,4;1,2;0,7;-15,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000871;CC du Pays de Valois;21571;55728;36526,7;18100;23360;29550;11450;13930;16920;19190;21330;25570;28020;31270;37250;2,7;3,160;0,226;83,2;76,8;3,1;3,3;22,5;6,5;4,0;2,3;1,0;0,7;-16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000897;CC de la Plaine d'Estrées;6933;17839;11732,5;18300;23240;29390;11080;14010;17150;19410;21400;25430;27750;30950;36510;2,6;3,049;0,218;80,3;72,8;2,9;4,7;24,8;6,8;3,7;2,1;1,0;0,6;-15,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000913;CC du Pays de Bray;7180;18258;12050,8;16400;21100;26580;10190;12550;15260;17490;19280;23010;25270;28010;32820;2,6;3,103;0,221;74,8;67,4;3,6;3,9;28,3;6,1;5,1;2,6;1,6;0,9;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246000921;CC des Pays d'Oise et d'Halatte;13291;33335;22132,9;17260;22780;29320;12060;12810;15960;18490;20720;24980;27640;31130;36860;2,9;3,419;0,238;78,5;71,9;3,2;3,4;27,1;6,3;4,6;2,2;1,4;1,0;-16,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246100390;CC du Val d'Orne;2353;5413;3705,9;15080;19230;24380;9300;11420;13890;16060;17510;21010;23190;25630;30810;2,7;3,393;0,240;66,0;55,3;3,0;7,8;31,9;10,2;5,0;2,5;1,6;0,9;-13,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246100663;CU d'Alençon;24289;52776;36839,8;15000;20200;25940;10940;10860;13730;16090;18150;22130;24470;27670;33750;3,1;3,789;0,259;63,0;55,9;2,5;4,6;36,2;8,6;6,8;2,4;2,5;1,8;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246200299;CA d'Hénin-Carvin;50360;125366;82910,2;13200;17540;22770;9570;10250;12320;14060;15750;19460;21540;24220;28640;2,8;3,245;0,233;69,4;62,4;4,1;2,9;27,7;4,3;11,0;4,0;4,1;2,9;-12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246200364;CA de Lens - Liévin;98402;240253;160155,0;12730;17070;22460;9730;9820;11880;13530;15250;18990;21170;24000;28530;2,9;3,425;0,245;67,4;60,3;3,7;3,4;29,0;4,6;11,7;3,8;4,7;3,2;-12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246200380;CC de la Terre des Deux Caps;8796;22488;14849,0;14430;19470;25690;11260;11330;13520;15460;17470;21620;24210;27430;33270;2,9;3,606;0,258;73,2;63,3;3,2;6,7;26,6;8,5;6,2;2,8;2,0;1,3;-14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246200729;CA du Boulonnais;49284;111913;76879,0;13460;18100;24250;10790;10390;12560;14340;16190;20160;22680;26070;32450;3,1;3,887;0,275;66,5;57,3;3,7;5,4;31,8;8,0;9,3;2,9;3,7;2,7;-15,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246200844;CC de la Région d'Audruicq;10575;27824;18107,7;15280;20220;26180;10900;11770;14180;16300;18280;22390;24740;27850;33060;2,8;3,307;0,236;76,8;68,4;3,3;5,1;25,0;7,0;5,9;3,1;1,7;1,2;-14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246201016;CC du Pays de Lumbres;9197;24197;15766,0;14730;19420;24440;9720;11460;13740;15690;17590;21200;23180;25930;30450;2,7;3,158;0,227;73,6;66,0;2,9;4,8;25,6;7,3;6,7;3,4;2,0;1,3;-13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246201149;CA du Calaisis;42224;97930;66410,1;12710;17560;23430;10720;9610;11770;13650;15550;19640;22020;25070;30210;3,1;3,699;0,259;67,2;58,8;4,2;4,2;29,4;6,0;11,2;3,5;4,5;3,1;-13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246300701;Clermont Auvergne Métropole;128860;264992;188864,0;15540;21540;28980;13450;11120;14220;16840;19230;24060;27130;31320;39030;3,5;4,352;0,288;70,8;63,4;2,7;4,7;31,0;10,4;5,6;1,8;2,1;1,7;-17,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246300966;CC du Massif du Sancy;4574;9118;6619,5;15020;19730;25720;10700;11400;14000;16050;17940;21700;24200;27310;33330;2,9;3,645;0,254;65,4;47,9;3,4;14,1;33,3;12,1;3,9;1,5;1,5;0,8;-14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246301097;CC Entre Dore et Allier;7684;18327;12355,7;16980;21430;26750;9760;12930;15880;17970;19760;23350;25540;28490;33790;2,6;3,145;0,225;74,4;67,2;3,1;4,1;27,4;8,6;4,4;2,2;1,4;0,8;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246400337;CC de la Vallée d'Ossau;4458;9765;6854,0;15800;20110;25600;9810;12160;14740;16730;18480;22120;24290;27280;33150;2,7;3,251;0,231;62,0;52,2;3,3;6,5;38,2;9,0;4,4;1,7;1,8;0,9;-13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246401756;CC Pays de Nay;11601;28742;19214,4;16810;21670;27490;10670;12800;15580;17850;19780;23620;25860;29270;35130;2,7;3,262;0,232;71,2;63,2;2,7;5,4;30,6;8,5;4,7;2,1;1,7;0,9;-15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246500482;CC de la Haute-Bigorre;8095;16631;11955,6;15170;20020;25530;10360;11270;14050;16240;18180;22070;24100;27300;32170;2,9;3,448;0,239;59,6;49,4;3,2;7,0;41,6;8,0;5,0;1,6;2,2;1,3;-14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246500573;CC Aure-Louron;3072;6285;4511,9;14860;19880;26040;11180;11290;13830;15810;17860;21830;24580;27730;33770;3,0;3,605;0,252;64,4;49,9;4,6;9,8;35,9;10,4;3,7;1,5;1,2;1,0;-14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246600282;CC Sud-Roussillon;11420;23984;17080,2;15010;20310;26780;11770;11110;13870;16060;18240;22700;25280;28780;34690;3,1;3,838;0,264;55,3;45,3;3,8;6,2;44,2;11,5;5,2;1,7;2,2;1,3;-16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246600373;CC du Vallespir;9754;20349;14539,8;14290;19440;25950;11660;10570;13180;15320;17330;21710;24380;27860;34320;3,2;3,959;0,271;53,1;42,7;3,4;7,0;44,5;11,7;6,0;1,8;2,6;1,6;-15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246600399;CC Pyrénées Cerdagne;3467;7571;5274,9;15050;19730;25590;10540;11140;13990;15940;17790;21740;24260;27240;33630;3,0;3,626;0,250;70,9;60,2;3,0;7,7;29,1;10,0;5,5;2,0;2,1;1,4;-15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246600415;CC Roussillon-Conflent;7865;18048;12342,1;13610;18440;23850;10230;10130;12630;14600;16590;20360;22590;25410;30510;3,0;3,633;0,252;66,3;55,2;4,2;6,9;31,4;8,5;7,7;2,7;3,1;1,9;-13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246600423;CC Agly Fenouillèdes;2712;5529;3978,2;12120;16390;21780;9660;8840;11140;12900;14570;18130;20430;23210;27370;3,1;3,786;0,257;49,6;38,1;4,2;7,3;45,1;8,5;8,4;2,4;4,0;2,0;-11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246600449;CC des Aspres;9069;20847;14283,7;14660;19700;25520;10850;10780;13520;15720;17730;21700;24100;27250;32970;3,1;3,702;0,255;66,6;56,0;4,1;6,6;32,6;9,1;6,3;2,2;2,5;1,5;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246600464;CC Pyrénées Catalanes;2786;5746;4105,3;14630;19770;25650;11020;10330;13450;15770;17680;21860;24170;27470;33340;3,2;3,981;0,265;68,1;54,8;4,6;8,7;32,1;12,4;4,7;1,7;1,7;1,3;-17,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246600548;CC du Haut Vallespir;4781;8919;6671,6;12930;17750;23150;10220;9280;11960;13860;15840;19670;21880;24790;30100;3,2;3,985;0,267;46,1;36,2;3,7;6,2;48,8;11,1;7,6;1,6;3,8;2,2;-13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246700306;CC de la Vallée de la Bruche;8698;20365;13948,3;16460;21080;26520;10060;12730;15350;17440;19190;23050;25160;28040;33160;2,6;3,124;0,225;70,4;64,1;2,9;3,3;32,4;7,5;4,2;2,1;1,3;0,8;-14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246700488;Eurométropole de Strasbourg;203912;452305;312466,6;14030;20450;28720;14680;10110;12790;15290;17840;23290;26600;31280;39630;3,9;5,015;0,317;74,9;66,0;3,3;5,6;26,7;10,1;6,8;2,3;2,5;2,0;-18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246700744;CC des Portes de Rosheim;7611;18236;12392,3;19960;25480;32890;12930;15440;18690;20980;23170;27810;30980;35340;43840;2,8;3,526;0,253;79,3;71,2;2,5;5,6;27,0;10,2;2,2;1,2;0,5;0,4;-18,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246700777;CC de la Vallée de Villé;4567;10858;7390,4;17640;22750;28710;11070;13710;16490;18770;20780;24750;27200;30970;36770;2,7;3,149;0,227;73,7;67,3;2,4;4,0;30,2;8,3;3,2;1,7;0,9;0,6;-15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246700843;CC de la Basse-Zorn;7015;17342;11652,5;19630;24450;31040;11410;15260;18400;20630;22520;26700;29450;33170;39340;2,6;3,124;0,227;78,9;72,4;2,2;4,3;27,3;8,5;2,3;1,4;0,6;0,3;-17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246700926;CC du Pays de Wissembourg;6798;15905;10912,6;16750;22610;30340;13590;12160;15380;17940;20340;25140;28300;32670;39540;3,3;3,965;0,267;78,2;70,2;2,7;5,2;27,0;8,0;3,4;1,4;1,1;0,8;-16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246700959;CC du Pays de la Zorn;6350;16243;10756,6;19120;23930;30480;11360;14630;17800;20130;22090;26030;28760;32320;38220;2,6;3,092;0,223;78,2;71,6;2,2;4,4;26,0;8,9;2,8;1,7;0,7;0,4;-15,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246700967;CC de Sélestat;16148;37555;25653,6;16530;21950;28690;12160;12300;15300;17690;19930;24330;27060;30800;37620;3,1;3,758;0,262;76,8;69,1;2,9;4,8;26,5;9,2;4,6;2,0;1,5;1,1;-17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246701064;CC de la Région de Molsheim-Mutzig;16298;39374;26553,5;18070;23640;30200;12130;13730;16810;19260;21470;25880;28510;32070;38660;2,8;3,426;0,243;77,2;70,1;2,5;4,5;27,3;8,5;3,5;1,8;1,0;0,7;-16,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246701080;CC du Pays de Sainte-Odile;8200;18481;12802,8;17570;23090;30240;12670;13230;16450;18730;20850;25520;28480;32620;39990;3,0;3,733;0,263;76,4;68,9;2,8;4,8;28,2;10,5;3,2;1,6;1,0;0,7;-18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246701098;CC du Pays de Niederbronn-les-Bains;9442;22762;15436,2;16750;21850;27600;10850;12800;15560;17870;19940;23830;26260;29290;34810;2,7;3,257;0,231;72,3;66,2;2,8;3,2;31,7;6,9;3,9;1,9;1,2;0,7;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800205;CC de la Vallée de Saint-Amarin;5353;12060;8390,0;16740;21280;26960;10220;12930;15740;17750;19520;23120;25540;28730;34250;2,6;3,180;0,229;66,3;59,5;2,9;4,0;37,1;7,2;3,8;1,8;1,2;0,8;-14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800395;CC du Val d'Argent;3871;8749;6048,3;14980;19830;25070;10090;11240;13890;16150;17940;21640;23820;26540;31830;2,8;3,432;0,240;65,6;58,9;3,4;3,3;33,2;9,0;6,4;2,5;2,5;1,5;-14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800445;CC du Centre du Haut-Rhin;6093;14976;9998,1;18160;23400;29940;11780;13690;16760;19220;21340;25660;28280;31880;37820;2,8;3,334;0,237;79,8;73,7;3,0;3,1;25,8;6,7;3,5;1,9;0,9;0,6;-15,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;5361;12741;8658,4;19130;24850;32120;12990;14790;18070;20400;22630;27100;30140;34600;42540;2,9;3,557;0,253;74,7;65,0;2,3;7,4;28,2;12,2;2,6;1,5;0,6;0,5;-17,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800551;CC de la Vallée de Kaysersberg;7219;16414;11366,3;18050;23160;29830;11780;13570;16820;19140;21110;25480;28080;31840;38580;2,8;3,456;0,244;70,8;61,6;2,4;6,8;31,6;11,2;3,0;1,5;0,9;0,7;-16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800569;CC de la Région de Guebwiller;16076;37355;25567,1;16820;22080;29000;12180;12500;15520;17890;20040;24400;27190;30990;38010;3,0;3,624;0,253;74,3;66,8;3,1;4,4;28,7;8,7;4,3;1,9;1,4;1,0;-16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800577;CC du Pays de Ribeauvillé;7700;17799;12225,1;17960;23440;30630;12670;13570;16760;19100;21250;25940;28740;32940;40790;3,0;3,759;0,265;74,0;62,6;2,5;9,0;27,9;12,8;2,8;1,4;0,8;0,6;-17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800585;CC de la Vallée de Munster;7148;16082;11173,7;16810;21520;27380;10580;12920;15660;17840;19630;23490;25880;29290;35430;2,7;3,274;0,235;68,2;60,5;2,7;5,0;34,2;8,6;3,8;1,8;1,2;0,8;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800676;CC de la Vallée de la Doller et du Soultzbach;6597;16127;10860,4;18050;23080;29400;11350;14210;17050;19100;20980;25170;27740;31260;37130;2,6;3,052;0,223;77,1;71,1;2,9;3,1;28,6;6,3;3,4;1,9;0,8;0,6;-15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246800726;CA Colmar Agglomération;48986;108132;75123,9;15600;21550;28960;13360;11350;14280;16890;19270;24090;27090;31330;39350;3,5;4,334;0,290;73,5;65,2;2,9;5,3;29,1;9,5;5,2;2,0;1,8;1,4;-17,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246900575;CC de l'Est Lyonnais (Ccel);15478;41286;26876,2;20670;26510;33990;13330;15880;19330;21980;24220;28950;32070;36340;43860;2,8;3,320;0,238;82,3;75,4;2,6;4,3;23,4;10,5;2,5;1,6;0,5;0,4;-18,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246900625;CC du Pays de l'Arbresle (Ccpa);15107;38119;25230,7;19150;24910;32250;13100;14340;17840;20340;22570;27310;30420;34510;41850;2,9;3,531;0,249;80,0;72,6;2,8;4,5;24,1;10,3;3,3;1,9;0,8;0,6;-17,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246900724;CC des Vallons du Lyonnais (Ccvl);11637;29848;19614,9;19700;25610;33460;13760;15030;18370;21020;23320;28300;31460;35940;43990;2,9;3,634;0,256;80,5;73,0;2,6;4,9;23,1;12,4;2,9;1,8;0,6;0,5;-18,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246900740;CC du Pays Mornantais (Copamo);11231;29094;19071,8;19580;25100;32120;12540;15080;18350;20780;22950;27390;30190;34250;41330;2,7;3,326;0,238;81,0;72,6;2,5;5,9;23,1;11,0;2,9;1,8;0,6;0,4;-18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246900757;CC de la Vallée du Garon (Ccvg);12565;31812;21020,0;19970;26750;35770;15800;14680;18470;21460;24010;29790;33500;38350;48180;3,3;4,064;0,278;78,2;70,9;2,5;4,8;26,4;12,7;2,9;1,6;0,7;0,6;-20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246900765;CC du Pays de l'Ozon;10086;26115;17134,5;20230;26030;33360;13130;15300;18970;21460;23740;28460;31420;35470;42740;2,8;3,450;0,245;79,5;72,7;2,5;4,4;25,0;11,3;2,9;1,7;0,7;0,5;-18,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000011;CA de Vesoul;15084;31157;22181,8;14950;20250;26630;11680;11180;13800;16060;18190;22470;25090;28640;35300;3,2;3,869;0,267;65,3;57,4;2,7;5,2;34,4;8,7;6,9;2,1;2,9;1,8;-15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000367;CC des Combes;3194;7440;5065,9;15980;20480;25170;9200;12660;14970;17000;18910;22080;24020;26610;30930;2,4;2,940;0,211;68,1;59,4;2,5;6,3;33,6;6,5;4,7;2,4;1,4;0,9;-12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000623;CC des Quatre Rivières;4195;9239;6455,4;15370;20020;24830;9450;11660;14250;16240;18010;21700;23650;26400;31460;2,7;3,232;0,228;59,9;50,3;2,6;7,0;38,9;8,9;4,9;2,3;1,6;1,0;-12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000664;CC du Pays de Lure;8548;19260;13280,9;15110;19990;25410;10310;11530;14060;16120;18040;21950;24200;26980;31700;2,7;3,342;0,237;69,1;61,1;3,4;4,6;31,8;6,1;6,4;2,4;2,4;1,6;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000698;CC des Monts de Gy;2554;6034;4083,0;15810;20140;25030;9220;12160;14830;16680;18490;21880;23880;26610;32200;2,6;3,175;0,229;71,9;63,0;2,9;6,0;27,8;8,5;5,0;2,5;1,5;1,0;-13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000706;CC du Pays Riolais;5053;12725;8372,1;17290;21740;27410;10130;13750;16340;18310;20080;23760;25950;29000;34030;2,5;2,943;0,214;78,7;71,3;2,9;4,5;24,1;7,2;4,3;2,7;0,9;0,7;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000714;CC du Pays de Villersexel;3332;7606;5231,5;15390;19760;24510;9120;12060;14700;16250;18000;21630;23480;25790;30470;2,5;3,028;0,220;67,9;58,8;3,2;5,9;32,9;6,4;5,1;2,4;1,7;1,0;-12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000722;CC du Pays d'Héricourt;8968;21007;14286,7;16150;21080;26700;10550;12280;15020;17220;19240;23080;25350;28370;33570;2,7;3,166;0,225;72,0;65,3;3,3;3,3;30,8;5,8;5,3;2,3;1,8;1,2;-13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000755;CC du Pays de Luxeuil;6909;14904;10455,1;14120;18820;24320;10190;10570;13040;15050;16830;20650;22940;26060;31620;3,0;3,638;0,254;62,0;54,4;3,1;4,6;36,8;7,6;7,2;2,4;2,9;1,8;-13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000821;CC Rahin et Cherimont;5018;11925;8061,6;16010;20510;26050;10040;12280;14870;16970;18750;22540;24740;27780;32510;2,6;3,080;0,221;72,3;65,2;3,7;3,4;30,4;5,7;4,9;2,3;1,6;1,0;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247000854;CC de la Haute Vallée de l'Ognon;3878;8460;5958,0;15040;19440;24830;9790;11340;13940;15870;17570;21320;23430;26340;31360;2,8;3,285;0,234;62,4;55,0;3,1;4,3;38,2;7,2;4,9;2,0;1,9;1,0;-12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
