IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6016;DISP_Q116;DISP_MED16;DISP_Q316;DISP_EQ16;DISP_D116;DISP_D216;DISP_D316;DISP_D416;DISP_D616;DISP_D716;DISP_D816;DISP_D916;DISP_RD16;DISP_S80S2016;DISP_GI16;DISP_PACT16;DISP_PTSA16;DISP_PCHO16;DISP_PBEN16;DISP_PPEN16;DISP_PPAT16;DISP_PPSOC16;DISP_PPFAM16;DISP_PPMINI16;DISP_PPLOGT16;DISP_PIMPOT16;DISP_NOTE16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721811803;Gué Bernisson;72181;Le Mans;48,3;9370;12745;18038;0,68;7453;8689;10053;11252;14288;16675;19369;23788;3,2;3,894;0,266;50,1;43,9;5,5;0,6;34,0;3,9;22,6;6,2;9,2;7,2;-10,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721811901;Jaurès Crétois;72181;Le Mans;12,4;16020;20922;26369;0,49;11721;14905;17080;19081;22892;25223;27965;33125;2,8;3,337;0,229;73,4;66,9;3,6;3,0;29,9;6,7;5,5;2,1;1,8;1,7;-15,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721811902;Jaurès Bertinière;72181;Le Mans;21,1;13581;19788;25416;0,60;9189;12240;15127;17532;21661;23966;27120;31447;3,4;3,891;0,256;64,0;59,4;3,2;1,4;35,6;6,0;8,6;2,8;3,2;2,6;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812001;Pontlieue;72181;Le Mans;24,5;12521;16939;22150;0,57;9145;11581;13355;15243;18962;20846;23704;28368;3,1;3,738;0,255;63,7;56,9;3,5;3,2;31,9;7,0;11,0;3,8;3,4;3,8;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812002;Michel Ange;72181;Le Mans;36,2;10582;14907;20669;0,68;8419;10081;11485;12917;16999;19484;22158;25542;3,0;3,426;0,245;60,6;53,9;5,1;1,6;30,0;4,4;16,4;4,6;6,4;5,3;-11,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812101;Ronceray;72181;Le Mans;52,1;9453;12225;16139;0,55;7311;9003;9997;10942;13779;15306;17347;20690;2,8;3,268;0,233;50,4;41,2;7,1;2,0;29,4;3,3;25,0;5,5;10,9;8,6;-8,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812102;Glonnières;72181;Le Mans;63,8;8459;10682;14493;0,56;6839;8063;8850;9695;12101;13441;15423;18335;2,7;3,093;0,226;45,4;;;;19,8;2,1;39,0;10,3;17,1;11,5;-6,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812201;Cité des Pins;72181;Le Mans;18,0;13813;18779;23678;0,53;10005;12890;14950;16990;20763;22483;24935;28915;2,9;3,156;0,220;60,3;55,3;3,9;1,1;38,9;5,6;8,1;2,0;3,5;2,7;-12,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812202;Vert Galant;72181;Le Mans;22,5;13122;17093;21770;0,51;9953;12149;14003;15310;18717;20375;23350;27022;2,7;2,973;0,212;63,1;57,8;4,7;0,6;34,0;4,9;10,3;3,3;3,6;3,3;-12,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812301;Christ Sauveur;72181;Le Mans;28,5;12112;14864;18283;0,42;9608;11206;12669;13797;15979;17607;19085;21774;2,3;2,431;0,177;57,0;50,9;5,7;0,4;33,4;3,3;15,6;4,2;5,4;6,0;-9,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812302;Marcel Paul;72181;Le Mans;11,1;15896;20435;25333;0,46;11942;14898;16848;18917;22129;24049;26867;31148;2,6;2,918;0,207;51,1;46,9;2,6;1,6;50,7;7,4;5,0;2,4;1,3;1,2;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812303;Sources;72181;Le Mans;19,3;13934;18535;23500;0,52;10411;12605;14644;16739;20432;22246;25055;29032;2,8;3,163;0,223;56,8;51,5;3,0;2,3;41,8;6,0;8,7;3,1;3,0;2,5;-13,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812401;Pavoine;72181;Le Mans;19,5;14059;19036;23725;0,51;9758;12699;15441;17264;20905;22737;25086;29761;3,0;3,365;0,228;61,5;57,5;2,5;1,4;36,9;7,0;8,3;2,8;3,1;2,4;-13,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812402;Maroc;72181;Le Mans;25,5;12432;15948;20365;0,50;9151;11423;13002;14727;17611;19275;21486;24867;2,7;3,037;0,218;59,5;54,2;3,9;1,4;33,6;3,8;14,3;4,8;4,7;4,8;-11,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812403;Oasis;72181;Le Mans;;16212;21040;25928;0,46;12026;15023;17163;19085;22814;24953;27681;32104;2,7;2,924;0,208;66,6;61,0;3,1;2,5;37,7;5,6;5,1;2,6;1,1;1,3;-15,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812501;Funay;72181;Le Mans;14,4;14721;19161;23940;0,48;11552;13742;15729;17497;20892;22838;25596;29756;2,6;2,950;0,210;68,6;62,5;3,0;3,1;33,1;5,9;6,5;2,4;2,1;2,0;-14,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721812502;Bruyères;72181;Le Mans;22,5;12954;17417;21894;0,51;9719;11958;13836;15560;19069;21097;23038;26094;2,7;3,128;0,223;60,7;55,1;3,8;1,7;34,6;5,3;11,8;3,6;4,4;3,7;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722640101;Gastines-Leclerc;72264;Sablé-sur-Sarthe;10,7;15850;20429;25489;0,47;11961;14818;16852;18465;22452;24185;27329;33725;2,8;3,669;0,266;64,1;59,2;2,6;2,2;33,8;14,0;4,7;2,4;1,0;1,3;-16,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722640102;Montreux;72264;Sablé-sur-Sarthe;;12083;16349;21581;0,58;8825;11138;13086;14605;18238;20489;22906;27287;3,1;3,721;0,253;56,9;50,8;4,1;2,0;36,6;6,4;11,9;3,5;4,3;4,1;-11,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722640103;Le Pré;72264;Sablé-sur-Sarthe;15,8;14649;18835;23024;0,44;11628;13716;15717;17218;20486;22156;24138;26851;2,3;2,705;0,193;60,8;56,5;3,7;0,6;38,5;5,8;7,0;3,1;2,0;1,9;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722640104;Rocade-  Chartrie;72264;Sablé-sur-Sarthe;24,8;12545;16259;20733;0,50;10028;11611;13441;14829;17841;19786;22095;26291;2,6;3,129;0,227;57,9;51,7;4,6;1,5;34,9;6,4;11,8;3,8;4,2;3,8;-11,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722640105;Centre;72264;Sablé-sur-Sarthe;20,5;13636;19077;24477;0,57;9861;12374;14882;16969;20658;23181;25895;31999;3,2;4,305;0,280;67,3;58,5;3,6;5,2;30,5;10,4;7,5;2,3;2,8;2,3;-15,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080101;Centre Ville-Nord;73008;Aix-les-Bains;12,3;15425;20820;28531;0,63;11687;14420;16746;18476;23478;26841;30800;38628;3,3;4,128;0,281;53,5;45,2;3,3;5,0;43,8;15,2;4,3;0,9;2,0;1,4;-16,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080102;Centre Ville-Sud;73008;Aix-les-Bains;12,9;15624;21316;28114;0,59;11864;14846;16903;19049;23744;26126;30050;36988;3,1;4,167;0,283;56,7;49,8;3,0;3,9;40,8;16,1;3,8;0,8;1,7;1,3;-17,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080201;Memard-Corsuet;73008;Aix-les-Bains;10,1;17775;23885;32606;0,62;12463;15868;18948;21385;26809;30491;35168;44711;3,6;4,544;0,301;61,1;52,4;2,6;6,1;37,7;17,4;3,0;1,3;0,9;0,8;-19,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080202;Rondeau-Bord du Lac;73008;Aix-les-Bains;8,4;17427;23670;31837;0,61;12936;16171;18801;21184;26045;30035;34349;42136;3,3;3,860;0,266;66,5;59,4;2,7;4,4;34,5;13,4;3,2;1,4;1,0;0,8;-17,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080203;Italie-Jacotot;73008;Aix-les-Bains;16,4;14044;18626;24183;0,54;10577;13333;14848;16791;20574;22850;25701;30342;2,9;3,328;0,242;67,8;60,8;3,8;3,2;30,6;7,9;6,8;2,5;2,2;2,1;-13,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080204;Quartier Lepic;73008;Aix-les-Bains;21,0;13525;18305;23996;0,57;9810;12274;14693;16469;20332;22941;25528;30793;3,1;3,763;0,257;72,1;64,6;4,2;3,4;25,7;8,3;7,1;2,6;2,4;2,2;-13,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080301;Lafin;73008;Aix-les-Bains;;12817;16775;22191;0,56;10123;12002;13707;14936;18509;20821;23799;28208;2,8;3,353;0,246;63,2;56,1;4,4;2,8;31,0;6,7;11,0;3,9;3,5;3,6;-11,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080302;Saint-Simond;73008;Aix-les-Bains;10,0;16631;21397;27393;0,50;12491;15255;17631;19817;23792;26070;29071;34611;2,8;3,319;0,235;64,0;56,8;3,0;4,2;36,6;10,3;3,9;1,6;1,3;1,0;-14,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080401;Tir aux Pigeons;73008;Aix-les-Bains;;20316;27151;35528;0,56;15650;19057;21561;24080;29522;33024;38287;45679;2,9;3,610;0,256;73,2;66,2;2,1;4,9;29,9;13,4;2,0;1,1;0,6;0,3;-18,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080402;Chantemerle-Saint-Pol;73008;Aix-les-Bains;;18934;26468;39556;0,78;13625;17282;20186;23080;30501;36059;43479;57242;4,2;5,393;0,336;63,2;52,9;2,6;7,7;38,1;18,1;2,1;0,6;0,8;0,7;-21,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730080403;Marlioz;73008;Aix-les-Bains;13,0;15670;21313;28639;0,61;11529;14123;16952;18855;23940;26802;31216;38955;3,4;4,187;0,287;70,7;63,2;3,5;3,9;29,6;10,2;5,4;2,1;1,7;1,5;-15,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730110101;Conflans;73011;Albertville;13,4;15270;20150;26386;0,55;11462;14279;16265;18120;22220;24575;27881;33500;2,9;3,446;0,243;69,7;61,4;3,3;5,0;29,3;10,8;5,3;2,2;1,7;1,4;-15,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730110102;Centre Ville;73011;Albertville;19,0;13916;19074;25813;0,62;10267;12665;15029;17021;21108;24084;27989;34735;3,4;4,432;0,293;63,6;53,1;3,7;6,8;33,5;12,3;6,2;1,7;2,6;1,8;-15,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730110103;Saint-Sigismond;73011;Albertville;10,1;16665;21941;28203;0,53;12480;15188;17688;19874;23931;26467;30275;37211;3,0;3,729;0,256;67,3;58,1;3,0;6,2;33,2;12,2;3,8;1,4;1,3;1,1;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730110104;Jean Jaurès-Jean Moulin-Ripaille;73011;Albertville;18,1;14054;18645;23819;0,52;10782;13099;14836;16776;20350;22428;25716;30736;2,9;3,354;0,239;60,9;55,6;3,1;2,3;35,6;9,1;7,5;2,7;2,6;2,3;-13,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730110105;Val des Roses;73011;Albertville;25,3;12461;16254;21617;0,56;9828;11814;13191;14800;17984;19937;22860;27436;2,8;3,168;0,229;59,6;53,7;4,2;1,8;33,8;6,5;11,6;3,6;4,3;3,7;-11,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730110106;Plaine d'Albertville;73011;Albertville;25,1;12468;16391;22939;0,64;9702;11421;13124;14760;18614;21124;24272;29647;3,1;3,575;0,255;67,6;59,7;4,9;3,0;26,6;7,5;11,4;4,5;3,7;3,2;-13,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650101;Bellevue;73065;Chambéry;21,2;13181;18651;26987;0,74;9513;12184;14518;17020;21879;24931;28535;37409;3,9;4,870;0,313;66,4;58,3;3,6;4,5;32,5;9,3;8,0;2,4;3,4;2,3;-16,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650201;Biollay 1;73065;Chambéry;21,8;13011;17833;23537;0,59;10220;12209;14244;15970;19631;21875;25254;30913;3,0;3,696;0,262;71,9;64,1;3,8;4,0;24,6;7,7;10,0;3,4;3,4;3,1;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650202;Biollay 2;73065;Chambéry;33,8;11218;14538;18675;0,51;8491;10441;11958;13247;15772;17702;20122;23671;2,8;3,195;0,228;63,6;55,9;5,8;2,0;23,9;4,4;17,8;5,2;7,2;5,5;-9,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650301;Stade 1;73065;Chambéry;13,6;15547;21939;30720;0,69;11399;14163;16762;19230;24927;28289;33327;40993;3,6;4,379;0,293;73,3;66,5;2,9;3,9;27,8;11,8;5,6;1,9;1,9;1,8;-18,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650302;Stade 2;73065;Chambéry;9,8;17242;23665;32297;0,64;12541;15831;18367;21166;26620;29933;34311;42740;3,4;4,149;0,282;67,8;59,4;2,2;6,2;35,3;12,9;3,7;1,1;1,5;1,1;-19,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650303;Stade 3;73065;Chambéry;12,6;15803;21172;27777;0,57;11394;14518;17076;19206;23183;26129;29632;35555;3,1;3,650;0,250;66,4;59,7;2,6;4,1;34,3;10,3;5,0;1,6;2,0;1,4;-16,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650401;Bissy 1;73065;Chambéry;;16613;21888;28875;0,56;13112;15365;17724;19782;23962;27169;30834;36483;2,8;3,270;0,235;75,6;69,0;3,4;3,2;26,8;8,4;5,6;2,7;1,4;1,5;-16,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650402;Bissy 2;73065;Chambéry;;20329;26218;33131;0,49;15628;19111;21679;24227;28503;31471;35690;44153;2,8;3,460;0,247;67,1;59,9;1,7;5,5;36,6;12,5;2,3;1,5;0,5;0,4;-18,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650501;Chambery-Le-Vieux;73065;Chambéry;8,6;18121;23562;29917;0,50;13470;16805;19303;21277;25737;28241;31777;38505;2,9;3,554;0,248;77,5;68,9;2,8;5,9;26,0;10,5;4,2;2,3;1,2;0,7;-18,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650601;Chambery-Le-Haut 1;73065;Chambéry;;11516;14763;21605;0,68;8870;10656;12142;13465;17369;20451;23652;27385;3,1;3,495;0,253;66,3;58,6;4,8;2,9;26,0;4,8;15,0;5,5;5,2;4,3;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650602;Chambery-Le-Haut 2;73065;Chambéry;47,8;10055;12848;16263;0,48;7996;9439;10583;11533;14034;15343;17377;20506;2,6;2,880;0,211;57,7;49,7;6,8;1,2;22,2;2,7;25,3;8,8;9,5;7,1;-7,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650603;Chambery-Le-Haut 3;73065;Chambéry;17,0;14728;19250;24917;0,53;10678;13288;15411;17184;21187;23276;26349;32286;3,0;3,320;0,233;75,9;70,1;3,9;1,9;24,1;6,3;7,8;3,7;2,1;2,0;-14,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650604;Chambery-Le-Haut 4;73065;Chambéry;15,2;14947;19853;25413;0,53;11428;13941;15901;17953;21602;24181;26400;30285;2,7;3,116;0,221;67,1;61,0;3,4;2,7;33,6;7,3;6,4;3,2;1,9;1,4;-14,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650605;Chambery-Le-Haut 5;73065;Chambéry;42,0;10428;13255;16855;0,48;8613;9923;11182;12214;14449;16189;17876;20877;2,4;2,743;0,204;56,9;49,4;6,9;0,7;25,7;2,9;22,4;5,7;10,1;6,7;-7,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650701;Chantemerle;73065;Chambéry;19,4;13687;19156;25960;0,64;10202;12629;14713;16879;22002;24209;27821;32926;3,2;3,956;0,279;68,6;61,1;4,0;3,6;27,1;12,6;7,8;2,5;3,0;2,3;-16,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650801;Merande 1;73065;Chambéry;16,0;14824;22745;33606;0,83;10531;13417;16439;19759;26657;31096;38123;54208;5,1;6,805;0,383;65,6;53,9;2,1;9,6;33,2;19,5;4,9;1,3;1,9;1,6;-23,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650802;Merande 2;73065;Chambéry;11,9;15527;20055;25670;0,51;11918;14427;16496;18119;21903;24376;27222;32484;2,7;3,265;0,230;77,2;70,0;3,6;3,7;24,6;7,4;6,3;2,2;2,2;1,9;-15,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650901;Centre-Ville 1;73065;Chambéry;17,6;14323;20062;29437;0,75;10311;13028;15471;17729;22910;26729;31879;40195;3,9;5,097;0,324;79,2;66,6;3,9;8,7;20,8;12,4;6,4;1,7;2,3;2,4;-18,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650902;Centre-Ville 2;73065;Chambéry;14,5;15818;22874;31621;0,69;10693;14328;17387;20087;25701;29355;34342;43610;4,1;5,181;0,314;62,7;54,9;2,8;5,1;36,2;15,3;4,5;1,1;1,8;1,6;-18,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730650903;Centre-Ville 3;73065;Chambéry;15,6;14807;21204;29035;0,67;10187;13756;15988;18712;23737;26683;32166;41932;4,1;5,232;0,321;64,1;55,4;3,5;5,2;33,8;16,1;5,0;1,4;1,9;1,7;-19,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730651001;Montmelian 1;73065;Chambéry;26,8;12166;16330;22203;0,61;9539;11388;13045;14745;17996;20122;23942;29165;3,1;3,627;0,255;69,9;63,1;5,2;1,6;26,5;6,4;11,0;3,5;3,8;3,8;-13,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730651002;Montmelian 2;73065;Chambéry;11,2;16412;22599;30914;0,64;12084;15096;17585;19942;25431;28905;32810;41483;3,4;4,843;0,314;68,9;58,3;2,7;7,9;31,6;15,9;3,9;1,4;1,3;1,2;-20,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
731790101;Centre-Est;73179;La Motte-Servolex;7,8;17243;21905;27323;0,46;13291;16142;18185;20055;23569;25943;29363;35675;2,7;3,021;0,217;71,3;64,6;2,7;3,9;29,5;9,5;4,6;2,0;1,3;1,4;-14,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
731790102;Nord-Ouest;73179;La Motte-Servolex;;16715;22857;28256;0,50;12243;15584;18069;20374;24804;26781;31055;35870;2,9;3,276;0,229;69,8;64,7;3,0;2,1;32,0;9,4;4,4;1,8;1,2;1,4;-15,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
731790103;Sud-Ouest;73179;La Motte-Servolex;;20106;26012;33802;0,53;15651;19035;21257;23329;28397;31422;35919;44601;2,8;3,467;0,252;68,2;62,7;2,1;3,5;35,1;13,3;2,3;1,2;0,6;0,5;-18,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
731790104;Hameaux;73179;La Motte-Servolex;;19770;25628;33627;0,54;14759;18481;20926;23147;28283;31105;35715;44782;3,0;3,585;0,253;79,3;70,7;2,2;6,4;22,3;14,1;3,1;1,9;0,6;0,6;-18,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100101;Courier;74010;Annecy;9,2;18349;26753;42710;0,91;12842;16309;20132;23317;31223;38024;48944;66271;5,2;9,199;0,463;81,5;73,6;2,5;5,4;21,4;13,6;1,7;0,5;0,6;0,6;-18,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100102;Bonlieu;74010;Annecy;;21564;31733;45285;0,75;15470;19568;23305;27066;35414;40441;50623;70253;4,5;5,767;0,347;70,5;62,8;2,4;5,3;31,5;17,9;1,0;0,3;0,3;0,4;-20,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100103;Vieille Ville;74010;Annecy;13,4;16437;24579;37655;0,86;11260;14736;17859;21110;28695;33780;42206;61295;5,4;6,768;0,376;78,1;68,6;3,4;6,0;22,2;17,0;2,8;0,8;1,2;0,9;-20,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100204;Loverchy;74010;Annecy;9,8;16991;22807;32217;0,67;12585;15829;18049;20363;25753;29699;35701;45788;3,6;4,288;0,290;79,6;73,0;3,2;3,3;23,8;9,9;3,6;1,5;1,0;1,1;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100205;Gare;74010;Annecy;11,9;15936;22579;32216;0,72;11983;14731;17093;19936;25505;29569;35844;48627;4,1;4,902;0,318;76,7;69,5;3,3;3,9;26,4;10,6;3,5;1,3;1,1;1,1;-17,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100302;Hirondelles;74010;Annecy;15,3;14929;20652;28925;0,68;11093;13545;16373;18245;22987;26381;31942;39690;3,6;4,521;0,301;83,6;75,4;3,7;4,6;20,0;7,1;5,3;2,0;1,6;1,7;-16,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
