IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6014;DISP_Q114;DISP_MED14;DISP_Q314;DISP_EQ14;DISP_D114;DISP_D214;DISP_D314;DISP_D414;DISP_D614;DISP_D714;DISP_D814;DISP_D914;DISP_RD14;DISP_S80S2014;DISP_GI14;DISP_PTSAC14;DISP_PBEN14;DISP_PPEN14;DISP_PPAT14;DISP_PPSOC14;DISP_PPFAM14;DISP_PPMINI14;DISP_PPLOGT14;DISP_PIMPOT14;note
751187006;Clignancourt 6;75118;Paris 18e Arrondissement;16,2;15946,2;25661,0;36054,6;0,8;8908,0;14034,0;18050,8;22290,0;29199,0;33722,0;39682,2;48591,3;5,5;6,7;0,3;85,1;8,2;13,4;11,8;3,2;0,6;1,3;1,3;-21,7;0
751187007;Clignancourt 7;75118;Paris 18e Arrondissement;20,7;13830,8;23672,7;34437,8;0,9;8534,4;12034,8;15524,0;19775,0;27320,0;31169,5;38449,0;48726,0;5,7;7,7;0,4;82,3;7,1;14,5;13,2;3,8;0,9;1,5;1,4;-20,9;0
751187008;Clignancourt 8;75118;Paris 18e Arrondissement;;21477,2;32696,7;47232,0;0,8;13120,7;18730,4;23651,3;28296,0;38457,4;44516,0;50540,0;67557,5;5,1;6,6;0,4;79,6;7,6;18,6;20,0;1,5;0,5;0,6;0,4;-27,3;0
751187009;Clignancourt 9;75118;Paris 18e Arrondissement;15,2;15694,0;27874,0;39670,0;0,9;9773,0;13821,0;18406,7;22888,4;31923,8;36656,0;44441,0;58305,3;6,0;7,5;0,4;81,3;9,9;16,0;13,7;2,8;0,7;1,1;0,9;-23,7;0
751187010;Clignancourt 10;75118;Paris 18e Arrondissement;19,9;14077,0;23896,9;35936,5;0,9;9387,8;12239,3;16405,0;20010,7;28709,0;32980,0;38926,9;46347,0;4,9;6,2;0,3;86,3;4,4;16,6;10,4;3,5;1,1;1,2;1,3;-21,2;0
751187011;Clignancourt 11;75118;Paris 18e Arrondissement;11,2;19048,9;28252,0;40320,8;0,8;11324,0;16770,0;21107,7;24596,2;32950,5;37304,7;42638,7;53930,0;4,8;5,3;0,3;83,8;8,7;17,1;10,6;2,2;0,6;0,9;0,8;-22,4;0
751187012;Clignancourt 12;75118;Paris 18e Arrondissement;9,9;20328,0;30342,4;40868,7;0,7;12369,0;17522,0;22051,3;26342,4;33808,5;38346,0;44053,3;57228,7;4,6;5,7;0,3;86,0;8,3;16,1;11,5;2,1;0,6;0,8;0,7;-24,0;0
751187013;Clignancourt 13;75118;Paris 18e Arrondissement;11,4;18272,2;28961,0;41126,7;0,8;11562,0;16330,7;20343,8;24987,3;33048,9;37890,0;44797,8;57533,3;5,0;6,1;0,3;79,8;9,5;18,7;12,9;2,6;0,7;1,1;0,8;-23,5;0
751187014;Clignancourt 14;75118;Paris 18e Arrondissement;25,3;12170,3;20972,0;30308,0;0,9;7487,7;10620,0;13963,8;17267,0;24834,0;28292,0;32669,4;40510,5;5,4;6,4;0,3;93,0;3,5;12,4;7,3;4,2;0,9;1,7;1,7;-20,4;0
751187015;Clignancourt 15;75118;Paris 18e Arrondissement;15,4;15790,0;25928,0;34896,0;0,7;9698,0;13866,0;18212,0;21815,0;29350,0;32724,0;37369,0;48722,0;5,0;5,8;0,3;88,6;4,3;15,3;9,9;2,8;0,6;1,2;1,1;-20,9;0
751187016;Clignancourt 16;75118;Paris 18e Arrondissement;18,7;15147,5;24524,0;36160,0;0,9;8613,0;13108,0;16996,0;20687,0;28348,0;33447,9;39591,7;48396,0;5,6;6,5;0,3;87,4;6,4;13,9;9,9;3,4;1,1;1,2;1,1;-21,0;0
751187017;Clignancourt 17;75118;Paris 18e Arrondissement;36,3;9956,0;16370,0;28392,0;1,1;6136,0;9166,3;11061,0;12901,3;20008,2;25096,9;31875,0;40384,7;6,6;7,7;0,4;83,2;6,2;12,4;10,4;6,5;1,5;2,9;2,1;-18,7;0
751187018;Clignancourt 18;75118;Paris 18e Arrondissement;26,2;11959,8;18896,7;27241,0;0,8;7947,0;10805,6;12925,5;15911,5;21803,8;25242,6;29256,5;36846,1;4,6;5,5;0,3;84,8;4,4;14,3;6,3;7,3;2,5;2,5;2,3;-17,1;0
751187019;Clignancourt 19;75118;Paris 18e Arrondissement;21,6;13220,5;21074,0;30583,0;0,8;8587,0;11668,0;14350,0;17776,1;24074,7;28264,8;33312,7;41049,0;4,8;5,6;0,3;83,5;3,1;17,5;9,1;5,4;1,4;2,1;1,9;-18,6;0
751187020;Clignancourt 20;75118;Paris 18e Arrondissement;24,8;12247,1;20628,3;31510,0;0,9;8281,9;10696,0;13845,2;17051,6;24765,0;29205,7;34166,7;41123,0;5,0;6,0;0,3;86,5;3,3;15,9;8,0;4,7;1,5;1,7;1,6;-18,4;0
751187021;Clignancourt 21;75118;Paris 18e Arrondissement;21,2;13810,0;24998,7;38030,8;1,0;9161,0;11796,9;16533,3;20434,6;29704,0;34118,5;43370,0;57388,9;6,3;8,6;0,4;78,9;8,3;16,2;17,9;3,1;0,8;1,3;1,0;-24,4;0
751187022;Clignancourt 22;75118;Paris 18e Arrondissement;14,2;16818,1;26267,0;37760,0;0,8;9736,7;14774,0;18451,4;22808,0;30223,0;35148,7;40423,3;49032,0;5,0;6,2;0,3;88,8;6,4;13,4;10,9;2,7;0,7;1,1;0,9;-22,2;0
751187023;Clignancourt 23;75118;Paris 18e Arrondissement;;10773,8;15675,4;23135,3;0,8;8435,2;10062,3;11693,8;13532,0;18186,0;21108,3;25263,0;32714,6;3,9;4,7;0,3;74,6;2,3;20,2;7,3;10,1;2,2;4,5;3,4;-14,5;0
751187024;Clignancourt 24;75118;Paris 18e Arrondissement;19,5;14202,4;22352,5;32050,0;0,8;9497,8;12336,0;16006,7;18766,7;25658,0;29399,1;35175,2;43188,9;4,5;5,4;0,3;89,8;3,8;13,0;8,7;4,2;1,0;1,7;1,6;-19,5;0
751187025;Clignancourt 25;75118;Paris 18e Arrondissement;25,5;12074,3;21247,6;32473,3;1,0;7871,9;10612,2;13450,0;16349,4;25570,4;29651,3;35429,3;44040,0;5,6;6,7;0,4;78,5;4,9;19,6;11,8;4,8;1,2;1,9;1,7;-19,6;0
751187026;Clignancourt 26;75118;Paris 18e Arrondissement;28,7;11424,7;17807,7;28031,0;0,9;7924,7;10185,6;12610,7;15161,0;21143,6;25146,0;30828,0;40435,0;5,1;6,7;0,4;82,5;5,0;16,6;8,5;6,4;1,7;2,5;2,2;-19,0;0
751187027;Clignancourt 27;75118;Paris 18e Arrondissement;34,5;10431,3;14545,6;20163,0;0,7;8075,8;9710,5;11403,0;12972,7;16429,1;18411,5;22260,4;28966,0;3,6;4,2;0,3;75,4;3,5;16,4;4,2;13,6;5,7;3,7;4,1;-13,1;0
751187101;Goutte d'Or 1;75118;Paris 18e Arrondissement;26,9;11610,0;17978,5;28874,7;1,0;7491,1;10140,0;12777,0;14912,7;21583,0;26485,0;31650,5;40501,3;5,4;6,6;0,4;82,0;4,0;14,9;10,3;6,3;1,6;2,7;2,0;-17,5;0
751187102;Goutte d'Or 2;75118;Paris 18e Arrondissement;40,9;9746,1;13432,5;19354,5;0,7;7657,9;9147,0;10550,3;12134,6;15168,4;17828,4;21216,8;30727,0;4,0;5,2;0,3;77,7;2,9;14,8;5,7;12,7;3,7;5,1;3,9;-13,8;0
751187103;Goutte d'Or 3;75118;Paris 18e Arrondissement;40,4;9377,4;13657,0;19626,0;0,8;6365,8;8235,5;10061,4;12102,0;15477,0;18045,8;22368,6;30821,0;4,8;6,1;0,3;73,7;6,2;14,1;7,7;13,1;3,7;5,3;4,0;-14,8;0
751187104;Goutte d'Or 4;75118;Paris 18e Arrondissement;36,0;10500,4;16209,2;25500,0;0,9;6697,1;9538,8;11295,0;13277,5;19203,5;23386,9;28341,7;35592,7;5,3;6,3;0,3;83,0;4,3;13,2;7,9;7,8;2,2;3,0;2,6;-16,2;0
751187105;Goutte d'Or 5;75118;Paris 18e Arrondissement;43,7;9018,2;13743,3;24209,3;1,1;6585,6;8080,0;9822,6;11522,2;16935,3;20765,2;28049,4;35028,0;5,3;6,8;0,4;85,5;4,7;11,3;6,7;8,1;2,4;3,1;2,7;-16,3;0
751187106;Goutte d'Or 6;75118;Paris 18e Arrondissement;37,9;9690,0;15067,0;24825,3;1,0;6471,9;8839,7;10630,0;12451,1;18295,2;22050,8;27815,0;35715,0;5,5;6,6;0,4;85,9;4,6;10,4;6,9;8,2;1,9;3,2;3,0;-16,0;0
751187107;Goutte d'Or 7;75118;Paris 18e Arrondissement;34,5;10385,0;16382,4;26620,5;1,0;7060,6;9440,8;11118,0;13835,0;19453,0;23965,5;28850,0;37157,6;5,3;6,6;0,3;86,4;3,5;13,4;7,5;6,9;1,9;2,7;2,3;-17,7;0
751187108;Goutte d'Or 8;75118;Paris 18e Arrondissement;34,0;10280,4;15260,0;23995,3;0,9;7292,2;9251,0;11353,8;13434,7;18069,0;21568,0;26939,2;36260,0;5,0;6,3;0,4;80,3;4,9;12,7;8,7;9,9;3,0;3,6;3,3;-16,5;0
751187109;Goutte d'Or 9;75118;Paris 18e Arrondissement;39,4;9206,9;14851,6;24724,0;1,0;6242,8;8698,8;10338,0;12330,0;18325,5;21951,0;27366,9;34508,0;5,5;6,4;0,4;81,8;4,7;13,1;8,9;7,9;2,4;2,8;2,7;-16,4;0
751187110;Goutte d'Or 10;75118;Paris 18e Arrondissement;28,6;11476,7;16722,4;26005,3;0,9;8308,8;10406,0;12421,5;14344,0;19876,0;23435,0;29246,7;36608,0;4,4;5,4;0,3;74,9;3,7;20,8;8,9;8,5;3,0;2,7;2,7;-16,8;0
751187201;Chapelle 1;75118;Paris 18e Arrondissement;32,8;10840,7;15176,5;21751,0;0,7;7819,3;9921,7;11628,0;13421,3;17557,9;20250,0;24069,7;30300,5;3,9;4,6;0,3;84,0;3,2;10,6;4,9;11,2;3,4;4,0;3,8;-13,9;0
751187202;Chapelle 2;75118;Paris 18e Arrondissement;35,0;9997,3;16531,5;27622,2;1,1;6655,0;8856,0;11184,0;13586,0;20123,0;25068,7;30536,0;39480,0;5,9;7,1;0,4;85,2;4,2;13,7;8,6;6,4;1,5;2,8;2,1;-18,1;0
751187203;Chapelle 3;75118;Paris 18e Arrondissement;26,9;11367,0;19876,0;31621,7;1,0;6918,7;9801,1;13001,0;16247,5;23450,0;28432,0;35182,0;44618,0;6,4;8,4;0,4;82,0;5,3;17,3;10,4;5,0;1,7;1,7;1,7;-20,0;0
751187204;Chapelle 4;75118;Paris 18e Arrondissement;28,0;11250,4;18593,0;30424,7;1,0;7263,1;10144,8;12544,2;15015,7;22962,0;27242,0;32918,0;41775,0;5,8;7,0;0,4;84,4;5,0;15,8;8,1;5,4;1,5;2,0;1,9;-18,7;0
751187205;Chapelle 5;75118;Paris 18e Arrondissement;27,3;11763,8;17994,1;26900,0;0,8;7988,6;10653,0;12899,0;15106,4;21092,9;24887,6;29363,3;37351,3;4,7;5,4;0,3;83,5;3,6;15,1;7,2;7,0;2,0;2,7;2,3;-16,4;0
751187206;Chapelle 6;75118;Paris 18e Arrondissement;27,5;11512,7;17883,9;25593,3;0,8;8354,0;10487,1;12975,4;15410,5;20110,0;23549,2;27947,6;34455,4;4,1;4,8;0,3;77,4;2,9;18,8;7,5;9,0;3,2;3,1;2,7;-15,6;0
751187207;Chapelle 7;75118;Paris 18e Arrondissement;31,1;10954,4;16415,5;25121,2;0,9;7107,1;10061,5;12072,7;14157,2;19417,9;23051,5;27887,1;34091,0;4,8;5,9;0,3;82,4;4,8;13,3;7,3;8,1;2,3;3,2;2,6;-15,9;0
751187208;Chapelle 8;75118;Paris 18e Arrondissement;34,1;10808,7;14728,8;21400,0;0,7;7817,1;9917,6;11595,8;13188,0;16973,2;19432,3;23320,0;29516,5;3,8;4,4;0,3;74,3;1,7;18,3;6,8;12,3;5,0;3,6;3,8;-13,4;0
751187209;Chapelle 9;75118;Paris 18e Arrondissement;41,7;9947,6;13291,3;17752,0;0,6;7215,6;9103,6;10630,8;12061,3;15077,5;16678,0;19046,0;21756,5;3,0;3,6;0,2;67,6;0,7;22,4;3,3;15,6;4,0;6,5;5,1;-9,6;0
751197301;Villette 1;75119;Paris 19e Arrondissement;23,5;12596,7;19491,3;29762,8;0,9;8969,5;11398,5;14070,0;16648,0;23173,1;27140,0;33203,3;43200,0;4,8;6,0;0,3;83,4;4,8;14,6;10,1;5,9;2,0;1,9;2,0;-18,8;0
751197302;Villette 2;75119;Paris 19e Arrondissement;25,4;12149,0;19037,0;29642,7;0,9;8822,9;11453,1;13254,0;16034,6;22826,1;26892,7;33246,5;44548,0;5,0;6,0;0,4;82,0;6,4;15,0;9,3;6,1;1,9;2,1;2,0;-18,8;0
751197303;Villette 3;75119;Paris 19e Arrondissement;22,4;13116,4;20037,0;31419,0;0,9;8750,8;11349,1;14040,0;17095,2;23882,4;28966,0;34002,6;45108,0;5,2;6,0;0,3;75,0;5,3;20,5;12,4;5,7;2,0;1,9;1,8;-18,9;0
751197304;Villette 4;75119;Paris 19e Arrondissement;20,9;13067,0;20830,8;31734,0;0,9;8691,0;11703,7;14445,5;17751,0;24956,1;29512,5;35450,0;43150,0;5,0;6,2;0,3;79,2;5,6;18,5;11,1;4,7;1,4;1,7;1,6;-19,1;0
751197305;Villette 5;75119;Paris 19e Arrondissement;18,2;14513,0;23131,3;34317,0;0,9;9261,9;12999,0;16180,0;19812,7;26961,9;31940,7;37615,5;48645,0;5,3;6,3;0,3;83,1;4,6;18,8;10,1;4,5;1,5;1,6;1,3;-21,1;0
751197306;Villette 6;75119;Paris 19e Arrondissement;33,4;11090,7;14861,2;19724,0;0,6;8288,7;9958,5;11815,5;13029,3;16592,4;18318,2;20988,7;26637,0;3,2;3,9;0,3;64,2;1,5;27,0;4,3;14,0;4,2;5,3;4,5;-11,0;0
751197307;Villette 7;75119;Paris 19e Arrondissement;39,5;9431,4;13853,9;20525,8;0,8;6610,5;8544,6;10302,4;12263,0;16181,1;18852,4;22754,4;28870,0;4,4;5,3;0,3;84,4;2,3;10,3;4,5;11,8;4,2;3,8;3,8;-13,3;0
751197308;Villette 8;75119;Paris 19e Arrondissement;54,0;7554,1;11527,1;18359,3;0,9;4776,8;6975,3;8224,1;10017,3;13613,0;16369,0;20251,3;26679,0;5,6;6,1;0,3;70,3;1,6;22,9;5,5;12,0;3,6;4,7;3,6;-12,3;0
751197309;Villette 9;75119;Paris 19e Arrondissement;24,2;12461,5;18707,3;27462,7;0,8;8425,0;11354,2;13392,7;15903,4;21502,0;25032,0;31172,5;38880,7;4,6;5,5;0,3;70,2;4,9;25,1;10,5;6,7;2,5;2,2;2,0;-17,4;0
751197310;Villette 10;75119;Paris 19e Arrondissement;28,2;11809,3;16464,0;22970,6;0,7;8730,0;10921,0;12658,0;14510,0;18576,0;21419,6;25335,0;32182,2;3,7;4,4;0,3;65,3;4,0;27,2;7,9;10,3;3,7;3,5;3,1;-14,7;0
751197311;Villette 11;75119;Paris 19e Arrondissement;21,0;13035,6;20907,7;32371,4;0,9;8943,9;11934,2;14281,1;17040,9;24671,9;29009,5;35391,1;44416,0;5,0;6,0;0,3;79,4;4,7;18,4;12,1;4,7;1,6;1,5;1,6;-19,3;0
751197312;Villette 12;75119;Paris 19e Arrondissement;34,0;10781,3;15484,4;23044,4;0,8;8222,8;10304,6;11592,5;13522,0;17643,8;20738,0;25532,0;34450,0;4,2;4,8;0,3;72,9;3,8;21,0;6,9;9,6;3,1;3,7;2,8;-14,2;0
751197313;Villette 13;75119;Paris 19e Arrondissement;25,9;11756,4;20089,5;31805,3;1,0;8430,0;10649,6;13288,0;16092,5;24878,9;28540,5;35597,6;42941,7;5,1;6,3;0,4;73,7;6,6;20,5;12,7;5,9;2,4;1,8;1,8;-19,4;0
751197314;Villette 14;75119;Paris 19e Arrondissement;29,4;11407,4;16588,7;26360,5;0,9;7826,7;10254,0;12400,0;14346,5;19671,9;23740,8;28672,0;37655,0;4,8;5,8;0,3;77,8;3,7;17,9;9,2;8,0;2,4;3,2;2,4;-16,6;0
751197315;Villette 15;75119;Paris 19e Arrondissement;24,7;12285,4;19099,3;29076,7;0,9;8247,7;10823,0;13275,0;16209,0;22815,6;26269,6;31794,0;39906,0;4,8;6,0;0,3;74,7;6,8;20,6;11,4;5,0;2,1;1,5;1,4;-18,5;0
751197316;Villette 16;75119;Paris 19e Arrondissement;29,6;10825,5;17230,0;28206,0;1,0;7600,4;9767,3;12328,7;14595,0;21133,9;25084,0;30691,0;39992,2;5,3;6,9;0,4;83,0;3,4;16,1;10,2;5,6;1,8;2,0;1,9;-18,3;0
751197317;Villette 17;75119;Paris 19e Arrondissement;32,8;10954,0;15285,3;22292,0;0,7;8241,3;10090,5;11785,2;13583,3;17953,2;20343,0;25367,0;34176,0;4,1;5,1;0,3;65,6;4,3;25,1;10,4;9,7;3,0;3,6;3,1;-15,1;0
751197401;Pont de Flandre 1;75119;Paris 19e Arrondissement;36,1;10035,3;14571,5;19636,1;0,7;7212,5;8688,0;10936,8;12903,6;16855,0;18685,7;21361,0;26365,6;3,7;4,8;0,3;80,2;1,0;15,4;5,2;10,9;3,5;3,4;4,0;-12,7;0
751197402;Pont de Flandre 2;75119;Paris 19e Arrondissement;23,0;12914,8;19765,3;28863,9;0,8;8196,7;11354,8;13980,4;17161,0;23021,7;26968,0;31054,0;40255,0;4,9;5,7;0,3;84,6;5,2;13,3;8,9;6,1;2,4;1,7;2,0;-18,1;0
751197403;Pont de Flandre 3;75119;Paris 19e Arrondissement;28,0;11883,9;17328,0;26236,7;0,8;8246,2;10710,2;12524,5;14786,0;20661,9;24138,0;28468,0;36317,0;4,4;5,5;0,3;82,4;4,1;14,5;7,6;8,0;2,6;2,8;2,6;-16,6;0
751197404;Pont de Flandre 4;75119;Paris 19e Arrondissement;28,6;11508,0;18518,9;29971,0;1,0;7952,4;10406,7;12439,3;15481,3;22190,0;27220,0;32775,0;41653,8;5,2;6,3;0,4;82,6;4,0;15,8;9,5;6,2;1,7;2,5;2,0;-18,1;0
751197405;Pont de Flandre 5;75119;Paris 19e Arrondissement;28,4;11489,8;16454,0;25484,0;0,9;7678,8;10476,0;12526,0;14138,7;19464,7;22975,9;27990,0;34368,0;4,5;5,8;0,3;77,7;4,3;17,3;7,6;8,7;2,2;3,8;2,7;-15,6;0
751197406;Pont de Flandre 6;75119;Paris 19e Arrondissement;27,9;11788,8;16636,1;25212,0;0,8;8595,3;10797,5;12577,4;14424,2;19462,6;23230,6;27979,6;36994,2;4,3;5,1;0,3;79,4;3,9;16,5;7,7;9,0;3,4;2,8;2,7;-16,5;0
751197407;Pont de Flandre 7;75119;Paris 19e Arrondissement;34,8;10386,9;14989,3;21243,5;0,7;7958,0;9383,0;11426,0;13340,0;17049,1;19709,6;23208,7;28543,0;3,6;4,4;0,3;74,2;1,1;20,0;4,8;12,1;3,6;4,5;4,0;-12,2;0
751197408;Pont de Flandre 8;75119;Paris 19e Arrondissement;30,7;11416,8;15203,2;20410,0;0,6;7847,0;10484,0;12173,8;13537,5;16727,3;18926,3;22434,0;28193,2;3,6;4,3;0,3;69,9;2,6;23,8;5,8;11,2;3,7;4,1;3,5;-13,3;0
751197409;Pont de Flandre 9;75119;Paris 19e Arrondissement;30,2;11120,8;15686,3;21566,0;0,7;7742,7;10353,0;12184,0;14182,0;17412,1;19975,8;22953,3;27738,5;3,6;4,0;0,3;67,0;0,8;28,5;5,0;11,1;3,7;3,7;3,6;-12,4;0
751197410;Pont de Flandre 10;75119;Paris 19e Arrondissement;32,7;11035,5;14797,1;20413,1;0,6;8164,3;10035,7;11852,9;13262,0;16641,5;19129,6;22689,6;29726,7;3,6;4,4;0,3;85,1;2,2;5,4;4,4;15,4;6,8;4,1;4,4;-12,5;0
751197411;Pont de Flandre 11;75119;Paris 19e Arrondissement;15,1;14920,0;23403,6;33639,0;0,8;10726,9;13280,0;16512,4;20197,3;26854,0;31355,0;36660,0;47810,0;4,5;5,2;0,3;87,4;4,8;13,1;10,2;5,2;2,4;1,4;1,4;-20,7;0
751197501;Amerique 1;75119;Paris 19e Arrondissement;21,0;13324,4;21774,8;30982,0;0,8;8551,9;11824,3;14691,4;18008,1;25328,0;28896,5;33684,0;41208,0;4,8;5,9;0,3;75,6;4,8;22,7;11,1;5,1;2,0;1,5;1,6;-19,3;0
751197502;Amerique 2;75119;Paris 19e Arrondissement;18,0;14399,2;21647,3;32154,0;0,8;9028,7;12683,0;15767,5;18254,2;24731,0;29763,0;35302,3;43447,3;4,8;5,5;0,3;84,5;2,8;17,4;10,0;5,0;1,8;1,6;1,5;-19,7;0
751197503;Amerique 3;75119;Paris 19e Arrondissement;22,4;12686,0;19552,0;27801,0;0,8;9101,6;11883,1;13479,4;15896,0;22491,0;25666,7;30341,0;38198,0;4,2;5,8;0,3;78,7;5,2;18,6;8,9;6,7;2,1;2,4;2,2;-18,1;0
751197504;Amerique 4;75119;Paris 19e Arrondissement;29,2;11596,9;16270,7;21771,3;0,6;8512,0;10733,3;12312,0;14151,3;18504,0;20636,3;23485,5;29466,0;3,5;4,1;0,3;65,9;3,4;25,3;6,9;11,5;3,4;4,5;3,6;-13,0;0
751197505;Amerique 5;75119;Paris 19e Arrondissement;16,8;13926,1;20830,5;29143,0;0,7;9517,0;13037,6;15393,0;17826,0;23661,0;26929,2;32163,9;38736,0;4,1;4,5;0,3;75,0;2,1;26,8;7,8;5,9;2,2;1,9;1,9;-17,6;0
751197506;Amerique 6;75119;Paris 19e Arrondissement;13,8;17406,0;26663,8;36391,0;0,7;10225,0;15201,0;19441,0;22888,3;30857,0;34631,3;38587,0;46434,5;4,5;5,5;0,3;81,0;8,1;18,5;10,9;3,1;1,0;1,1;1,0;-21,6;0
751197507;Amerique 7;75119;Paris 19e Arrondissement;18,3;14478,5;22776,1;34586,0;0,9;9711,7;12780,7;15728,3;19858,0;26893,0;31664,5;38291,0;49526,7;5,1;6,2;0,3;79,5;6,8;18,1;12,6;4,2;1,2;1,5;1,5;-21,2;0
751197508;Amerique 8;75119;Paris 19e Arrondissement;17,3;14111,3;21464,8;33849,0;0,9;9991,0;12698,9;15458,0;18170,0;25834,4;30821,0;37067,6;46968,7;4,7;5,7;0,3;70,4;5,0;26,7;13,6;4,7;1,7;1,6;1,4;-20,4;0
751197509;Amerique 9;75119;Paris 19e Arrondissement;26,9;11973,2;17000,8;23299,7;0,7;8913,7;11198,9;13052,6;14671,0;18872,0;22085,4;25696,6;30736,7;3,4;4,2;0,3;69,6;2,4;27,2;6,6;9,2;2,9;3,6;2,7;-15,0;0
751197510;Amerique 10;75119;Paris 19e Arrondissement;20,0;13551,5;21022,0;32104,6;0,9;9378,7;12234,0;15044,8;17524,8;24597,0;28593,9;35532,0;44091,7;4,7;5,5;0,3;75,9;3,8;24,4;10,6;5,1;2,3;1,5;1,3;-19,8;0
751197511;Amerique 11;75119;Paris 19e Arrondissement;18,2;13798,0;19538,5;27991,3;0,7;9260,8;12709,0;14903,1;17353,1;22366,0;25753,9;29766,0;36359,0;3,9;4,4;0,3;79,5;2,4;21,3;7,5;5,9;1,8;2,0;2,0;-16,6;0
751197512;Amerique 12;75119;Paris 19e Arrondissement;34,4;10663,3;14168,3;19627,1;0,6;7879,5;9830,0;11379,4;12765,3;16151,9;18383,6;21048,0;26347,0;3,3;4,1;0,3;62,0;1,9;26,2;5,7;15,5;4,6;5,7;5,1;-11,3;0
751197513;Amerique 13;75119;Paris 19e Arrondissement;28,4;11633,3;16878,0;22373,3;0,6;8632,9;10812,0;12573,7;14620,0;19005,2;20882,5;24027,3;29173,0;3,4;4,0;0,3;72,0;2,3;23,0;4,8;10,9;2,9;4,2;3,8;-13,0;0
751197514;Amerique 14;75119;Paris 19e Arrondissement;10,0;21510,9;32038,0;48218,9;0,8;12225,3;18386,0;23742,9;28365,0;36791,0;44844,0;53411,0;69063,8;5,6;7,2;0,4;76,8;10,4;17,4;20,1;1,8;0,9;0,4;0,4;-26,5;0
751197515;Amerique 15;75119;Paris 19e Arrondissement;11,2;19177,3;29131,5;41122,7;0,8;11348,8;16518,7;21408,8;25222,0;32945,2;37571,3;45718,3;58626,7;5,2;6,5;0,3;75,4;10,1;20,1;16,7;2,6;1,0;0,8;0,8;-24,9;0
751197516;Amerique 16;75119;Paris 19e Arrondissement;35,7;10417,5;14261,7;19436,0;0,6;7179,7;9535,3;11399,3;12781,1;16086,0;18192,0;20414,0;27290,7;3,8;4,4;0,3;68,3;4,9;21,1;5,8;12,4;2,6;5,7;4,2;-12,5;1
751197517;Amerique 17;75119;Paris 19e Arrondissement;30,5;11279,2;15663,4;22153,0;0,7;8375,7;10408,0;12128,7;13535,0;17838,0;20630,5;24426,7;31137,9;3,7;4,6;0,3;77,5;4,3;16,5;5,6;11,2;3,3;4,1;3,7;-15,1;0
751197518;Amerique 18;75119;Paris 19e Arrondissement;38,0;10640,0;14365,7;19888,3;0,6;8541,0;9894,8;11144,0;12490,5;16078,4;18346,1;21478,5;26018,8;3,0;3,6;0,3;64,8;1,4;24,2;4,5;16,3;4,7;5,9;5,7;-11,2;0
751197519;Amerique 19;75119;Paris 19e Arrondissement;26,4;11909,7;16298,6;22815,5;0,7;8661,0;11068,5;12996,0;14312,9;18106,5;21004,0;25016,0;31864,5;3,7;4,6;0,3;65,3;1,4;27,3;10,5;10,4;4,1;3,1;3,2;-14,9;0
751197520;Amerique 20;75119;Paris 19e Arrondissement;23,4;12689,0;20467,3;30816,0;0,9;8937,7;11420,8;14079,0;17034,0;24327,8;28185,4;32858,0;41148,0;4,6;5,6;0,3;79,0;5,5;17,3;9,5;6,6;2,9;1,8;1,9;-17,9;0
751197521;Amerique 21;75119;Paris 19e Arrondissement;22,3;12933,1;20460,8;29326,0;0,8;8883,0;11451,1;13896,3;17348,9;23529,5;27098,0;32123,8;38916,1;4,4;5,6;0,3;82,0;5,3;14,7;10,8;5,8;2,0;2,0;1,8;-18,6;0
751197522;Amerique 22;75119;Paris 19e Arrondissement;19,3;14245,0;22944,0;33181,3;0,8;9361,3;12446,0;16064,0;19823,0;26701,0;30494,0;35829,2;43566,0;4,7;5,3;0,3;84,6;4,6;15,3;9,9;5,0;2,0;1,4;1,6;-19,4;0
751197523;Amerique 23;75119;Paris 19e Arrondissement;12,7;16033,3;24145,7;33056,5;0,7;11255,7;14745,8;17409,0;20913,6;27166,7;30261,0;35745,3;44248,9;3,9;4,6;0,3;86,2;5,1;13,4;8,9;4,9;2,3;1,2;1,4;-18,5;0
751197524;Amerique 24;75119;Paris 19e Arrondissement;17,1;15296,0;24958,1;35919,3;0,8;10203,6;13580,3;17088,2;20038,0;28712,6;33613,3;39891,4;48826,0;4,8;5,7;0,3;73,5;4,1;23,9;15,5;4,3;1,5;1,5;1,3;-21,3;0
751197601;Combat 1;75119;Paris 19e Arrondissement;13,5;15728,0;24510,0;36083,9;0,8;10509,6;14346,1;17320,3;21074,8;28259,4;32915,7;38957,0;47571,1;4,5;5,5;0,3;79,2;5,7;19,9;12,0;3,7;1,2;1,3;1,2;-20,5;0
751197602;Combat 2;75119;Paris 19e Arrondissement;14,6;16136,0;26004,6;38961,3;0,9;10315,7;14376,7;17844,7;22134,0;30827,8;36137,1;42037,3;55391,1;5,4;6,6;0,4;78,3;8,1;18,0;15,7;3,7;1,4;1,1;1,1;-23,8;0
751197603;Combat 3;75119;Paris 19e Arrondissement;9,4;19683,0;29233,0;40793,2;0,7;12522,0;17749,0;21496,0;25144,0;33618,0;38067,3;44069,6;54969,3;4,4;5,2;0,3;76,2;6,3;23,0;15,1;2,5;1,2;0,6;0,7;-23,1;0
