IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6015;DISP_Q115;DISP_MED15;DISP_Q315;DISP_EQ15;DISP_D115;DISP_D215;DISP_D315;DISP_D415;DISP_D615;DISP_D715;DISP_D815;DISP_D915;DISP_RD15;DISP_S80S2015;DISP_GI15;DISP_PACT15;DISP_PTSA15;DISP_PCHO15;DISP_PBEN15;DISP_PPEN15;DISP_PPAT15;DISP_PPSOC15;DISP_PPFAM15;DISP_PPMINI15;DISP_PPLOGT15;DISP_PIMPOT15;DISP_NOTE15
751207915;Pere Lachaise 15;75120;Paris 20e Arrondissement;11,9;19041;27708;37857;0,68;11197;16754;21049;24496;31468;35686;40743;53730;4,8;5,6;0,31;94,5;82,6;4,7;7,2;15,7;9,9;2,4;0,6;0,9;1,0;-22,5;0
751207916;Pere Lachaise 16;75120;Paris 20e Arrondissement;26,7;11873;18840;32670;1,10;8396;10579;13076;15811;23993;29639;36224;45805;5,5;6,4;0,36;81,3;73,3;3,8;4,3;23,8;8,7;5,6;1,4;2,4;1,9;-19,4;0
751208001;Charonne 1;75120;Paris 20e Arrondissement;28,3;11851;16237;21664;0,60;9064;11035;12667;14679;18144;20564;23365;28671;3,2;3,6;0,25;64,7;59,3;4,1;1,2;30,7;5,0;11,7;3,4;4,5;3,7;-12,1;0
751208002;Charonne 2;75120;Paris 20e Arrondissement;16,3;16649;25604;36996;0,79;9862;13606;18069;21963;29656;34493;39894;49511;5,0;5,9;0,33;83,2;75,8;3,5;3,9;21,9;13,4;3,2;1,1;1,1;1,0;-21,7;0
751208003;Charonne 3;75120;Paris 20e Arrondissement;16,0;15126;22350;31386;0,73;10150;13778;16929;19639;25597;29201;34297;42784;4,2;4,9;0,30;83,7;74,7;3,9;5,1;22,2;10,2;4,2;1,1;1,6;1,5;-20,3;0
751208004;Charonne 4;75120;Paris 20e Arrondissement;;23091;32867;44330;0,65;14821;20509;25137;29468;36997;41804;47947;59219;4,0;4,8;0,29;86,5;77,7;3,4;5,4;22,6;13,1;1,7;0,6;0,6;0,5;-23,9;0
751208005;Charonne 5;75120;Paris 20e Arrondissement;16,1;15452;27533;38469;0,84;8841;13955;18010;22688;31793;36171;41903;50344;5,7;6,0;0,33;88,0;79,2;3,0;5,8;20,4;10,6;3,5;0,9;1,5;1,1;-22,5;0
751208006;Charonne 6;75120;Paris 20e Arrondissement;13,2;17510;28687;39990;0,78;10801;15462;20262;24909;33188;37320;42687;50386;4,7;5,6;0,32;88,5;80,1;3,2;5,2;20,7;11,1;2,7;0,9;1,0;0,9;-23,0;0
751208007;Charonne 7;75120;Paris 20e Arrondissement;21,6;12734;18405;28714;0,87;9513;11802;13754;16021;21422;26192;31594;40997;4,3;5,4;0,34;86,8;78,1;4,5;4,2;17,1;8,1;6,9;2,5;2,2;2,2;-18,9;0
751208008;Charonne 8;75120;Paris 20e Arrondissement;33,5;11021;15242;21263;0,67;8652;10430;11768;13549;17397;19745;23217;28422;3,3;3,8;0,26;70,5;65,3;3,8;1,4;24,4;4,2;13,0;3,1;5,8;4,0;-12,1;0
751208009;Charonne 9;75120;Paris 20e Arrondissement;35,1;10529;14354;19364;0,62;7173;9592;11218;13107;15905;18177;20774;26658;3,7;3,9;0,26;71,8;64,7;5,7;1,3;23,6;4,3;11,9;1,9;5,7;4,3;-11,6;0
751208010;Charonne 10;75120;Paris 20e Arrondissement;25,6;12128;17493;24991;0,74;8838;11201;13327;15657;19965;23108;27213;32612;3,7;4,4;0,29;85,3;76,8;5,5;3,0;16,6;4,4;9,0;2,7;3,5;2,8;-15,3;0
751208011;Charonne 11;75120;Paris 20e Arrondissement;33,3;10832;14782;20448;0,65;8478;9946;11730;12993;17369;19226;22344;27225;3,2;3,7;0,26;64,9;59,5;3,9;1,5;29,0;4,6;13,0;3,6;5,4;4,0;-11,5;0
751208012;Charonne 12;75120;Paris 20e Arrondissement;23,9;12510;18479;27696;0,82;9141;11545;13690;15870;21411;25163;30342;37948;4,2;5,2;0,33;86,3;75,7;5,9;4,7;15,9;7,9;7,5;2,5;2,6;2,4;-17,6;0
751208013;Charonne 13;75120;Paris 20e Arrondissement;21,2;13383;20757;30172;0,81;9329;12089;14671;17059;23714;27878;32975;41066;4,4;5,4;0,32;88,6;80,2;4,6;3,8;16,0;7,4;6,4;2,3;2,0;2,0;-18,4;0
751208014;Charonne 14;75120;Paris 20e Arrondissement;21,3;13377;21300;31637;0,86;8757;11971;15090;18015;25026;29300;34314;41671;4,8;5,9;0,33;88,2;79,5;4,5;4,2;16,3;9,6;5,1;1,3;2,0;1,7;-19,2;0
751208015;Charonne 15;75120;Paris 20e Arrondissement;15,7;16407;27068;38264;0,81;9875;14042;18408;22923;31106;35709;41569;51578;5,2;6,3;0,34;93,0;83,9;3,7;5,4;15,7;10,3;3,1;1,0;1,1;1,0;-22,1;0
751208016;Charonne 16;75120;Paris 20e Arrondissement;25,2;12330;20343;30159;0,88;8299;10965;13839;17094;23911;27854;33139;42678;5,1;6,3;0,35;93,2;81,1;4,4;7,8;11,9;7,9;6,6;2,0;2,5;2,1;-19,6;0
751208017;Charonne 17;75120;Paris 20e Arrondissement;22,3;13162;21598;33432;0,94;8001;10852;14413;17466;25510;30074;37005;48743;6,1;7,1;0,37;86,0;75,5;3,9;6,5;20,7;9,7;4,9;1,8;1,5;1,6;-21,3;0
751208018;Charonne 18;75120;Paris 20e Arrondissement;21,5;13142;18546;27340;0,77;9126;11860;14406;16450;21868;25245;30180;36904;4,0;4,8;0,30;89,1;80,1;6,2;2,8;14,6;5,6;7,3;2,5;2,4;2,4;-16,6;0
751208019;Charonne 19;75120;Paris 20e Arrondissement;22,3;13068;19077;27526;0,76;8909;11722;14044;16423;22236;25673;29839;36644;4,1;4,8;0,30;80,3;73,3;4,3;2,6;22,9;5,8;7,7;2,7;2,7;2,3;-16,7;0
751208020;Charonne 20;75120;Paris 20e Arrondissement;40,3;10306;13911;18688;0,60;7565;9452;10997;12229;15491;17381;20101;24370;3,2;3,4;0,24;65,1;58,7;5,0;1,5;24,4;3,4;16,8;4,7;6,6;5,6;-9,7;0
751208021;Charonne 21;75120;Paris 20e Arrondissement;36,1;10495;14781;20257;0,66;7943;9507;11417;13024;16679;18880;21791;26806;3,4;3,9;0,26;69,5;63,4;5,0;1,1;23,5;4,0;14,1;4,2;5,2;4,7;-11,1;0
751208022;Charonne 22;75120;Paris 20e Arrondissement;18,1;14277;19889;28381;0,71;9739;12967;15387;17642;23127;26117;32267;39641;4,1;4,8;0,31;74,8;68,6;3,8;2,5;27,3;9,3;6,0;2,0;2,3;1,7;-17,4;0
751208023;Charonne 23;75120;Paris 20e Arrondissement;20,9;13434;20145;29827;0,81;9760;12209;14558;17666;23753;27567;32528;39852;4,1;5,0;0,31;87,8;78,0;4,9;4,9;16,3;8,1;6,8;2,2;2,6;2,1;-19,0;0
751208024;Charonne 24;75120;Paris 20e Arrondissement;15,3;15860;23995;33838;0,75;10436;14157;17960;20826;27547;30938;36599;45629;4,4;5,2;0,31;81,3;73,3;3,7;4,3;25,5;9,4;4,2;1,6;1,3;1,4;-20,4;0
751208025;Charonne 25;75120;Paris 20e Arrondissement;16,0;15560;23111;32988;0,75;9904;13703;16800;19854;26787;30836;35614;41350;4,2;5,0;0,30;91,9;84,2;4,5;3,2;15,4;6,4;5,1;1,8;1,7;1,7;-18,8;0
751208026;Charonne 26;75120;Paris 20e Arrondissement;;18059;26437;37795;0,75;11606;16155;19920;22649;30176;35183;40623;48132;4,1;5,2;0,32;89,0;80,3;4,2;4,5;20,4;10,3;2,5;0,6;1,0;0,9;-22,2;0
760570102;Le Hamelet-Les Campeaux-Cite Lamarck;76057;Barentin;13,7;14517;19344;24033;0,49;11271;13549;15607;17454;21227;22989;25302;30780;2,7;3,1;0,23;72,5;67,7;3,7;1,1;27,4;5,2;7,9;3,4;2,3;2,2;-13,0;0
760570103;Cite Badin-Centre Ville;76057;Barentin;20,8;13169;17288;21670;0,49;9846;12180;14062;15660;18832;20654;22994;26623;2,7;3,1;0,22;66,5;58,3;5,1;3,0;30,9;5,1;9,5;2,9;3,4;3,2;-12,0;0
760570104;Boieldieu;76057;Barentin;5,6;18137;22592;28169;0,44;13957;16920;19073;20904;24522;26802;29583;34553;2,5;2,8;0,20;78,4;73,8;2,7;1,9;28,2;5,4;3,7;2,4;0,7;0,6;-15,7;0
760570105;Lalizel;76057;Barentin;;12559;17664;23008;0,59;9476;11582;13692;15396;19696;21840;24351;28826;3,0;3,4;0,24;71,4;64,9;5,0;1,6;26,5;3,9;10,2;2,7;4,1;3,3;-12,0;0
761080101;Le Mont Fortin;76108;Bois-Guillaume;;22321;30057;40657;0,61;16405;20673;23609;26765;34136;38055;44104;53172;3,2;4,4;0,29;78,9;65,1;1,8;12,0;27,2;15,5;1,9;0,9;0,5;0,5;-23,5;0
761080102;l'Eglise;76108;Bois-Guillaume;;23411;32532;45849;0,69;17094;21453;25072;28739;36354;42126;51315;68745;4,0;4,9;0,32;63,0;46,1;1,7;15,2;39,9;21,1;1,5;0,7;0,4;0,4;-25,5;0
761080104;La Breteque;76108;Bois-Guillaume;5,3;20976;29823;40648;0,66;15317;19093;22728;25757;33337;37561;43950;53634;3,5;4,3;0,29;80,0;67,2;2,1;10,7;27,1;13,6;2,2;1,1;0,6;0,5;-22,9;0
761080105;Rue Herbeuse;76108;Bois-Guillaume;;21046;28914;39854;0,65;15315;18962;22325;25484;31908;36440;43688;56478;3,7;4,6;0,30;80,4;65,8;2,5;12,2;25,8;14,5;2,6;1,2;0,7;0,7;-23,3;0
761140101;Bolbec Ouest;76114;Bolbec;23,2;12660;17030;22146;0,56;10077;11705;13578;15496;18871;20912;23772;28807;2,9;3,3;0,24;65,1;59,2;4,2;1,7;30,7;4,8;11,2;3,5;4,5;3,2;-11,8;0
761140102;Bolbec Nord;76114;Bolbec;17,1;13730;17771;22339;0,48;10276;12890;14327;16114;19452;21288;23400;28318;2,8;3,0;0,22;67,3;62,1;4,1;1,1;31,2;4,3;9,1;3,5;3,3;2,3;-11,9;0
761140103;Bolbec Est;76114;Bolbec;25,9;12316;17086;22074;0,57;9055;11518;12945;15333;18840;20750;23469;27932;3,1;3,4;0,24;63,4;56,4;5,1;1,8;30,8;4,4;13,0;3,5;5,7;3,9;-11,6;0
761140104;Bolbec Centre;76114;Bolbec;24,9;12344;16057;21035;0,54;9343;11563;13042;14647;17971;19841;22496;26857;2,9;3,5;0,25;60,9;52,2;4,7;4,0;31,2;6,9;12,6;3,6;5,0;3,9;-11,6;0
761570101;Habitat Ancien;76157;Canteleu;14,4;15245;20582;26365;0,54;10858;14040;16395;18551;22653;24852;28107;33098;3,0;3,3;0,23;82,4;76,0;3,0;3,3;21,7;5,0;6,1;2,7;1,6;1,8;-15,2;0
761570201;Beguiniere;76157;Canteleu;;18307;23530;28643;0,44;14424;17227;19657;21719;25322;27501;30416;36093;2,5;3,0;0,21;62,2;57,2;2,7;2,4;43,6;8,1;2,6;1,5;0,7;0,4;-16,5;0
761570301;Cite Verte-Zone a;76157;Canteleu;;9634;12760;16035;0,50;7814;9131;10349;11588;13655;15357;16969;19389;2,5;3,0;0,21;55,6;;;;23,5;1,9;26,2;6,2;11,1;8,9;-7,2;0
761570302;Cite Verte-Zone b;76157;Canteleu;47,4;9821;12611;16016;0,49;7794;8967;10538;11393;13989;15463;16793;19472;2,5;2,9;0,21;58,2;;;;19,6;1,8;27,5;5,9;12,6;8,9;-7,1;0
761570401;Centre Ville;76157;Canteleu;21,8;12860;17011;21526;0,51;9775;11964;13695;15496;18922;20592;23234;26272;2,7;3,1;0,22;56,5;52,2;3,6;0,8;39,6;4,5;11,2;3,6;4,0;3,6;-11,8;0
761570501;Cite Rose-Zone a;76157;Canteleu;20,9;12892;16767;21752;0,53;9522;11869;13645;14994;18601;20852;22532;26635;2,8;3,1;0,22;62,3;;;;34,7;3,7;11,4;3,7;4,0;3,7;-12,1;0
761570502;Cite Rose-Zone b;76157;Canteleu;42,5;10275;13049;16960;0,51;8335;9730;10983;12018;14466;16150;17854;20873;2,5;2,8;0,20;53,5;46,8;5,8;0,9;28,3;2,0;24,1;6,2;9,8;8,1;-7,9;0
762160101;Quartier Fontenelle;76216;Déville-lès-Rouen;21,6;12968;17944;22813;0,55;9414;12071;13970;16074;19969;21894;24015;27988;3,0;3,4;0,23;70,1;64,3;4,2;1,5;27,4;4,0;10,4;3,4;3,7;3,3;-11,9;0
762160102;Quartier Georges Hebert;76216;Déville-lès-Rouen;14,6;14344;19063;24103;0,51;10347;13236;15406;17245;20892;22867;25543;30564;3,0;3,5;0,25;74,3;67,4;3,7;3,2;25,4;7,6;6,7;2,3;2,0;2,4;-14,0;0
762160103;Les Hauts de Deville-Les-Rouen;76216;Déville-lès-Rouen;18,0;14142;19348;24784;0,55;9887;12891;15057;17137;20875;23493;26107;30990;3,1;3,5;0,24;73,1;66,8;4,8;1,6;28,4;5,1;7,5;2,3;2,7;2,5;-14,1;0
762160104;Le Centre;76216;Déville-lès-Rouen;28,1;11612;17280;22869;0,65;8811;10471;12816;15362;19599;21786;24713;29528;3,4;4,0;0,27;68,3;61,4;4,3;2,6;28,4;4,6;11,8;3,0;4,8;4,0;-13,1;0
762170101;Caude Cote;76217;Dieppe;;17599;23489;33469;0,68;12726;16106;18549;21018;26877;30474;36112;48099;3,8;4,5;0,30;62,6;50,0;2,2;10,4;39,3;15,0;3,5;1,0;1,5;1,1;-20,4;0
762170102;Janval Quatre Vents;76217;Dieppe;25,3;12318;17157;22006;0,56;9255;11443;13173;15274;18983;20741;23722;28748;3,1;3,6;0,25;54,7;48,0;4,0;2,8;39,8;6,5;11,2;2,8;5,0;3,4;-12,2;0
762170103;Janval Bruyeres Ferme des Hospices;76217;Dieppe;41,4;9938;13649;17312;0,54;8026;9271;10868;12130;14937;16430;18703;21849;2,7;3,1;0,22;50,6;;;;32,4;3,0;22,4;4,6;10,7;7,0;-8,4;0
762170104;Janval Chateau Michel Feldmann;76217;Dieppe;20,7;12898;17387;23239;0,59;9250;12147;13981;15651;19358;22075;24816;30126;3,3;3,8;0,26;57,4;50,5;3,3;3,7;39,2;7,3;9,4;2,0;4,4;3,0;-13,3;0
762170105;Val Druel;76217;Dieppe;38,5;10891;13490;17654;0,50;8643;10049;11513;12483;15169;16916;18903;22666;2,6;3,0;0,22;58,5;52,0;5,6;0,9;24,6;3,3;22,8;6,6;9,3;6,9;-9,2;0
762170107;Saint-Pierre;76217;Dieppe;12,6;16171;22196;30312;0,64;11440;14412;17306;19891;24669;28431;33724;40036;3,5;4,5;0,29;56,3;47,1;2,2;7,0;43,5;13,0;4,8;1,0;2,3;1,5;-17,6;0
762170108;Centre Ville Saint-Jacques;76217;Dieppe;25,7;12023;16375;22486;0,64;8437;11139;13222;14919;18653;20962;23990;29636;3,5;4,4;0,29;52,4;44,0;3,8;4,6;39,9;8,3;12,6;1,5;6,4;4,6;-13,2;0
762170109;Front de Mer Bout du Quai;76217;Dieppe;22,7;12846;17589;24862;0,68;9100;11696;13702;15306;20373;22943;27618;35843;3,9;4,8;0,31;48,4;41,3;3,5;3,6;44,5;13,7;9,2;1,3;4,5;3,4;-15,8;0
762170110;Pollet Cite du Marin;76217;Dieppe;29,4;11303;15816;21687;0,66;8671;10245;12697;14264;17985;20268;23102;28567;3,3;4,2;0,28;52,0;43,4;4,4;4,3;38,3;6,9;14,8;2,0;8,0;4,7;-12,0;0
762170111;Les Coteaux;76217;Dieppe;19,5;13215;17273;21801;0,50;10141;12426;14129;15779;18647;20639;23062;27515;2,7;3,0;0,22;58,2;53,4;3,7;1,1;39,3;4,9;9,5;2,2;4,2;3,1;-11,9;0
762170112;Vieux Neuville;76217;Dieppe;;15919;21568;27253;0,53;11825;14783;17322;19542;23783;25798;29024;34565;2,9;3,3;0,23;59,3;50,1;2,8;6,4;42,9;8,8;3,9;1,9;1,2;0,8;-14,9;0
762170113;Neuville Lotissements;76217;Dieppe;15,2;14051;18796;24372;0,55;11142;13138;15101;16787;20619;22715;26407;31535;2,8;3,2;0,23;63,3;57,2;3,0;3,2;37,5;6,3;6,7;2,6;2,2;1,9;-13,8;1
762170114;Paul Bert Puys;76217;Dieppe;;15507;20275;26971;0,57;12179;14604;16550;18582;22375;24698;29709;34807;2,9;3,5;0,25;60,8;51,9;2,7;6,3;40,4;9,4;5,2;1,7;2,2;1,3;-15,8;0
762170115;Bel Air;76217;Dieppe;38,2;10857;14123;19398;0,60;8679;10151;11397;12573;15873;18185;20499;24388;2,8;3,1;0,23;47,1;42,2;4,0;1,0;40,7;4,9;17,0;4,1;7,1;5,7;-9,7;0
762170116;Grands HLM Commerces;76217;Dieppe;41,1;10148;13327;17716;0,57;8239;9470;10959;12202;14505;16499;18886;21269;2,6;2,9;0,21;52,0;45,6;6,0;0,4;32,4;2,7;21,4;6,4;7,9;7,1;-8,5;0
762310101;Hotel de Ville;76231;Elbeuf;38,9;10142;14296;19678;0,67;7794;9368;10904;12648;15907;18314;21067;25130;3,2;4,0;0,27;59,5;49,9;6,6;3,1;26,1;6,6;18,6;3,4;8,3;6,8;-10,8;0
762310102;Cerisaie;76231;Elbeuf;24,9;12417;16954;22577;0,60;8572;11107;13394;15277;18649;21299;24107;29233;3,4;4,1;0,27;66,8;59,7;5,2;1,9;27,4;7,0;11,8;2,8;4,7;4,3;-13,0;0
762310103;Puchot Grandin;76231;Elbeuf;39,1;10313;13923;18997;0,62;7995;9534;11147;12393;15400;17429;19971;23019;2,9;3,2;0,24;56,1;48,0;6,9;1,2;29,0;3,2;20,6;4,7;9,4;6,6;-8,9;0
762310104;Parc Saint-Cyr;76231;Elbeuf;28,9;11942;15578;21544;0,62;8593;11177;12431;13887;17694;20210;22832;26793;3,1;3,6;0,26;66,3;59,9;5,1;1,3;25,3;5,7;14,1;4,5;4,8;4,8;-11,4;0
762310105;Blin Gare;76231;Elbeuf;32,6;10937;15436;21267;0,67;8318;9956;11988;13543;17629;19859;22391;27330;3,3;4,0;0,27;64,6;57,0;6,6;1,0;24,8;7,2;15,5;3,0;7,0;5,5;-12,1;0
762310106;Mesliers Mont Duve;76231;Elbeuf;34,9;10739;14681;19867;0,62;8241;9983;11660;13038;16717;18676;21192;25925;3,1;3,7;0,26;67,5;60,2;6,1;1,3;19,4;3,8;19,9;4,4;8,7;6,8;-10,6;0
762310107;Buquet;76231;Elbeuf;;19308;23266;28556;0,40;15858;18309;20215;21776;25091;27235;30264;34699;2,2;2,5;0,18;76,3;71,6;2,8;2,0;30,5;5,5;3,6;2,4;0,7;0,5;-15,9;0
762310108;Puchot Saint-Jean;76231;Elbeuf;;10597;13398;17485;0,51;8177;9730;11195;12308;14441;16549;18885;22579;2,8;3,1;0,23;40,5;;;;41,5;4,1;22,6;5,7;9,3;7,6;-8,7;0
762590101;La Cote de la Vierge;76259;Fécamp;16,0;14534;19291;25063;0,55;10973;13689;15617;17519;20887;23716;27237;32935;3,0;3,5;0,25;68,1;59,2;3,8;5,2;33,4;7,9;6,0;2,4;2,2;1,4;-15,4;0
762590102;Le Port;76259;Fécamp;14,5;14403;19129;26927;0,65;11213;13319;15174;17190;21514;24575;29309;36862;3,3;4,5;0,31;52,7;43,7;3,2;5,8;44,2;15,1;5,3;1,3;2,1;1,9;-17,3;0
762590103;Le Centre;76259;Fécamp;18,8;13408;17523;23726;0,59;9985;12655;14139;15787;19826;22198;25533;32458;3,3;4,3;0,30;55,8;44,0;4,1;7,8;36,8;13,6;9,0;1,7;4,0;3,2;-15,2;0
762590104;Cote Saint-Jacques;76259;Fécamp;17,8;13775;18070;23034;0,51;10983;13064;14793;16240;19871;22042;24290;28936;2,6;3,0;0,22;66,6;60,1;4,2;2,3;31,6;6,3;8,8;3,6;2,8;2,4;-13,3;0
762590105;Saint-Benoit-Saint-Ouen;76259;Fécamp;23,2;12606;16701;21897;0,56;9875;11888;13637;15307;18463;20658;22862;26842;2,7;3,3;0,23;63,2;55,4;5,0;2,8;29,8;5,7;12,6;2,9;5,6;4,1;-11,3;0
762590106;Hopital;76259;Fécamp;24,4;12369;16283;21009;0,53;9643;11637;13489;14740;18086;19837;21946;26841;2,8;3,2;0,23;61,5;53,9;5,5;2,1;30,5;5,9;13,0;3,3;5,7;4,1;-10,9;0
762590107;Dugle-Val aux Clercs;76259;Fécamp;14,7;14471;19429;25318;0,56;11168;13680;15511;17319;21305;23473;27325;32865;2,9;3,6;0,26;57,9;50,5;2,8;4,5;40,5;9,2;6,9;2,2;2,8;1,9;-14,5;0
762590108;Le Ramponneau;76259;Fécamp;;10215;13042;16492;0,48;8070;9552;10728;11841;14079;15687;17551;20933;2,6;2,9;0,21;52,4;;;;26,4;3,4;25,5;6,9;11,1;7,5;-7,7;0
762590109;Val de Bucaille;76259;Fécamp;21,2;12889;16733;21336;0,50;9633;12005;13634;15082;18383;20209;22505;28371;2,9;3,4;0,24;57,5;;;;36,2;5,9;11,8;2,6;5,4;3,8;-11,4;0
762590110;Les Vikings;76259;Fécamp;;16268;20830;27213;0,53;12841;15155;17221;19447;22876;25502;28683;35537;2,8;3,3;0,24;49,7;42,8;2,5;4,3;50,5;11,4;4,1;1,0;1,9;1,3;-15,7;0
762590111;La Plage;76259;Fécamp;;15085;19807;25468;0,52;11063;13839;16312;17818;21661;23920;27410;34396;3,1;3,7;0,26;61,1;52,9;4,7;3,4;38,3;10,4;5,4;1,7;2,0;1,8;-15,2;0
763220101;Verdun;76322;Le Grand-Quevilly;10,6;15657;19714;24414;0,44;12264;14643;16589;18072;21354;23216;25776;30252;2,5;2,8;0,20;70,3;64,8;3,2;2,3;33,3;4,4;5,6;2,0;2,0;1,6;-13,6;0
763220102;Camus;76322;Le Grand-Quevilly;14,1;14796;18735;23796;0,48;11349;13821;15606;17397;20621;22607;25059;29283;2,6;2,9;0,21;64,6;59,9;3,5;1,3;37,6;4,9;6,6;2,3;2,1;2,2;-13,7;1
763220103;Parc Provinces;76322;Le Grand-Quevilly;8,9;16006;20560;25803;0,48;12687;15000;17103;18799;22167;24594;27066;31317;2,5;2,9;0,21;55,5;49,9;2,3;3,3;48,9;6,2;3,7;1,1;1,2;1,4;-14,3;0
763220201;Roosevelt Est;76322;Le Grand-Quevilly;9,2;16028;19840;24518;0,43;12771;15120;16919;18434;21338;23054;25860;30863;2,4;2,8;0,20;59,6;54,3;3,5;1,8;43,7;5,8;4,6;1,9;1,3;1,5;-13,7;0
763220202;Sainte-Lucie;76322;Le Grand-Quevilly;8,1;16342;20558;25766;0,46;13051;15515;17301;18992;22375;24731;27644;33244;2,5;2,9;0,21;69,0;63,2;2,9;3,0;35,3;6,4;3,9;1,5;1,1;1,2;-14,6;0
763220301;Village Scolaire;76322;Le Grand-Quevilly;15,5;13996;17802;22524;0,48;11018;13052;14699;16266;19326;21155;23706;29055;2,6;3,0;0,21;58,7;54,0;3,8;0,9;42,5;4,9;6,7;1,7;2,4;2,6;-12,8;0
763220302;Delacroix;76322;Le Grand-Quevilly;;15851;19598;23604;0,40;13128;15060;16625;18217;20660;22649;24948;29129;2,2;2,4;0,18;61,2;56,2;3,7;1,2;42,7;4,7;4,9;2,1;1,2;1,6;-13,5;0
763220401;Chene à Leu;76322;Le Grand-Quevilly;10,5;15730;19110;23342;0,40;12117;14899;16409;17639;20556;22214;24652;27875;2,3;2,6;0,19;80,3;74,8;4,2;1,3;24,0;3,1;6,1;2,7;1,5;1,9;-13,5;0
763220402;Plaine de Jeux;76322;Le Grand-Quevilly;;13877;17601;21324;0,42;11142;13024;14712;16184;18960;20465;22515;25445;2,3;2,5;0,18;66,4;;;;35,1;2,9;7,7;2,1;2,8;2,8;-12,1;0
763220403;Gendarmerie;76322;Le Grand-Quevilly;;14121;17893;21639;0,42;11232;13233;14743;16331;19239;20904;22631;25746;2,3;2,6;0,19;70,9;;;;30,3;3,3;7,6;2,6;2,3;2,8;-12,1;0
763220501;Le Bourg;76322;Le Grand-Quevilly;20,0;13207;17266;21964;0,51;10028;12302;14131;15629;18924;20853;23150;27087;2,7;3,0;0,21;68,4;62,5;4,1;1,8;31,0;3,1;8,9;3,5;2,9;2,4;-11,4;0
763510101;Centre Ville-Saint Michel;76351;Le Havre;;17374;22520;28665;0,50;12966;16297;18516;20508;24673;27315;30396;37617;2,9;3,5;0,25;61,9;54,2;2,3;5,4;41,7;10,9;3,6;1,2;1,1;1,3;-18,1;0
763510102;Centre Ville-Le Perrey;76351;Le Havre;12,8;14695;18504;23476;0,47;11653;13887;15538;17122;20192;22231;25219;30129;2,6;3,0;0,22;65,2;60,8;3,4;1,0;37,1;5,3;6,4;1,6;2,4;2,4;-14,0;0
763510103;Centre Ville-Porte Oceane;76351;Le Havre;8,9;16418;21264;27539;0,52;12712;15542;17402;19325;23213;25963;29231;34380;2,7;3,1;0,22;65,5;60,1;2,8;2,6;39,1;7,7;4,0;1,1;1,5;1,5;-16,3;0
763510104;Centre Ville-St Francois Notre Dame;76351;Le Havre;11,1;16068;21041;27129;0,53;11463;14907;17235;19349;23080;25629;28685;32898;2,9;3,4;0,23;79,5;72,5;3,7;3,3;25,0;7,1;5,0;1,0;1,9;2,0;-16,6;0
763510105;Centre Ville-Port de Plaisance;76351;Le Havre;;17948;24466;33328;0,63;13893;16681;19250;21790;27720;31346;36665;45091;3,2;4,2;0,29;43,8;38,5;2,2;3,1;55,7;19,4;2,5;0,5;1,0;1,0;-21,4;0
763510106;Centre Ville-Saint Roch;76351;Le Havre;;19490;25628;35685;0,63;13734;17755;20934;23339;28989;33017;39070;47038;3,4;4,2;0,29;55,3;47,2;2,2;5,9;47,2;16,9;2,2;0,7;0,9;0,7;-21,6;0
763510107;Centre Ville-Saint Joseph;76351;Le Havre;;18806;25432;32979;0,56;14065;17313;20246;23014;27964;31046;35217;43107;3,1;3,8;0,26;55,1;49,1;2,0;3,9;48,4;14,2;2,2;0,6;0,8;0,8;-19,9;0
763510108;Centre Ville-Bourse;76351;Le Havre;9,9;16490;22265;29035;0,56;12343;15372;17645;19987;24441;27346;31285;37329;3,0;3,6;0,25;72,1;65,0;3,8;3,3;32,8;8,9;4,2;1,1;1,6;1,6;-18,0;0
763510201;Saint-Vincent;76351;Le Havre;10,0;17363;24739;34477;0,69;12324;15854;18707;21631;27978;32060;38294;48917;4,0;5,0;0,32;72,9;61,5;2,7;8,7;28,7;15,6;4,3;1,1;1,7;1,5;-21,5;0
763510301;Cote Ouest Ormeaux-Gobelins;76351;Le Havre;;19829;28222;39183;0,69;14558;18351;21357;24563;31669;36505;42892;58265;4,0;5,4;0,34;69,2;54,3;2,1;12,8;35,0;18,0;2,6;0,8;0,9;0,8;-24,8;0
763510302;Cote Ouest Ormeaux-Hopital;76351;Le Havre;;18601;25576;35006;0,64;13339;16631;20095;22843;28930;32455;37323;52022;3,9;4,7;0,30;79,8;66,3;2,1;11,4;27,0;11,2;3,5;1,2;1,1;1,1;-21,5;0
763510303;Cote Ouest Ormeaux-Pasteur;76351;Le Havre;;17541;22814;31014;0,59;12523;16105;18833;20943;25744;28705;32919;43017;3,4;4,1;0,27;79,0;69,4;3,1;6,6;27,8;7,9;4,3;1,1;1,8;1,4;-19,0;0
763510304;Cote Ouest Ormeaux-Funiculaire;76351;Le Havre;;18998;26288;35276;0,62;13705;17347;20428;23423;29138;33272;38199;51115;3,7;5,2;0,33;74,5;59,3;2,3;12,9;34,0;12,5;2,6;0,8;0,9;0,9;-23,6;0
763510401;Anatole France Danton-Gallieni;76351;Le Havre;10,9;16023;21280;28847;0,60;11920;14884;17105;19233;24046;26939;30874;38158;3,2;3,8;0,27;75,5;64,8;3,0;7,7;29,2;7,5;5,4;1,4;2,0;2,0;-17,6;0
