codgeo;disp_q1_a17;disp_q2_a17;disp_q3_a17;disp_q1q3q2_a17;disp_d1_a17;disp_d2_a17;disp_d3_a17;disp_d4_a17;disp_d6_a17;disp_d7_a17;disp_d8_a17;disp_d9_a17;disp_d1d9_a17;disp_gini_a17;disp_s80s20_a17;disp_pact_a17;disp_pcho_a17;disp_ppen_a17;disp_ppat_a17;disp_ppsoc_a17;disp_ppfam_a17;disp_ppmini_a17;disp_pplogt_a17;disp_pimpot_a17;tp60_a17;note
QP083015;9150;11390;14010;0,4;7180;8480;9650;10380;12360;13440;15100;17410;2,4;0,195;2,724;41,3;5,6;20,5;1,2;41,8;10,4;20,3;11,1;-4,8;63,3;0
QP083016;9660;12980;17690;0,6;7150;9130;10330;11690;14360;16540;19130;24210;3,4;0,292;4,387;58,3;5,2;22,4;4,9;25,7;2,7;14,6;8,4;-11,3;47,8;0
QP083017;9970;12630;15980;0,5;8050;9570;10540;11650;13680;14940;17160;21270;2,6;0,213;2,877;42,9;6,4;27,7;3,4;33;6,5;17,8;8,7;-7;50,4;0
QP083018;9540;12140;15290;0,5;7360;8890;10060;11170;13200;14460;16390;19440;2,6;0,208;2,862;48,2;7,8;30,4;3,3;25,2;9;10,4;5,8;-7,1;56;0
QP083019;10330;13770;18100;0,6;8030;9640;11210;12400;15260;17070;19660;22100;2,8;0,232;3,336;55,5;5,5;28,5;3,3;21;4,2;10,4;6,4;-8,3;42;0
QP083020;9790;13340;18020;0,6;7530;9100;10450;11770;14800;17060;19510;23670;3,1;0,27;3,927;61,3;6,4;22;5,5;21,3;4,6;10,1;6,6;-10,1;45,5;0
QP083021;9960;12710;16030;0,5;7760;9430;10410;11570;13890;15210;17000;19620;2,5;0,206;2,854;52,4;5,7;26,1;1,5;26,6;6,5;11,2;8,9;-6,6;48,9;0
QP084001;10220;13850;18250;0,6;8030;9550;11130;12580;15400;17250;19310;22790;2,8;0,235;3,363;55,4;6,2;28,9;3,4;20,4;4,7;9,3;6,4;-8,1;41,4;0
QP084002;9620;12230;15690;0,5;7760;9100;10120;11140;13290;14720;16840;20330;2,6;0,223;3,105;51;6,8;22,2;2,5;31,4;9;12,7;9,7;-7,1;53,9;0
QP084003;9780;12210;15710;0,5;7810;9040;10160;11180;13330;14900;17030;20310;2,6;0,222;3,075;51;6,3;21,8;2,6;31,8;9,5;12,1;10,2;-7,2;54,1;0
QP084004;9510;12040;14930;0,5;7830;9130;10100;11090;13080;14330;15900;18350;2,3;0,199;2,73;51,1;7,9;17,7;1,4;35,7;10,5;14,1;11,1;-5,9;56;0
QP084005;9920;14290;20240;0,7;7740;9530;10350;12500;16540;18870;21610;27060;3,5;0,297;4,46;57,5;5,7;29,2;4,4;19,5;2,7;9,6;7,2;-10,6;41,2;0
QP084006;10310;12690;16470;0,5;8090;9540;10690;11730;14140;15630;17650;20910;2,6;0,219;3,015;60,2;7,5;18,1;2,8;26,8;8,3;9,9;8,6;-7,9;49,6;0
QP084007;11750;16160;21120;0,6;8980;10980;12680;14420;17930;20010;22660;26810;3;0,248;3,574;70,5;6,1;22,7;5,1;13,2;2,5;6,7;4;-11,5;29,8;0
QP084008;9170;12270;16410;0,6;6090;8430;9740;10960;13540;15370;17580;22050;3,6;0,3;4,722;57,7;8,1;22,3;6,6;23,6;3,7;11,5;8,4;-10,2;53,2;0
QP084009;9130;11440;15850;0,6;7210;8600;9800;10590;12530;14650;16780;19930;2,8;0,226;3,115;52,5;8;24,9;2,8;26,8;9,2;9,4;8,2;-7;61,5;0
QP084010;9070;10560;12980;0,4;6810;8340;9470;9990;11540;12500;13730;15630;2,3;0,187;2,605;46,9;11,1;19,2;0,9;37,3;12,8;12,6;11,9;-4,3;72;0
QP084011;10570;12900;16680;0,5;8230;10160;11050;11910;14140;15800;17900;20600;2,5;0,202;2,782;56,6;8,9;22,9;2,2;25,2;7,8;8,8;8,6;-6,9;47,9;0
QP084012;9460;12060;15920;0,5;7320;8870;10140;10980;13270;14910;16890;20840;2,8;0,236;3,34;53,2;7,8;25,2;2,4;26,4;8;10,1;8,3;-7,2;54,8;0
QP084013;9630;11820;16070;0,5;7960;9260;10260;10830;12910;14720;17600;22300;2,8;0,242;3,213;49,7;5,5;29;3,6;24,8;7,2;9,8;7,8;-7,1;58,2;0
QP084014;9570;11940;15520;0,5;7910;9150;10080;11150;13150;14580;16690;19450;2,5;0,206;2,813;51,7;7,6;21,5;1,6;31,3;9,5;11,6;10,2;-6,1;55,9;0
QP084015;10660;13720;17110;0,5;8630;10030;11190;12200;14910;16020;18120;21360;2,5;0,201;2,674;61;7,4;18,2;2,1;25,9;8,3;9,1;8,5;-7,2;44,6;0
QP084016;10160;13510;18690;0,6;7690;9540;10610;12030;15510;17740;19980;23720;3,1;0,257;3,671;64,9;6,9;23;4,8;17,3;4,7;6,6;6;-10;44,5;0
QP084017;10190;13110;17350;0,5;8160;9480;10950;11940;14610;16170;18720;22050;2,7;0,236;3,305;55,3;6,9;29,1;4,6;20;4,8;8,7;6,5;-9;45,1;0
QP084018;9960;12540;15590;0,4;8390;9670;10450;11460;13690;15040;16480;18440;2,2;0,186;2,496;55,2;9,4;19,4;1,3;30,3;8,7;11,3;10,3;-6,2;51,2;0
QP084019;10180;13080;17300;0,5;8360;9860;10800;11920;14360;16020;18330;22550;2,7;0,254;3,476;56,7;6,3;26,9;5,1;20,1;5,5;7,9;6,7;-8,8;46,7;0
QP084020;9540;12210;15390;0,5;7350;8990;10120;11180;13210;14610;16370;18890;2,6;0,207;2,926;53,9;8,4;23,4;2,1;27,2;8,7;10,6;7,9;-6,6;54;0
QP084021;10350;13070;17410;0,5;8110;9540;10880;12120;14770;16100;18740;22400;2,8;0,255;3,608;60,8;7,6;26,2;4,7;17,8;5,8;6,9;5,1;-9,5;46,2;0
QP084022;10120;12750;16750;0,5;7760;9660;10530;11610;13790;15510;17850;22300;2,9;0,259;3,641;56;6,9;23,1;4,9;24,5;6,9;10;7,6;-8,5;49,6;0
QP085001;11090;13830;17390;0,5;8880;10340;11750;12690;15010;16570;18450;20930;2,4;0,192;2,637;53,6;6;28,1;3,2;23,4;5,4;10,6;7,4;-8,3;39,8;0
QP085002;10490;13460;17030;0,5;8360;9670;10930;12110;14530;16030;17910;21040;2,5;0,21;2,869;60,4;6,3;19,2;2,6;26,4;5;13,4;8;-8,6;44,5;0
QP085003;11800;14920;19500;0,5;8720;11130;12430;13530;16610;18370;20990;24520;2,8;0,225;3,121;70,2;6,4;18,5;3;18,9;4,4;8,3;6,2;-10,6;31,5;0
QP085004;10730;13830;18110;0,5;8410;9930;11500;12650;15180;17010;19170;23140;2,8;0,239;3,328;48,8;5,9;32,7;4,3;23;3,6;12,5;6,9;-8,8;40,4;0
QP086001;10130;12460;15730;0,4;8060;9320;10510;11490;13450;14760;16760;19980;2,5;0,208;2,891;42,8;6,1;27,9;3;33,1;8,5;15;9,6;-6,8;52,2;0
QP086002;10390;14080;18900;0,6;8000;9500;11090;12570;16100;17860;20410;24810;3,1;0,304;4,716;63,4;4,6;23,6;6,1;20,3;4;9,8;6,5;-13,4;40,9;0
QP086003;9880;12630;16320;0,5;8310;9510;10680;11810;13800;15270;17770;20800;2,5;0,208;2,797;52,2;6,2;23,8;2,2;29,8;7,5;13,3;9;-8;50,3;0
QP086004;9980;12290;15610;0,5;8070;9240;10500;11440;13190;14640;16770;19490;2,4;0,202;2,807;47,8;6,1;23,2;1,9;34,1;9,5;14,1;10,5;-7;53,9;0
QP086005;10370;13340;17760;0,6;8250;9750;10960;12160;14870;16700;19050;23140;2,8;0,236;3,288;46,2;4,8;34,8;4,4;24,4;5,9;10,7;7,8;-9,8;44,1;0
QP086006;10130;13350;17610;0,6;7500;9350;10790;12220;14830;16550;18610;21930;2,9;0,236;3,482;61;7;18,7;2,4;27,1;4,3;13,3;9,5;-9,2;43,5;0
QP087001;9570;11240;14570;0,4;7760;8960;9840;10410;12050;13500;15440;18060;2,3;0,2;2,744;42,9;6;22,9;1,8;38;11,5;16,9;9,6;-5,6;64,7;0
QP087002;9410;11930;15490;0,5;7070;8690;9970;10880;13040;14520;16560;19210;2,7;0,223;3,164;41;5,6;27,6;1,9;35,8;10;16,2;9,6;-6,3;56,7;0
QP087003;10040;13820;17820;0,6;8200;9450;10970;12310;15370;16980;18930;22190;2,7;0,24;3,406;55,2;5;27,5;4,1;22,6;4,1;11,4;7,1;-9,4;42,6;0
QP087004;9870;12720;17000;0,6;8090;9340;10450;11650;14130;15870;18310;20750;2,6;0,217;2,993;49;5,4;27,2;2,2;29;7,7;13,2;8,1;-7,4;49,6;0
QP087005;9230;11520;15070;0,5;7690;8910;9700;10580;12640;14010;16330;20100;2,6;0,222;3,053;43,2;4,9;23,8;2,2;37,6;12;15,7;9,9;-6,8;60,3;0
QP087006;9630;12060;15790;0,5;7460;8950;10140;11050;13220;14730;16980;20280;2,7;0,229;3,155;42,3;5,1;30,3;2,7;32,3;9,1;14,1;9,1;-7,6;55,2;0
QP087007;11250;14730;19660;0,6;8520;10250;11880;13160;16570;18570;20820;24890;2,9;0,251;3,582;51,1;4,1;33;5,5;20,9;2,7;11,7;6,5;-10,5;35,8;0
QP087008;10270;13010;16620;0,5;8150;9620;10790;11920;14350;15710;17740;20700;2,5;0,216;2,967;47,7;5,1;28,2;2,8;29,2;6,3;13,8;9,1;-7,9;47,4;0
QP087009;10480;13890;18450;0,6;8680;9960;11260;12800;15440;17440;19830;24060;2,8;0,244;3,327;50,7;4,1;35;3,9;20,2;4,5;9,4;6,3;-9,8;39,6;0
QP088001;9570;12400;16320;0,5;7530;9010;10160;11240;13570;15140;17390;20640;2,7;0,224;3,138;39,1;5,6;33;4,1;31;6,3;15,7;9;-7,2;52,3;0
QP088002;9570;12080;15150;0,5;7960;9060;10000;11060;13240;14360;16200;19990;2,5;0,218;2,977;41,7;5,7;27,5;2,3;35;8,5;16,3;10,2;-6,5;55,4;0
QP088003;10090;12950;17710;0,6;8060;9510;10750;11660;14410;16450;18830;21700;2,7;0,221;3,031;49,4;5,8;29,3;2,3;26,7;5,4;12,7;8,6;-7,7;48,3;0
QP088004;10910;13680;18330;0,5;8460;10240;11380;12550;15280;17410;19740;24410;2,9;0,233;3,185;45,7;4,9;36,3;4,9;21,9;4,8;10,7;6,4;-8,8;41,3;0
QP088005;10000;12940;17090;0,5;8430;9430;10660;11770;14330;15990;18200;21440;2,5;0,218;2,932;47,8;6,6;30,4;3,1;26,5;5,8;12,6;8,1;-7,8;48,4;0
QP088006;10420;13120;16820;0,5;8280;9890;11010;12170;14280;15660;17620;20300;2,5;0,203;2,778;40,7;5,7;37,6;3,1;25,8;6,5;11,6;7,7;-7,2;44,4;0
QP089001;11150;14140;18240;0,5;8670;10280;11580;12820;15560;17270;19340;22250;2,6;0,222;3,053;55,3;5,6;26,2;4,1;23,5;5,4;11,1;7;-9,1;37,8;0
QP089002;10390;13010;16660;0,5;8190;9740;10910;11960;14130;15710;17700;20900;2,6;0,215;2,975;50,6;5,1;27,3;2,9;27,4;8;11,7;7,7;-8,2;46,4;0
QP089003;8480;11670;15360;0,6;6700;8310;9100;10230;12830;14180;16620;20670;3,1;0,253;3,586;43;5;26,8;2,8;34,8;6,3;18,9;9,6;-7,4;59,3;0
QP089004;10630;13440;17040;0,5;8760;10050;11290;12270;14370;15860;17970;21110;2,4;0,211;2,873;55,3;5,5;21,8;2,2;28,2;8,7;11,9;7,6;-7,5;42,7;0
QP089005;9250;11860;15540;0,5;7720;8870;9800;10740;13290;14760;16500;18920;2,5;0,211;2,881;44,7;6,3;26,8;2,6;32,4;7,9;14,4;10,1;-6,5;55,5;0
QP089006;10060;12750;15890;0,5;8170;9530;10580;11630;13720;14960;17030;20000;2,4;0,201;2,758;49,5;7;24,4;2,1;31;8,3;13,3;9,4;-7;49,3;0
QP089007;11090;14120;17520;0,5;8850;10270;11590;12830;15550;16920;18690;22010;2,5;0,2;2,819;64,5;6,6;18,2;1,8;24,4;6,8;10,3;7,3;-8,9;38,7;0
QP090001;11080;14300;18050;0,5;8640;10020;11570;12910;15710;17200;19570;23010;2,7;0,233;3,295;65;5,4;22,5;2,4;20,1;5,9;7,7;6,5;-10;37,1;0
QP090002;9930;12150;15950;0,5;8060;9430;10530;11440;13260;14720;17060;20190;2,5;0,212;2,892;51,4;6,5;25,6;1,7;28,1;8,4;11,8;7,9;-6,8;54,6;0
QP090003;10890;14190;19060;0,6;8700;10010;11560;12890;15780;17780;20270;24290;2,8;0,238;3,294;53,9;4,8;30,8;3,7;20,9;3,1;10,9;6,9;-9,3;38;0
QP090004;10680;13600;17700;0,5;8450;9930;11290;12420;14950;16680;19080;23220;2,7;0,234;3,242;54,6;5,1;28,7;3,3;22,4;6,4;9,3;6,7;-9;42,5;0
QP090005;11490;15140;19690;0,5;9970;10990;12140;13570;17350;18900;20960;23570;2,4;0,21;2,78;56,9;4,7;28,9;2,8;19,9;6,2;8,5;5,2;-8,5;34,4;0
QP091001;12800;16130;21070;0,5;10040;12140;13200;14850;18180;19670;22670;26810;2,7;0,223;2,989;77,4;5,3;18;2;15,2;8;3;4,2;-12,6;24,2;0
QP091002;10050;12770;16410;0,5;7580;9450;10590;11760;14220;15600;17540;20800;2,7;0,223;3,203;67,6;5,5;15,9;1,4;23,7;8,1;8,8;6,8;-8,6;49,4;0
QP091003;11400;15320;20050;0,6;8850;10560;12070;13650;17050;18920;21530;25440;2,9;0,234;3,358;82,7;5,7;10,6;2;16,8;6,7;5,2;4,9;-12,1;33,4;0
QP091004;11510;14350;18540;0,5;8640;10810;12230;13200;15680;17690;19310;22650;2,6;0,211;2,94;65,8;5,1;21,2;1,7;20,9;7,6;7,1;6,2;-9,6;33,9;0
QP091005;10610;14140;19520;0,6;7610;9840;11640;12820;16230;18130;20850;26040;3,4;0,285;4,316;82,8;4,8;12,4;3,8;13,9;4,4;5,2;4,3;-12,9;37,6;0
QP091006;11360;14950;19520;0,5;8530;10470;12010;13560;16740;18440;20630;24040;2,8;0,228;3,259;74,5;5,5;17,6;1,8;16,4;6,2;5,4;4,8;-10,3;34,2;0
QP091007;11640;15310;19540;0,5;9020;11020;12300;14010;16730;18440;20830;24300;2,7;0,222;3,106;74,6;6,1;17,3;2,2;16,4;7,9;4,2;4,3;-10,5;31,4;0
QP091008;10500;14230;18790;0,6;8460;9880;11250;12640;15840;17760;19850;23050;2,7;0,226;3,154;81,4;7,2;9,4;1,3;18,3;6,6;5,5;6,2;-10,4;40,1;1
QP091009;11750;15620;19210;0,5;8990;10810;12630;13790;17050;18530;20730;23980;2,7;0,211;2,931;74,9;5,1;14,2;1,6;19,1;7,3;6,5;5,3;-9,8;30,5;0
QP091010;11430;14840;19180;0,5;8490;10580;12000;13420;16210;17970;20420;23540;2,8;0,22;3,122;72,2;5,7;17,1;1,6;18,8;7,1;5,9;5,8;-9,7;35,4;0
QP091011;10790;13970;17540;0,5;8400;10020;11690;12740;15300;16590;18640;21890;2,6;0,206;2,864;73,4;6,6;12;1,4;22,7;9;6,4;7,3;-9,5;38,8;0
QP091012;11450;14740;18800;0,5;9080;10880;11990;13430;16080;17730;20200;23520;2,6;0,211;2,925;75,6;5,3;14,7;1,8;18,6;8,1;5,2;5,3;-10,7;34,6;0
QP091013;11920;14630;18480;0,4;9800;11080;12380;13460;15980;17370;19580;22540;2,3;0,189;2,555;75,3;5,7;14,5;1,5;18,6;7;6,1;5,5;-9,9;31,5;0
QP091014;11710;15140;19390;0,5;9130;10770;12220;13720;16740;18590;20300;23760;2,6;0,208;2,877;72,4;5,3;19,3;1,7;16,7;7,5;4,6;4,6;-10,1;33,1;0
QP091015;11350;14630;18830;0,5;9110;10810;12020;13270;15890;17770;19790;23600;2,6;0,211;2,901;73;5;16,4;1,5;19,3;7,8;6,1;5,4;-10,2;36,1;0
QP091016;11640;14720;18970;0,5;8800;10770;12200;13510;16090;17930;20150;23370;2,7;0,213;2,986;81,1;6,2;8,1;1,4;19,5;8,5;5,3;5,7;-10,1;32,9;0
QP091017;11380;15010;19500;0,5;8550;10560;12240;13590;16560;18380;20660;24970;2,9;0,236;3,4;80,8;6;11,6;2,2;16,8;6,8;5,3;4,7;-11,4;33,3;0
QP091018;12010;14920;19630;0,5;9090;11410;12660;13700;16510;18450;20890;25010;2,8;0,215;3,017;85;5,5;6,6;1,4;18;7,7;5,2;5,1;-11;30;0
QP091019;11590;15160;19670;0,5;8680;10950;12350;13610;16770;18620;21000;24980;2,9;0,229;3,224;77,9;5,5;14,4;2,1;16,8;6,7;5,2;4,9;-11,2;32,7;0
QP091020;11150;15220;19790;0,6;8230;10670;11840;13130;16970;18570;21620;26060;3,2;0,253;3,718;76,7;5,6;17,5;3,1;14,7;6,4;4,5;3,8;-12;36,7;0
QP091021;12100;15120;19360;0,5;9620;11300;12860;13950;16770;18380;20970;25090;2,6;0,211;2,883;73,4;5,3;18,7;1,8;17,1;6,4;5,9;4,8;-11;28;0
QP091022;11510;15130;19720;0,5;9160;10710;12260;13530;16870;18850;21000;24910;2,7;0,235;3,185;82,7;6,1;7,1;1,8;19,8;5,9;7,2;6,7;-11,4;34;0
QP091023;12150;15480;19890;0,5;9460;11150;12880;14150;16880;18950;21400;25100;2,7;0,217;2,981;84,7;5,2;8,3;1,7;16,9;6,7;5,5;4,7;-11,6;28,2;0
QP091024;14410;18980;24970;0,6;11730;13700;15620;16920;20720;23770;26690;31300;2,7;0,228;3,142;86,6;4,2;15,5;4,2;8,2;4,6;1,7;1,9;-14,5;;0
QP091025;11250;14870;19610;0,6;8860;10650;11860;13360;16600;18520;20980;24160;2,7;0,225;3,139;74,2;5,1;18,2;2,6;15,8;7,1;4,2;4,5;-10,8;36,3;0
QP091026;10760;13930;18570;0,6;8440;10190;11380;12740;15490;17330;19600;23460;2,8;0,229;3,211;71,4;6;16,6;2;20,3;8,4;6,5;5,4;-10,3;39,7;0
QP091027;9080;12180;16370;0,6;6300;8240;9780;10970;13440;15210;17460;21480;3,4;0,265;4,128;75,9;5,5;12,6;2,4;20,2;8,5;6,3;5,4;-11,1;54,3;0
QP091028;12590;16480;21430;0,5;9320;11850;13350;14960;18090;20320;23030;26740;2,9;0,226;3,201;84,5;5,4;12,8;1,6;13,1;5,7;4,1;3,3;-12;25,3;0
QP091029;12890;15760;19130;0,4;9660;11710;13460;14620;17090;18570;20130;23960;2,5;0,206;2,865;77,3;4,6;11,4;2,4;19,2;10,3;3,4;5,5;-10,3;23,6;0
QP091030;11190;14380;18880;0,5;8920;10260;11770;13090;15910;17770;20380;24930;2,8;0,234;3,267;74,6;5,6;15,8;2,5;18,5;7,2;5,7;5,6;-11,4;36,2;0
QP091031;11390;14690;18420;0,5;9400;10700;12250;13290;16270;17670;19620;23060;2,5;0,205;2,768;70,5;6,1;19,2;1,4;19;8,9;4,9;5,2;-10,1;34,2;0
QP091032;11350;14620;18240;0,5;9160;10620;12090;13370;15910;17440;19400;22900;2,5;0,202;2,78;70,4;5,8;16,1;1,6;22,1;9,7;5,5;6,9;-10,2;35;0
QP091033;12460;16190;20650;0,5;9790;11740;13100;14540;17800;19660;22280;25480;2,6;0,208;2,869;80;4,7;15,4;1,9;14,8;6,5;4,3;4;-12,1;26,7;0
QP091034;11710;15090;19620;0,5;9400;10790;12580;13710;16760;18450;20550;24630;2,6;0,221;3,091;75;5,3;16;2;18,2;7;5,9;5,3;-11,2;30,6;0
QP091035;6310;12340;20920;1,2;4600;5640;7380;9640;14990;18890;23600;30200;6,6;0,386;7,876;78,3;5,3;21,9;5,5;9;1,8;4,2;3;-14,7;50,6;0
QP091036;11040;14210;18560;0,5;8760;10230;11580;12840;15680;17610;19700;23650;2,7;0,222;3,023;70,1;5,2;17,4;2,6;19,4;8,8;4,9;5,7;-9,5;38,1;0
QP091037;11040;14370;18530;0,5;8720;10250;11450;13010;15950;17570;19600;22860;2,6;0,214;2,948;74,4;5,9;13,8;1,5;19,5;8,7;5,7;5,1;-9,2;37,9;0
QP091038;10200;13060;16660;0,5;8240;9450;11020;12140;13970;15510;17530;20040;2,4;0,197;2,746;71,5;6,3;10,8;1,4;25,1;11,4;7,2;6,5;-8,8;43,6;0
QP091039;11720;15110;20120;0,6;9000;10850;12350;13700;16830;18900;21670;25510;2,8;0,231;3,225;70;5,1;24,9;2,5;13,7;5,2;4,6;3,9;-11,1;32,1;0
QP092001;11910;16330;21450;0,6;8660;10870;12900;14350;18070;20280;23180;29770;3,4;0,28;4,187;84,3;5;15,3;3;11,4;4,1;3,9;3,4;-14;29;1
QP092002;10970;14830;19720;0,6;8410;10260;11780;13460;16960;18740;20720;23930;2,8;0,223;3,105;70;6,3;20,4;1,7;17,8;6,9;6,4;4,5;-9,9;36,1;0
QP092003;11450;14880;19630;0,5;8910;10560;12270;13600;17030;18790;21240;24850;2,8;0,224;3,15;72,1;5,2;20,8;2,2;15,3;4,7;6,4;4,2;-10,4;32,5;0
QP092004;12220;15110;19790;0,5;9260;11440;12680;13930;17080;18810;21060;24410;2,6;0,207;2,835;69,8;5,7;22,4;1,9;15,8;6,2;5,5;4,1;-9,9;29,9;0
QP092005;12260;15870;20460;0,5;9260;11450;13010;14280;17430;19340;21550;25780;2,8;0,22;3,093;75,1;5,3;19,2;2,5;14,4;4,6;5,7;4,1;-11,2;27,9;0
QP092006;10960;14600;19290;0,6;8280;10320;11580;13240;16190;18110;20360;24470;3;0,233;3,342;69,8;6,1;19,1;1,9;19;5,5;7,5;6;-9,8;35,7;0
QP092007;11130;14490;19300;0,6;8600;10400;11860;13050;15990;17940;20720;25070;2,9;0,239;3,39;70;6,1;20,6;2,5;17,6;6;6,8;4,8;-10,7;36,7;0
QP092008;11720;14690;19780;0,5;8740;10860;12350;13340;16580;18390;20800;25390;2,9;0,233;3,236;73,8;5,7;16,8;2,1;17,9;5,4;7,2;5,3;-10,6;32,9;0
QP092009;13620;18490;25070;0,6;10190;12500;14560;16460;20470;23110;26690;32170;3,2;0,248;3,579;89,7;4,6;13,1;3;9,5;3,8;3,2;2,5;-15,3;21,3;0
QP092010;12070;15520;19920;0,5;9220;11000;12700;14250;17250;18880;21440;26060;2,8;0,222;3,135;68,7;5,2;24,4;2,8;14,9;6,2;4,5;4,2;-10,8;29,6;0
QP092011;11810;15290;20130;0,5;8850;11050;12430;13780;17110;18970;21770;25840;2,9;0,235;3,351;70,2;5,4;22,9;2,6;15,4;5,3;5,7;4,4;-11,1;31,9;0
QP092012;11780;15100;19510;0,5;8950;10920;12500;13670;16600;18490;20810;24480;2,7;0,22;3,089;70,9;5,4;21,8;2,3;15,9;6,1;5,4;4,4;-10,9;31,1;0
QP092013;11520;15540;20370;0,6;8710;10680;12240;13750;17190;19180;21670;25390;2,9;0,236;3,355;65,6;5,2;27,1;2,8;15,3;4,7;6,4;4,2;-10,8;32,7;0
QP092014;9410;14480;22500;0,9;5420;8240;10350;12310;16990;20360;25000;33820;6,2;0,371;7,37;89;4;14,5;5,7;7,6;2,2;3;2,4;-16,8;41,9;0
QP092015;11310;15260;20890;0,6;8510;10460;12150;13640;17050;19430;22750;28590;3,4;0,273;4,012;80,1;5;15;2,9;14,6;5,4;5,3;3,9;-12,6;33,3;0
QP092016;11130;14640;19570;0,6;8410;10380;11930;13350;16280;18250;21140;25760;3,1;0,264;3,759;77,1;5;15,3;2,3;16,3;5,4;6,6;4,3;-11;35,8;0
QP092017;11580;15840;21900;0,7;8260;10700;12380;14250;18080;20500;24070;30360;3,7;0,276;4,153;78,4;5,2;19,3;3;11,9;4,2;4,1;3,6;-12,6;30,8;0
QP092018;11700;15580;20250;0,5;8290;10560;12330;13930;17120;18850;21160;25750;3,1;0,244;3,644;79,2;3,8;17,9;2,7;12,3;4,2;4,5;3,6;-12,1;31,4;0
QP092019;11820;15480;20070;0,5;9080;11050;12480;13960;16950;18930;21370;25120;2,8;0,223;3,136;74;5,3;19,4;2,5;15;6,2;4,9;3,9;-10,9;31,3;0
QP092020;12270;15880;19910;0,5;9640;11340;12940;14280;17550;19060;21450;25190;2,6;0,22;3,047;78,6;5,6;15,6;2,4;14,9;6,2;4,1;4,6;-11,5;28,5;0
QP092021;10010;13740;19050;0,7;7610;9630;11120;12490;15950;17820;20220;22560;3;0,236;3,345;71;6,2;20,7;1,9;16,5;5,4;6,3;4,8;-10,1;42;0
QP093001;10800;14990;19610;0,6;7520;9970;11500;13130;16300;18320;21560;25480;3,4;0,264;3,933;77,3;4,2;18,4;2,5;14,9;5,2;5,3;4,4;-13,1;37,6;0
QP093002;11270;14900;19290;0,5;8960;10410;12120;13430;16580;18320;20600;24310;2,7;0,22;3,019;74,6;4,7;18,3;1,9;16,7;6,8;5,5;4,4;-11,5;34;0
QP093003;9770;12690;16430;0,5;7850;9240;10320;11420;13950;15510;17630;20940;2,7;0,225;3,124;65;5,7;14,5;1,9;27,2;10;9,5;7,7;-8,6;49,7;0
QP093004;10970;14460;18930;0,6;8360;10230;11500;12920;16230;17930;20150;23780;2,8;0,232;3,273;70,7;5;18,6;4;17,5;5,3;7,1;5,1;-10,8;38,4;0
QP093005;10780;14640;18860;0,6;8340;9920;11730;13300;16250;17960;19930;23890;2,9;0,238;3,379;67,1;5,7;21,5;3,7;18,6;4,9;8,2;5,5;-10,9;36,3;0
QP093006;10500;15180;19670;0,6;7540;9610;11250;13490;16610;18600;21530;25520;3,4;0,276;4,39;82,1;5;14,4;3,6;13,2;4,6;4,8;3,8;-13,3;34,3;0
QP093007;10480;13820;18200;0,6;8560;9870;11190;12490;15440;16950;19410;22820;2,7;0,223;3,092;66,2;5,2;18,3;1,8;23,5;8,5;8,7;6,3;-9,8;41,1;0
QP093008;9540;13740;18900;0,7;6750;8940;10360;12270;15760;17570;20010;24160;3,6;0,267;4,02;63,6;5,8;27,1;2,5;17,3;4,4;7,6;5,3;-10,5;43,3;0
QP093009;10660;14420;19690;0,6;7930;9880;11330;12820;16170;18430;21240;25830;3,3;0,264;3,851;70,7;5,4;21,8;3,3;16,6;5,4;6,6;4,6;-12,4;38,8;0
QP093010;11220;14690;19050;0,5;8800;10530;11990;13360;16160;18070;20260;23650;2,7;0,22;3,093;74,3;4,9;16,4;2,1;17,9;6,4;6,3;5,2;-10,7;35,1;0
QP093011;10830;14110;18510;0,5;8240;10100;11500;12760;15680;17410;19930;24070;2,9;0,237;3,377;72,7;5,3;17,6;2,5;18,3;6,5;6,7;5,1;-11,1;39,3;0
QP093012;10720;14300;19050;0,6;8110;9910;11620;12980;15980;17950;20600;24160;3;0,238;3,382;70,2;5,7;17,9;2,5;20,1;6,3;8,1;5,7;-10,7;37,7;0
QP093013;11160;14810;19050;0,5;8630;10370;11920;13390;16190;17840;20500;24220;2,8;0,222;3,085;74,2;5,4;16,5;1,6;18,3;6,8;6,4;5,1;-10,6;35,4;0
QP093014;10640;14120;18490;0,6;8170;9840;11350;12730;15570;17470;19820;23910;2,9;0,237;3,383;70,5;5,8;17,3;2,7;19,9;6,9;7,5;5,5;-10,4;39,4;0
QP093015;10970;14770;19990;0,6;8200;10100;11690;13130;16550;18480;21460;25920;3,2;0,251;3,625;74,3;5,5;19,2;3;15,3;4,9;6,1;4,3;-11,8;36,8;0
QP093016;10950;14650;19250;0,6;8490;10270;11640;13050;16490;18130;20360;24400;2,9;0,242;3,385;74,1;5;16,3;2,8;18,5;7,1;6,3;5,1;-11,7;37,6;0
QP093017;10950;14770;20130;0,6;8730;10290;11610;13140;16360;18830;21700;26540;3;0,25;3,526;80,5;5,5;13,7;2,1;16,1;5,3;5,8;5;-12,4;36,4;0
QP093018;10600;14230;19200;0,6;8110;9700;11270;12710;15960;17940;20630;25050;3,1;0,251;3,611;71,6;5,1;20,3;2,6;17,1;5,5;6,9;4,7;-11,6;39,7;0
