codgeo;disp_q1_a16;disp_q2_a16;disp_q3_a16;disp_q1q3q2_a16;disp_d1_a16;disp_d2_a16;disp_d3_a16;disp_d4_a16;disp_d6_a16;disp_d7_a16;disp_d8_a16;disp_d9_a16;disp_d1d9_a16;disp_gini_a16;disp_s80s20_a16;disp_pact_a16;disp_pcho_a16;disp_ppen_a16;disp_ppat_a16;disp_ppsoc_a16;disp_ppfam_a16;disp_ppmini_a16;disp_pplogt_a16;disp_pimpot_a16;tp60_a16;note
QP034015;9440;13800;18070;0,6;6900;8860;10820;12140;15110;16900;20120;24340;3,5;0,279;4,464;71,3;6,1;17,4;2,9;19,7;3,1;8,3;8,3;-11,3;41,1;0
QP034016;10940;13280;17110;0,5;8900;10400;11630;12310;14420;16180;18080;20820;2,3;0,195;2,637;53,1;5,8;28,3;2,5;24,4;5,8;10,9;7,8;-8,3;41,2;0
QP034017;9010;11270;14310;0,5;7330;8540;9330;10440;12220;13570;15120;17320;2,4;0,196;2,672;42,9;6,6;22,4;1,7;38,5;10,8;16,6;11,1;-5,5;62,1;0
QP034018;10240;13750;19530;0,7;7960;9510;11010;12370;15720;18150;20880;25740;3,2;0,269;3,946;53,7;7;32,9;6;18,6;3;9,6;6;-11,2;40,9;0
QP034019;9980;13220;18070;0,6;7790;9320;10600;11920;15070;16980;19450;24050;3,1;0,269;3,872;49,7;7,6;31,5;7,2;22,5;4;11,5;7;-10,9;44,2;0
QP034020;10420;13920;18200;0,6;7960;9690;10940;12530;15560;17160;19710;24220;3;0,268;3,909;46,1;4,4;36,9;6,3;20,3;3,3;10,7;6,3;-9,6;39,9;0
QP034021;9710;12750;17090;0,6;7270;8980;10290;11410;14150;15920;18600;22660;3,1;0,27;3,991;58,9;8;22,4;5,7;22,5;5,8;9,8;7;-9,5;48,2;0
QP034022;9750;12850;17350;0,6;7360;8940;10440;11410;14350;16230;18620;21990;3;0,258;3,697;49,2;5,8;32;6,2;22,3;4,8;10,4;7,1;-9,7;48,2;0
QP035001;11020;13950;17640;0,5;8770;10420;11660;12850;15180;16700;18920;22290;2,5;0,211;2,896;50;5,8;30,9;4;23,8;4,2;11,8;7,8;-8,7;36,4;0
QP035002;9880;12540;17090;0,6;7750;9270;10360;11430;14060;16030;18420;21870;2,8;0,241;3,451;51,9;5,7;27,7;3,2;26,4;7,8;10,1;8,4;-9,2;49,2;0
QP035003;10100;13400;17870;0,6;7780;9450;10770;12060;15110;16890;19010;22700;2,9;0,238;3,39;58,5;6,4;26,1;3,2;22;4,9;9,5;7,6;-9,8;43,1;0
QP035004;9260;12470;16490;0,6;7180;8740;9860;11090;13860;15410;17570;20990;2,9;0,245;3,471;49,5;6,3;24,2;3,4;31,1;5,2;16;9,9;-8,2;50,1;0
QP035005;9990;12940;17420;0,6;7750;9360;10490;11590;14400;16380;18800;22350;2,9;0,234;3,292;54,6;5,7;26,6;2,9;25,1;7,1;10,2;7,8;-9,2;46,7;0
QP035006;9750;12540;16960;0,6;7760;9230;10120;11330;14110;16160;17610;20750;2,7;0,215;2,938;51,3;6,4;24,1;2,3;30;5,8;13,8;10,5;-7,7;49,2;0
QP035007;10250;12950;16850;0,5;7590;9910;10800;11610;14310;15930;18370;20730;2,7;0,224;3,14;45,4;6,6;33,3;3,6;25,1;5,2;11,5;8,4;-7,4;45;0
QP036001;10110;12650;16210;0,5;8460;9440;10650;11700;14040;15060;17250;19540;2,3;0,194;2,651;51,3;7,6;25,8;2,3;27,9;4;13,7;10,2;-7,3;48,5;0
QP036002;9810;12390;15610;0,5;7920;9270;10410;11280;13480;14830;16660;19660;2,5;0,207;2,853;47,3;7,5;25,3;2,5;31,9;8,1;13,6;10,3;-7;51,4;0
QP036003;10920;14690;19670;0,6;9000;10330;11580;12940;16050;18050;21040;24850;2,8;0,241;3,265;60,3;5,4;27;4,1;19,4;4,8;8,6;6;-10,8;36,7;0
QP036004;10640;13640;17590;0,5;8150;9810;11480;12480;15040;16800;18640;21820;2,7;0,214;2,985;54,9;7,5;27,2;2,8;23,1;4;11,3;7,7;-8;40;0
QP037001;11310;14040;17700;0,5;8690;10800;11920;13010;14830;16530;18810;22460;2,6;0,195;2,717;67,3;8,7;17,8;1,8;21,9;8,1;7,3;6,5;-8,8;35;0
QP037002;9400;12320;15880;0,5;7430;8860;9960;11060;13660;15090;17100;20050;2,7;0,225;3,187;52,7;6,6;24,3;2,5;28;8,8;11;8,2;-7,5;51,1;0
QP037003;10290;13740;18500;0,6;7830;9550;10910;12450;15650;17330;19830;24390;3,1;0,253;3,725;52,6;4,7;33,4;3,8;20,2;4,8;8,8;6,6;-10;40,3;0
QP037004;10420;14070;18190;0,6;7800;9730;11280;12610;15530;17330;19440;22910;2,9;0,238;3,506;53,8;5,2;33,8;3,7;18,3;5,3;7,5;5,6;-9,6;38,9;0
QP037005;9380;12250;15590;0,5;7130;8920;9920;11010;13410;14960;16510;19270;2,7;0,213;3,024;53,3;7,2;21,3;2,1;30,6;5,7;15,1;9,8;-7,3;52;0
QP037006;9110;11740;15160;0,5;6500;8330;9770;10780;12740;14130;16040;18010;2,8;0,214;3,152;46,9;6,9;21,3;1,6;36,6;7,5;17,2;11,9;-6,4;58,2;0
QP037007;9970;12890;17270;0,6;7730;9370;10530;11850;14290;16160;18270;22170;2,9;0,231;3,243;52,6;6,1;30,5;2,5;23,4;8,8;8;6,7;-9;46,3;0
QP037008;10670;13460;16780;0,5;8410;9840;11300;12350;14710;16080;17790;20110;2,4;0,195;2,747;58,1;6,9;22,5;2,1;25,3;5,3;11,7;8,3;-8;40,6;0
QP037009;9020;11560;14930;0,5;6730;8430;9510;10510;12700;14140;15980;19120;2,8;0,224;3,221;45,8;7,1;24,7;2,2;33,7;8;15,5;10,3;-6,4;58,1;0
QP037010;10330;13470;17410;0,5;8130;9550;10980;12230;14910;16610;18470;21210;2,6;0,213;2,943;67;7;16,3;2;23,5;6,9;9,1;7,5;-8,8;42,5;0
QP037011;10220;13270;16810;0,5;8110;9430;10790;12070;14410;15830;17860;21050;2,6;0,224;3,138;52,2;5,3;30,1;3;23,4;3,4;12,1;7,9;-8,7;43,1;0
QP037012;10750;13520;16990;0,5;8280;9920;11360;12560;15020;16200;17970;20750;2,5;0,202;2,85;59,4;7,5;28,1;2,5;18,5;4,5;7,7;6,3;-8,5;38,5;0
QP038001;10370;13400;17240;0,5;8230;9690;11070;12240;14940;16440;18480;21890;2,7;0,208;2,87;58;7,1;24,3;2,3;23,1;6,8;8,7;7,6;-7,7;42,4;0
QP038002;10200;13230;18200;0,6;8100;9620;10660;11650;15040;16820;19460;23430;2,9;0,229;3,039;45,6;5,8;38,4;5,1;20;5,8;7,4;6,8;-9,1;46,9;0
QP038003;9630;12740;16640;0,6;7430;8970;10330;11490;14180;15570;18000;21400;2,9;0,236;3,395;51,6;6,3;28,3;3,1;25,2;8,3;9;7,9;-8,2;48,2;0
QP038004;10220;13220;17440;0,5;8080;9410;10890;12100;14520;16390;18320;20770;2,6;0,209;2,881;56;6,7;25,5;2,3;23,9;7,1;8,9;7,9;-7,7;42,9;0
QP038005;11140;14740;18670;0,5;8360;10340;12090;13340;16060;17640;20000;24340;2,9;0,229;3,285;53,1;5;34,4;4,1;17,8;5;6,7;6,1;-9,4;33,8;0
QP038006;9680;12490;16030;0,5;7530;8900;10260;11590;13800;14990;16930;19900;2,6;0,223;3,119;53,9;6,1;24,6;2,5;26,4;7,4;10,6;8,4;-7,4;49,9;0
QP038007;10180;13350;18220;0,6;8060;9510;10810;12080;14930;16890;19630;24070;3;0,254;3,595;56,4;5,3;28,9;4;21;6,8;7,9;6,4;-10,3;43,3;0
QP038008;9970;12840;16750;0,5;7870;9330;10710;11700;14080;15650;17910;21630;2,7;0,225;3,176;55,8;5,7;22;2,7;27,4;7,4;11;9;-7,9;47,3;0
QP038009;10180;13400;19440;0,7;7260;9410;10970;12270;15130;17920;21470;31230;4,3;0,322;4,959;63,7;5,3;26,8;6,1;16,6;3,2;8,2;5,2;-13,2;41,3;0
QP038010;10730;13640;18190;0,5;8490;9890;11250;12190;15030;16930;19340;22710;2,7;0,219;2,981;61,3;5,6;21,1;3;22,5;8;7,3;7,1;-7,9;41,3;0
QP038011;10870;14150;19020;0,6;8380;10250;11400;12750;15720;17760;19990;24160;2,9;0,249;3,534;71,6;5,6;16,4;3,5;18,6;5,8;7;5,7;-10,1;38,8;0
QP038012;10330;13740;17010;0,5;8240;9790;10980;12540;14770;16130;18100;20680;2,5;0,2;2,738;54,8;7,5;26,8;2,3;23,3;6;9,8;7,4;-7,2;39,4;0
QP038013;10100;12470;15770;0,5;8330;9500;10460;11640;13530;14960;16780;19700;2,4;0,198;2,71;53,5;7,1;23,2;2,4;28;8,8;10,1;9,1;-7,1;50,4;0
QP038014;10900;14000;17830;0,5;8690;10290;11510;12560;15330;17020;18670;22040;2,5;0,204;2,815;70;8,3;12,6;1,8;24,1;7,6;8,2;8,3;-8,5;39,2;0
QP038015;10300;12970;16270;0,5;8140;9710;10870;12120;14080;15280;17490;20740;2,5;0,206;2,896;62,6;8;15,6;2;27,3;8,6;9,3;9,4;-7,5;44;0
QP038016;10680;14060;17790;0,5;8320;10040;11400;12860;15360;16880;18880;22120;2,7;0,218;3,039;65,1;7,1;19,7;2,3;21,6;8;6,3;7,3;-8,7;38;0
QP038017;10360;14250;18540;0,6;8030;9710;11140;12680;15980;17730;20170;24570;3,1;0,276;3,925;57,9;5,2;26,7;7,4;18,7;4,1;8,6;5,9;-10,7;38,6;0
QP038018;9960;12570;17740;0,6;7710;9460;10650;11740;14140;16350;18850;22130;2,9;0,244;3,324;62,3;6,6;21,5;4,5;20,7;6,4;7,6;6,7;-9;48;0
QP038019;9940;13130;18640;0,7;6030;9150;10570;11690;15020;16900;20300;24460;4,1;0,298;5,174;53,2;5,6;32,6;7,4;16,2;4,1;7,1;4,9;-9,4;46,5;0
QP038020;11420;14210;18650;0,5;8940;10720;12020;13130;15410;17670;19630;23450;2,6;0,219;2,941;67,9;6;20,1;3,5;17,9;7,9;4,5;5,6;-9,4;35,3;0
QP038021;11800;15160;18790;0,5;9270;11070;12640;14020;16540;18110;19680;22510;2,4;0,202;2,781;65,5;5,5;23,8;2,5;17,4;6;5,3;6,1;-9,2;29,4;0
QP038022;10480;13100;16380;0,5;8300;9690;11150;11920;14420;15520;17300;19850;2,4;0,195;2,68;56,6;6,1;25,2;2,4;23,1;7,3;9;6,8;-7,3;44,3;0
QP038023;10390;13630;17730;0,5;8200;9670;10870;12250;15060;16630;19190;22690;2,8;0,217;3,023;51,6;5;32,2;3,6;20,8;5,4;9,2;6,2;-8,2;42,6;0
QP038024;9740;12760;17360;0,6;7730;9260;10410;11600;14570;16370;18600;22030;2,8;0,243;3,392;63,9;5,3;18,4;3;23,7;6,1;10;7,6;-9;46,8;0
QP038025;10700;13720;17840;0,5;8590;10170;11370;12560;14980;17010;19070;22100;2,6;0,218;2,972;60,8;5,9;25,5;3,9;19;5,6;7,5;6;-9,2;39,8;0
QP038026;10090;13410;18170;0,6;8120;9520;10580;12030;15560;17340;19790;22980;2,8;0,236;3,207;68,3;6,1;16,5;2,9;21,7;8,6;6,7;6,4;-9,4;44,7;0
QP039001;9430;11670;15070;0,5;7240;8800;9920;10910;12680;13890;16100;19090;2,6;0,219;3,079;45,8;7;26,2;2,5;31,9;7;15,8;9,1;-6,4;58,3;0
QP039002;10120;12950;16930;0,5;7910;9510;10730;12010;14410;15800;18040;20980;2,7;0,218;3,07;47,4;6,8;33,9;3,1;23,4;5,7;10,6;7,1;-7,8;45;0
QP039003;10490;13380;16860;0,5;8430;9840;11200;12330;14720;15980;17710;21220;2,5;0,213;2,917;60,6;8,6;21,7;2,1;23,4;7,6;8,4;7,4;-7,8;41;0
QP039004;11040;14020;17390;0,5;7910;10630;11440;12670;14740;16100;18520;23160;2,9;0,224;3,078;58,1;6,6;30,1;3;17,5;4,6;7,6;5,4;-8,7;37,1;0
QP040001;11450;14900;19280;0,5;8680;10440;12150;13570;16300;18160;20660;25190;2,9;0,25;3,532;57,1;6,5;31,1;7,9;15,8;1,7;8,5;5,6;-11,9;32;0
QP040002;10200;13300;17020;0,5;8020;9700;10800;11820;14500;16150;18290;21730;2,7;0,222;3,044;50,8;6;29,7;4,2;23,6;5,9;9,6;8,1;-8,3;43,4;0
QP040003;11220;14500;18880;0,5;8870;10430;11870;13290;15840;17770;20690;23940;2,7;0,243;3,265;51,6;5,6;32,8;9,1;17,8;4,2;7,6;6;-11,3;33,8;0
QP040004;10050;12860;16040;0,5;8070;9400;10630;11640;13930;15310;17010;19920;2,5;0,207;2,905;56,5;6,4;18,1;2;31;9;12,4;9,5;-7,6;46,8;0
QP040005;10110;13700;17650;0,6;7790;9340;10650;12350;15090;16800;19000;22520;2,9;0,242;3,406;64,7;5,5;21;3,5;21,4;5,8;8,9;6,7;-10,6;40,7;0
QP041001;9300;12070;15490;0,5;7400;8720;9850;10960;13170;14530;16630;19750;2,7;0,221;3,114;54,9;8,4;20,6;2;30,1;9,3;12,3;8,5;-7,6;54,2;0
QP041002;9690;12290;15610;0,5;7200;8900;10310;11410;13410;14800;16840;19250;2,7;0,213;3,07;56,2;7,1;24,1;2,3;24,9;6,5;10,9;7,5;-7,5;52,5;0
QP041003;8640;11350;15980;0,6;6460;7850;8910;10230;13020;14900;17180;20420;3,2;0,261;3,848;44,6;7,6;30,7;2,3;29,2;5,6;13,7;9,9;-6,8;57,1;0
QP042001;10270;13310;17060;0,5;8030;9580;10860;11790;14460;16030;17870;20780;2,6;0,208;2,905;48,9;6,1;29,6;3,3;25,5;5,7;11,2;8,6;-7,3;44,2;0
QP042002;11010;14070;18180;0,5;8480;10400;11630;12810;15260;17100;19120;21780;2,6;0,205;2,868;57,6;6,2;29,3;3,4;18,1;5,7;6,8;5,6;-8,4;37,6;0
QP042003;9540;12690;16630;0,6;8040;8890;10210;11440;14390;15930;17640;20800;2,6;0,211;2,833;51,2;6,3;28,5;3;24,7;8,4;8,5;7,8;-7,4;48,1;0
QP042004;10430;13500;17390;0,5;8710;9760;11490;12330;15000;16730;18600;20690;2,4;0,197;2,632;55,1;7,5;24,9;3,4;24;6,6;10,2;7,3;-7,4;41,4;0
QP042005;11060;14390;18550;0,5;8730;10180;11680;13060;15560;17290;19560;21770;2,5;0,204;2,785;55;6,7;28,2;3,3;21,8;6,6;8,1;7,1;-8,3;36,2;0
QP042006;9630;12680;16970;0,6;7580;9070;10100;11310;14250;16110;18010;22010;2,9;0,236;3,277;46,7;5,8;33,6;4;23,6;6,6;9,4;7,6;-7,9;48,4;0
QP042007;10630;13380;17200;0,5;8740;9870;11250;12370;14930;16620;18140;21790;2,5;0,199;2,69;57,5;6,9;24,7;2,6;22,8;6,9;8,1;7,8;-7,6;41,2;0
QP042008;9640;13080;16990;0,6;6900;8820;10310;11580;14520;16120;18300;21520;3,1;0,249;3,737;63,4;7,2;19,4;4,6;21,7;7,3;7,9;6,6;-9,1;46;0
QP042009;10930;14020;19800;0,6;8000;9970;11610;12530;16210;18520;21190;25000;3,1;0,258;3,676;59;4,9;28,6;5,5;17,3;4,9;6,9;5,5;-10,4;39,3;0
QP042010;10080;12760;17260;0,6;7940;9480;10550;11640;14070;15980;18530;22910;2,9;0,25;3,429;58,7;6,7;23,7;4,5;22;7,3;8,8;5,9;-8,9;48,5;0
QP042011;10120;13180;17300;0,5;7940;9340;10720;11870;14930;16540;18410;22320;2,8;0,227;3,17;52;5,5;31,6;3,8;21,2;7,2;7,7;6,3;-8,6;45,5;0
QP042012;9720;12660;17580;0,6;7440;9100;10250;11430;14160;16180;19190;23340;3,1;0,264;3,836;53,5;6;27,4;6,1;22,8;6,3;9,2;7,4;-9,8;49;0
QP042013;9970;12740;16340;0,5;7720;9350;10630;11670;14070;15380;17400;20550;2,7;0,215;3,018;53;6,6;28,9;3,1;22,9;7,8;8,6;6,6;-7,9;48;0
QP042014;10360;13850;19620;0,7;8250;9690;11040;12380;15850;18380;21260;26200;3,2;0,272;3,969;61,7;5,6;25,4;6,6;17,8;5;7,2;5,6;-11,5;40,4;0
QP042015;9710;12170;14510;0,4;7780;9160;10170;11090;12990;13850;15220;17260;2,2;0,191;2,689;46,8;7,2;21,3;2,2;35,6;11,4;13,5;10,7;-5,9;54,7;0
QP042016;10470;13440;17810;0,5;8260;9750;11190;12330;14840;16270;18790;22230;2,7;0,209;2,861;52,6;5,7;26,7;2,9;25,5;8,2;9,4;7,9;-7,7;41,5;0
QP042017;10160;13050;16420;0,5;7940;9690;10520;11840;14110;15690;17220;19950;2,5;0,206;2,819;38,1;5,7;41,4;4;23,5;5,1;9,8;8,7;-7;45,6;0
QP042018;9060;11550;15840;0,6;6730;8420;9520;10430;12830;14670;17240;20110;3;0,232;3,167;44,3;6,8;33;3,7;26,2;7,5;10,8;7,8;-7,2;57,5;0
QP042019;9290;12650;16640;0,6;7060;8940;9990;11360;13970;15450;17570;21410;3;0,252;3,578;45,6;6;33,6;5,9;23,4;7,2;9,1;7,1;-8,5;48,8;0
QP043001;10610;13400;17460;0,5;8240;9910;11110;12440;14960;16510;18690;21210;2,6;0,219;3,016;42,4;4,8;36,4;4,9;24,5;5,8;11,1;7,6;-8,2;40,4;0
QP043002;11200;14120;18230;0,5;9210;10500;12110;12910;15160;16840;19370;22940;2,5;0,206;2,783;53,9;5,5;28,7;4,5;22,1;6;9,5;6,5;-9,2;35,4;0
QP044001;10580;13810;17940;0,5;8350;9910;11290;12550;15190;16950;19270;22580;2,7;0,227;3,241;56;6;26,1;2,7;24,2;6;10,5;7,7;-9;39,4;0
QP044002;9860;12490;16760;0,6;7630;9110;10560;11270;13880;15410;18050;21640;2,8;0,235;3,349;51;8,5;26,3;2,2;28,1;6,1;13;9,1;-7,6;49,8;0
QP044003;9780;12900;17200;0,6;7400;9400;10700;11790;14420;16090;18090;20990;2,8;0,242;3,565;52,9;9,5;26,8;2,8;25,5;4,8;13,2;7,6;-8;45,2;0
QP044004;10080;12910;16490;0,5;8590;9770;10590;11710;14220;15640;17730;20670;2,4;0,216;2,819;44,7;6,4;29,9;3,6;28,5;7,2;12,4;8,9;-6,7;45,6;0
QP044005;10610;14050;18790;0,6;8410;9990;11380;12720;15700;17670;20160;23910;2,8;0,235;3,304;61,9;5,6;24,4;3,3;20,8;5,7;8,6;6,5;-10,4;38,1;0
QP044006;9760;12400;16170;0,5;7800;9090;10260;11270;13650;15270;17260;20700;2,7;0,221;3,079;59,2;7,4;16,5;1,9;30,4;7,7;13;9,7;-8;50,9;0
QP044007;10250;13080;16590;0,5;8210;9580;10750;12110;14370;15780;17670;20700;2,5;0,212;2,935;57,9;7,3;21,3;2,6;26,7;7,5;10,5;8,7;-8,5;43,6;0
QP044008;10360;13140;17130;0,5;8240;9590;10920;12020;14450;16080;18200;21540;2,6;0,218;3,03;63,2;7,8;17,5;2,3;25,8;6,1;11,6;8,1;-8,8;43,7;0
QP044009;9730;12590;16240;0,5;7670;9220;10290;11340;13880;15290;17060;19720;2,6;0,202;2,785;56,1;7;19,9;2,2;29,2;5,2;14,4;9,6;-7,4;49,2;0
QP044010;10160;13090;16610;0,5;8130;9550;11040;12110;14420;15840;17730;20210;2,5;0,196;2,689;61;8,3;19,4;2,1;25,7;5,1;11,9;8,7;-8,2;44,3;0
QP044011;10180;13100;16880;0,5;8240;9580;10610;11830;14310;15880;17570;20320;2,5;0,202;2,783;56,7;6,8;20,6;2,1;28,2;7,2;11,2;9,8;-7,6;44,2;0
QP044012;10580;13690;17500;0,5;8580;9860;11220;12470;14800;16410;18660;21740;2,5;0,223;3,049;63,8;7;20,4;3,3;22,1;5,5;9,4;7,1;-9,6;40,3;0
QP044013;10340;13250;17500;0,5;8250;9530;11080;12060;14650;16340;18750;22480;2,7;0,233;3,244;62,5;6,7;18,4;2,5;26;7;10,4;8,6;-9,4;44,1;0
QP044014;9670;12720;16460;0,5;7520;9090;10320;11470;13800;15470;17360;21060;2,8;0,234;3,338;59,2;6,8;18,7;2,3;28,1;6,5;12,8;8,8;-8,3;47,6;0
QP044015;10820;13130;16290;0,4;8720;10180;11300;12170;14270;15530;17010;19510;2,2;0,18;2,475;63,6;9;13,9;1,4;28,8;8,1;11,4;9,3;-7,7;42,9;0
QP044016;10460;13760;18570;0,6;8510;9890;11360;12390;14850;17430;20250;23560;2,8;0,241;3,344;64,2;6,5;19,8;2,8;22,9;5,9;9,8;7,3;-9,7;40,9;0
QP044017;9870;13240;16820;0,5;7870;9270;10340;11800;14530;15980;17670;21830;2,8;0,229;3,178;59,3;6,3;21;3,5;25,7;7,4;9,8;8,4;-9,5;43,8;0
QP044018;11060;14220;18480;0,5;8400;10270;11650;12810;15610;17430;19760;22870;2,7;0,22;3,101;59;6;26,7;3,2;20,6;5,4;8,7;6,6;-9,5;37,6;0
QP044019;9280;11740;15190;0,5;7050;8810;9720;10360;12740;13870;15820;18570;2,6;0,215;2,956;48,1;7,2;20,7;1,5;36;8,7;16;11,3;-6,3;56,8;0
QP045001;11270;14390;18220;0,5;8860;10350;12070;13110;15600;17100;19050;21690;2,4;0,192;2,596;66,5;7,8;22,8;2;17,6;5,3;6,3;6;-8,9;32,5;0
QP045002;9910;12680;16350;0,5;7620;9510;10450;11620;14080;15740;17250;20440;2,7;0,217;3,035;56,2;7,9;27,7;2,6;21,3;7,5;7,8;6,1;-7,8;47,1;0
QP045003;9380;12360;15420;0,5;7430;8770;9900;11170;13260;14650;16640;19680;2,6;0,226;3,207;53,9;8,9;21,2;2,5;29,4;7,3;12,6;9,4;-7;51,2;0
QP045004;10570;13740;17910;0,5;7860;9740;11240;12460;15070;16850;19290;22110;2,8;0,231;3,346;48,5;5,5;38,7;4,7;17;4,1;6,8;6,1;-8,9;40,3;0
QP045005;9350;12270;15560;0,5;7150;8490;10000;10770;13480;15010;17040;20200;2,8;0,235;3,31;56;8,4;20,8;2,1;28,6;8,7;11,2;8,8;-7,5;51,9;0
QP045006;10610;13710;18210;0,6;8170;9900;11040;12540;15200;17330;19370;22840;2,8;0,237;3,278;70,8;5,8;16,2;2,9;20,8;7,8;6,7;6,3;-10,7;39,6;0
QP045007;10070;12810;16660;0,5;8130;9340;10410;11430;14090;15640;18050;21810;2,7;0,227;3,105;67,2;7,2;15,5;2;24,8;7,4;9,1;8,3;-9,5;48;0
QP045008;11720;15480;20300;0,6;8550;10730;12310;13590;16810;18800;22220;26010;3;0,244;3,454;75,8;6,2;15,2;2,5;17,5;7,5;4,6;5,5;-11;32,1;0
QP045009;11070;13790;16980;0,4;8530;10620;11730;12680;14950;16360;18030;21330;2,5;0,196;2,749;65,1;7,6;19,4;1,6;22,3;8,7;5,9;7,6;-8,4;37,4;0
QP045010;9880;12640;16150;0,5;7670;9180;10360;11430;13800;15240;17330;20700;2,7;0,223;3,171;62,1;8;17,7;2;26,5;9,1;8,7;8,6;-8,3;48,6;0
QP045011;10120;13020;17320;0,6;7890;9520;10860;11910;14650;16260;18470;22430;2,8;0,243;3,443;61,4;6,9;24,5;3,3;20,2;6,6;7,7;5,9;-9,4;45;0
QP045012;10860;13300;17650;0,5;8380;10130;11390;12300;14840;16530;18760;21530;2,6;0,218;2,977;63,2;8;22,1;2,5;21,5;7,6;6,8;7,1;-9,3;41,7;0
QP045013;10410;13860;17950;0,5;8220;10090;11170;12440;15140;16700;19060;23210;2,8;0,235;3,198;71,9;7,4;14,6;2,7;21,1;7;7,2;6,9;-10,3;40,7;0
QP045014;9260;11710;15260;0,5;7260;8700;9680;10810;13010;14250;16380;19480;2,7;0,22;3,066;55,8;7,4;23,8;2,3;26;9,3;8,4;8,2;-7,9;56,5;0
QP045015;10650;13580;18320;0,6;8860;10030;11080;12200;15130;16880;19660;23010;2,6;0,219;2,925;57,8;6,3;28,1;2,9;20,2;7,5;6,2;6,5;-9;42,4;0
QP045016;8860;11320;13910;0,4;7280;8490;9400;10600;12130;13170;14740;17200;2,4;0,199;2,735;46,6;8,1;22,6;1,6;34,9;10,1;13,1;11,7;-5,7;63,8;0
QP045017;9170;12610;16100;0,5;7440;8680;9920;11170;13530;15090;17170;20840;2,8;0,226;3,085;58,1;9,3;20,6;1,6;27,1;6,5;12,1;8,5;-7,4;48,5;0
QP045018;9910;12870;15850;0,5;7850;9420;10570;11940;14160;15070;16460;19370;2,5;0,202;2,835;60,8;8,9;20,5;1,5;24,9;7,9;9;8;-7,7;46,9;0
QP045019;9060;11500;14730;0,5;7320;8420;9610;10650;12860;14040;16120;18750;2,6;0,225;3,19;55,6;10,5;22,1;2;27,3;7,3;10,6;9,4;-7;56,4;0
QP046001;10430;14430;19370;0,6;7740;9760;11120;12500;16160;18220;20970;25140;3,2;0,257;3,713;62,7;4,3;24,1;3,6;20,6;6;8,2;6,4;-11;39,9;0
QP047001;9450;11630;14470;0,4;7880;9090;9910;10770;12430;13590;15450;18950;2,4;0,206;2,778;50;7,1;21;2,7;33,1;11,1;11,5;10,6;-6,8;60,7;0
QP047002;8960;10990;13830;0,4;7660;8600;9400;10210;12300;13240;14250;16880;2,2;0,183;2,491;44,1;8,2;16,9;1,7;42,4;12,8;16,2;13,4;-5,1;62;0
QP047003;11000;15230;20750;0,6;8180;10210;11990;13390;17140;19950;22320;29270;3,6;0,29;4,452;65,6;5,9;21,1;7,3;17,8;2,5;9,1;6,2;-11,8;33,4;0
QP047004;9850;13260;18100;0,6;6860;9180;10670;11740;14780;17190;19330;22960;3,3;0,258;3,853;55,5;7,1;28,9;6;19,4;4,5;8,8;6,1;-9,8;44,7;0
QP047005;10250;13730;18780;0,6;8070;9820;11060;12370;15480;17470;20390;25820;3,2;0,293;4,279;55,8;6;29,6;7,8;19,1;2,8;9,7;6,6;-12,3;41;0
QP047006;10300;12610;16660;0,5;8410;9550;10650;11650;14070;15560;18080;21790;2,6;0,233;3,137;43,3;5,2;36,1;6;23,1;5,2;10,3;7,5;-8,5;48,8;0
QP047007;10290;13640;19080;0,6;7820;9630;11210;12530;15200;17430;20120;24820;3,2;0,279;4,018;52,7;5;34,1;6,7;17;3,5;7,6;5,9;-10,5;39,9;0
QP049001;10350;13590;17200;0,5;8290;9740;11040;12390;14970;16410;18200;21270;2,6;0,211;2,953;55,7;7,5;24,4;2,5;25,5;5,9;10,5;9,1;-8,1;41,1;0
QP049002;9980;12650;16770;0,5;8030;9430;10470;11560;14130;15770;17990;21080;2,6;0,221;3,04;52,4;6,2;28,2;2,9;25,2;7,4;9,5;8,3;-8,7;48,8;0
QP049003;9660;12470;16120;0,5;7940;9390;10110;11100;13940;15270;17360;21980;2,8;0,235;3,248;47,6;5,8;26,9;4,5;29,4;8,9;11;9,5;-8,4;50,2;0
QP049004;9810;13020;16770;0,5;7860;9150;10520;11770;14200;15680;17640;20320;2,6;0,204;2,811;57;7,8;19,3;2;29,3;7,5;12,4;9,4;-7,6;46,8;0
QP049005;9740;12430;16420;0,5;7900;9260;10240;11280;13800;15500;17450;20270;2,6;0,217;2,975;51;7,5;25,5;2,6;28,5;7,5;11,8;9,2;-7,6;50,4;0
QP049006;10830;14060;18020;0,5;9110;10360;11710;12980;15580;17220;18710;21070;2,3;0,199;2,696;66,7;5,8;17,7;2;22,8;6,8;8,6;7,4;-9,2;37,4;0
QP049007;10020;12730;16580;0,5;8080;9310;10490;11650;14230;15550;17470;19860;2,5;0,208;2,872;54,6;6,4;23;2,5;27,6;7,2;10,7;9,6;-7,7;46,8;0
QP049008;9490;12300;16240;0,5;7490;8990;10100;11020;13760;15320;17350;20420;2,7;0,227;3,134;62,6;7,9;18,5;1,8;25,1;7,4;9,4;8,3;-8;51,2;0
QP049009;10030;12380;15330;0,4;7970;9320;10600;11630;13250;14580;16100;18430;2,3;0,199;2,782;54;9,8;20,9;2,2;29,6;7,7;12,2;9,7;-6,7;51,3;0
