codgeo;libgeo;an;part_non_inseres
55220;Grimaucourt-près-Sampigny;2013;28,60
55220;Grimaucourt-près-Sampigny;2018;25,00
55221;Guerpont;2008;8,30
55221;Guerpont;2013;14,30
55221;Guerpont;2018;20,00
55222;Gussainville;2008;16,70
55222;Gussainville;2013;33,30
55222;Gussainville;2018;0,00
55224;Haironville;2008;14,80
55224;Haironville;2013;12,50
55224;Haironville;2018;25,70
55225;Halles-sous-les-Côtes;2008;15,80
55225;Halles-sous-les-Côtes;2013;10,00
55225;Halles-sous-les-Côtes;2018;14,30
55226;Han-lès-Juvigny;2008;25,00
55226;Han-lès-Juvigny;2013;0,00
55226;Han-lès-Juvigny;2018;8,30
55228;Hannonville-sous-les-Côtes;2008;25,00
55228;Hannonville-sous-les-Côtes;2013;11,50
55228;Hannonville-sous-les-Côtes;2018;25,70
55229;Han-sur-Meuse;2008;5,90
55229;Han-sur-Meuse;2013;15,00
55229;Han-sur-Meuse;2018;6,20
55232;Harville;2008;20,00
55232;Harville;2013;25,00
55232;Harville;2018;0,00
55236;Haudainville;2008;21,10
55236;Haudainville;2013;14,10
55236;Haudainville;2018;13,30
55237;Haudiomont;2008;13,90
55237;Haudiomont;2013;14,90
55237;Haudiomont;2018;0,00
55239;Haumont-près-Samogneux;2008;
55239;Haumont-près-Samogneux;2013;
55239;Haumont-près-Samogneux;2018;
55241;Heippes;2008;0,00
55241;Heippes;2013;50,00
55241;Heippes;2018;
55242;Hennemont;2008;9,10
55242;Hennemont;2013;46,20
55242;Hennemont;2018;9,10
55243;Herbeuville;2008;14,30
55243;Herbeuville;2013;27,80
55243;Herbeuville;2018;7,70
55244;Herméville-en-Woëvre;2008;22,20
55244;Herméville-en-Woëvre;2013;31,00
55244;Herméville-en-Woëvre;2018;8,30
55245;Heudicourt-sous-les-Côtes;2008;24,40
55245;Heudicourt-sous-les-Côtes;2013;9,10
55245;Heudicourt-sous-les-Côtes;2018;17,60
55246;Hévilliers;2008;5,90
55246;Hévilliers;2013;11,10
55246;Hévilliers;2018;28,60
55247;Horville-en-Ornois;2008;60,00
55247;Horville-en-Ornois;2013;14,30
55247;Horville-en-Ornois;2018;0,00
55248;Houdelaincourt;2008;21,60
55248;Houdelaincourt;2013;6,10
55248;Houdelaincourt;2018;23,30
55250;Inor;2008;18,70
55250;Inor;2013;11,10
55250;Inor;2018;13,30
55251;Ippécourt;2008;7,10
55251;Ippécourt;2013;20,00
55251;Ippécourt;2018;22,20
55252;Iré-le-Sec;2008;13,60
55252;Iré-le-Sec;2013;11,50
55252;Iré-le-Sec;2018;27,30
55253;Les Islettes;2008;28,00
55253;Les Islettes;2013;24,30
55253;Les Islettes;2018;15,20
55254;Les Trois-Domaines;2008;25,00
55254;Les Trois-Domaines;2013;16,70
55254;Les Trois-Domaines;2018;0,00
55255;Jametz;2008;18,50
55255;Jametz;2013;25,90
55255;Jametz;2018;25,00
55256;Jonville-en-Woëvre;2008;18,70
55256;Jonville-en-Woëvre;2013;25,00
55256;Jonville-en-Woëvre;2018;18,80
55257;Jouy-en-Argonne;2008;0,00
55257;Jouy-en-Argonne;2013;0,00
55257;Jouy-en-Argonne;2018;0,00
55258;Geville;2008;8,90
55258;Geville;2013;16,10
55258;Geville;2018;14,30
55260;Julvécourt;2008;16,70
55260;Julvécourt;2013;40,00
55260;Julvécourt;2018;25,00
55261;Juvigny-en-Perthois;2008;20,00
55261;Juvigny-en-Perthois;2013;20,00
55261;Juvigny-en-Perthois;2018;12,50
55262;Juvigny-sur-Loison;2008;22,20
55262;Juvigny-sur-Loison;2013;19,90
55262;Juvigny-sur-Loison;2018;27,90
55263;Kœur-la-Grande;2008;14,30
55263;Kœur-la-Grande;2013;28,60
55263;Kœur-la-Grande;2018;13,30
55264;Kœur-la-Petite;2008;16,70
55264;Kœur-la-Petite;2013;10,70
55264;Kœur-la-Petite;2018;26,90
55265;Labeuville;2008;22,20
55265;Labeuville;2013;0,00
55265;Labeuville;2018;8,30
55266;Lachalade;2008;40,00
55266;Lachalade;2013;12,50
55266;Lachalade;2018;33,30
55267;Lachaussée;2008;4,80
55267;Lachaussée;2013;18,50
55267;Lachaussée;2018;18,20
55268;Lacroix-sur-Meuse;2008;15,40
55268;Lacroix-sur-Meuse;2013;14,90
55268;Lacroix-sur-Meuse;2018;21,70
55269;Lahaymeix;2008;7,10
55269;Lahaymeix;2013;0,00
55269;Lahaymeix;2018;16,70
55270;Lahayville;2008;
55270;Lahayville;2013;0,00
55270;Lahayville;2018;50,00
55271;Laheycourt;2008;10,00
55271;Laheycourt;2013;16,70
55271;Laheycourt;2018;10,30
55272;Laimont;2008;12,90
55272;Laimont;2013;14,30
55272;Laimont;2018;8,30
55274;Lamorville;2008;9,70
55274;Lamorville;2013;25,00
55274;Lamorville;2018;10,00
55275;Lamouilly;2008;16,70
55275;Lamouilly;2013;0,00
55275;Lamouilly;2018;11,10
55276;Landrecourt-Lempire;2008;0,00
55276;Landrecourt-Lempire;2013;6,70
55276;Landrecourt-Lempire;2018;5,30
55278;Laneuville-au-Rupt;2008;20,00
55278;Laneuville-au-Rupt;2013;5,60
55278;Laneuville-au-Rupt;2018;13,00
55279;Laneuville-sur-Meuse;2008;20,00
55279;Laneuville-sur-Meuse;2013;33,30
55279;Laneuville-sur-Meuse;2018;17,10
55280;Lanhères;2008;0,00
55280;Lanhères;2013;25,00
55280;Lanhères;2018;0,00
55281;Latour-en-Woëvre;2008;12,50
55281;Latour-en-Woëvre;2013;0,00
55281;Latour-en-Woëvre;2018;20,00
55282;Lavallée;2008;0,00
55282;Lavallée;2013;0,00
55282;Lavallée;2018;12,50
55284;Lavincourt;2008;20,00
55284;Lavincourt;2013;50,00
55284;Lavincourt;2018;33,30
55285;Lavoye;2008;25,00
55285;Lavoye;2013;16,70
55285;Lavoye;2018;50,00
55286;Lemmes;2008;14,70
55286;Lemmes;2013;12,50
55286;Lemmes;2018;14,30
55288;Lérouville;2008;19,00
55288;Lérouville;2013;21,70
55288;Lérouville;2018;28,30
55289;Levoncourt;2008;12,50
55289;Levoncourt;2013;25,00
55289;Levoncourt;2018;0,00
55290;Lignières-sur-Aire;2008;50,00
55290;Lignières-sur-Aire;2013;0,00
55290;Lignières-sur-Aire;2018;20,00
55291;Ligny-en-Barrois;2008;22,40
55291;Ligny-en-Barrois;2013;26,30
55291;Ligny-en-Barrois;2018;26,10
55292;Liny-devant-Dun;2008;13,60
55292;Liny-devant-Dun;2013;14,30
55292;Liny-devant-Dun;2018;34,60
55293;Lion-devant-Dun;2008;5,90
55293;Lion-devant-Dun;2013;13,00
55293;Lion-devant-Dun;2018;10,50
55295;Lisle-en-Barrois;2008;0,00
55295;Lisle-en-Barrois;2013;0,00
55295;Lisle-en-Barrois;2018;0,00
55296;L'Isle-en-Rigault;2008;14,00
55296;L'Isle-en-Rigault;2013;6,70
55296;L'Isle-en-Rigault;2018;11,10
55297;Lissey;2008;29,40
55297;Lissey;2013;20,00
55297;Lissey;2018;25,00
55298;Loisey;2008;3,60
55298;Loisey;2013;29,00
55298;Loisey;2018;24,90
55299;Loison;2008;50,00
55299;Loison;2013;25,00
55299;Loison;2018;12,50
55300;Longeaux;2008;27,60
55300;Longeaux;2013;20,00
55300;Longeaux;2018;20,00
55301;Longchamps-sur-Aire;2008;9,10
55301;Longchamps-sur-Aire;2013;18,20
55301;Longchamps-sur-Aire;2018;11,10
55302;Longeville-en-Barrois;2008;13,90
55302;Longeville-en-Barrois;2013;14,50
55302;Longeville-en-Barrois;2018;11,70
55303;Loupmont;2008;12,50
55303;Loupmont;2013;28,60
55303;Loupmont;2018;50,00
55304;Louppy-le-Château;2008;15,40
55304;Louppy-le-Château;2013;0,00
55304;Louppy-le-Château;2018;0,00
55306;Louppy-sur-Loison;2008;22,20
55306;Louppy-sur-Loison;2013;16,70
55306;Louppy-sur-Loison;2018;0,00
55307;Louvemont-Côte-du-Poivre;2008;
55307;Louvemont-Côte-du-Poivre;2013;
55307;Louvemont-Côte-du-Poivre;2018;
55310;Luzy-Saint-Martin;2008;10,00
55310;Luzy-Saint-Martin;2013;21,40
55310;Luzy-Saint-Martin;2018;37,50
55311;Maizeray;2008;0,00
55311;Maizeray;2013;33,30
55311;Maizeray;2018;0,00
55312;Maizey;2008;0,00
55312;Maizey;2013;6,70
55312;Maizey;2018;14,30
55313;Malancourt;2008;28,60
55313;Malancourt;2013;16,70
55313;Malancourt;2018;0,00
55315;Mandres-en-Barrois;2008;14,30
55315;Mandres-en-Barrois;2013;0,00
55315;Mandres-en-Barrois;2018;37,50
55316;Mangiennes;2008;17,60
55316;Mangiennes;2013;10,80
55316;Mangiennes;2018;9,80
55317;Manheulles;2008;9,10
55317;Manheulles;2013;20,00
55317;Manheulles;2018;13,30
55320;Marchéville-en-Woëvre;2008;20,00
55320;Marchéville-en-Woëvre;2013;0,00
55320;Marchéville-en-Woëvre;2018;14,30
55321;Marre;2008;10,50
55321;Marre;2013;17,60
55321;Marre;2018;11,10
55322;Marson-sur-Barboure;2008;25,00
55322;Marson-sur-Barboure;2013;0,00
55322;Marson-sur-Barboure;2018;50,00
55323;Martincourt-sur-Meuse;2008;16,70
55323;Martincourt-sur-Meuse;2013;20,00
55323;Martincourt-sur-Meuse;2018;0,00
55324;Marville;2008;19,00
55324;Marville;2013;25,00
55324;Marville;2018;26,90
55325;Maucourt-sur-Orne;2008;25,00
55325;Maucourt-sur-Orne;2013;16,70
55325;Maucourt-sur-Orne;2018;0,00
55326;Maulan;2008;50,00
55326;Maulan;2013;0,00
55326;Maulan;2018;0,00
55327;Mauvages;2008;10,80
55327;Mauvages;2013;11,10
55327;Mauvages;2018;19,20
55328;Maxey-sur-Vaise;2008;26,20
55328;Maxey-sur-Vaise;2013;24,20
55328;Maxey-sur-Vaise;2018;11,70
55329;Mécrin;2008;10,00
55329;Mécrin;2013;23,50
55329;Mécrin;2018;22,70
55330;Méligny-le-Grand;2008;27,30
55330;Méligny-le-Grand;2013;25,00
55330;Méligny-le-Grand;2018;12,50
55331;Méligny-le-Petit;2008;0,00
55331;Méligny-le-Petit;2013;33,30
55331;Méligny-le-Petit;2018;0,00
55332;Menaucourt;2008;16,70
55332;Menaucourt;2013;18,20
55332;Menaucourt;2018;16,70
55333;Ménil-aux-Bois;2008;0,00
55333;Ménil-aux-Bois;2013;0,00
55333;Ménil-aux-Bois;2018;0,00
55334;Ménil-la-Horgne;2008;12,50
55334;Ménil-la-Horgne;2013;22,20
55334;Ménil-la-Horgne;2018;20,00
55335;Ménil-sur-Saulx;2008;7,10
55335;Ménil-sur-Saulx;2013;14,70
55335;Ménil-sur-Saulx;2018;33,30
55336;Merles-sur-Loison;2008;33,30
55336;Merles-sur-Loison;2013;20,00
55336;Merles-sur-Loison;2018;0,00
55338;Milly-sur-Bradon;2008;22,20
55338;Milly-sur-Bradon;2013;21,40
55338;Milly-sur-Bradon;2018;27,30
55339;Mogeville;2008;0,00
55339;Mogeville;2013;14,30
55339;Mogeville;2018;0,00
55340;Mognéville;2008;12,80
55340;Mognéville;2013;14,30
55340;Mognéville;2018;22,00
55341;Moirey-Flabas-Crépion;2008;0,00
55341;Moirey-Flabas-Crépion;2013;20,00
55341;Moirey-Flabas-Crépion;2018;12,50
55343;Montblainville;2008;0,00
55343;Montblainville;2013;25,00
55343;Montblainville;2018;33,30
55344;Montbras;2008;0,00
55344;Montbras;2013;0,00
55344;Montbras;2018;50,00
55345;Mont-devant-Sassey;2008;11,10
55345;Mont-devant-Sassey;2013;6,30
55345;Mont-devant-Sassey;2018;50,00
55346;Montfaucon-d'Argonne;2008;17,40
55346;Montfaucon-d'Argonne;2013;18,50
55346;Montfaucon-d'Argonne;2018;16,70
55347;Les Monthairons;2008;11,10
55347;Les Monthairons;2013;18,20
55347;Les Monthairons;2018;14,70
55348;Montiers-sur-Saulx;2008;12,10
55348;Montiers-sur-Saulx;2013;18,90
55348;Montiers-sur-Saulx;2018;15,70
55349;Montigny-devant-Sassey;2008;11,80
55349;Montigny-devant-Sassey;2013;16,70
55349;Montigny-devant-Sassey;2018;20,00
55350;Montigny-lès-Vaucouleurs;2008;16,70
55350;Montigny-lès-Vaucouleurs;2013;0,00
55350;Montigny-lès-Vaucouleurs;2018;0,00
55351;Montmédy;2008;33,60
55351;Montmédy;2013;45,10
55351;Montmédy;2018;34,30
55352;Montplonne;2008;19,20
55352;Montplonne;2013;17,60
55352;Montplonne;2018;45,50
55353;Montsec;2008;0,00
55353;Montsec;2013;0,00
55353;Montsec;2018;0,00
55355;Montzéville;2008;11,80
55355;Montzéville;2013;15,40
55355;Montzéville;2018;0,00
55356;Moranville;2008;15,00
55356;Moranville;2013;18,20
55356;Moranville;2018;0,00
55357;Morgemoulin;2008;12,50
55357;Morgemoulin;2013;25,00
55357;Morgemoulin;2018;9,10
55358;Chanteraine;2008;11,80
55358;Chanteraine;2013;8,30
55358;Chanteraine;2018;27,30
55359;Morley;2008;12,50
55359;Morley;2013;21,10
55359;Morley;2018;12,00
55360;Mouilly;2008;25,00
55360;Mouilly;2013;27,30
55360;Mouilly;2018;12,50
55361;Moulainville;2008;0,00
55361;Moulainville;2013;8,30
55361;Moulainville;2018;9,10
55362;Moulins-Saint-Hubert;2008;38,50
55362;Moulins-Saint-Hubert;2013;13,30
55362;Moulins-Saint-Hubert;2018;5,60
55363;Moulotte;2008;10,00
55363;Moulotte;2013;9,10
55363;Moulotte;2018;0,00
55364;Mouzay;2008;30,10
55364;Mouzay;2013;28,60
55364;Mouzay;2018;15,40
55365;Murvaux;2008;23,80
55365;Murvaux;2013;10,00
55365;Murvaux;2018;0,00
55366;Val-d'Ornain;2008;8,70
55366;Val-d'Ornain;2013;11,80
55366;Val-d'Ornain;2018;23,00
55367;Muzeray;2008;0,00
55367;Muzeray;2013;0,00
55367;Muzeray;2018;11,10
55368;Naives-en-Blois;2008;7,70
55368;Naives-en-Blois;2013;17,60
55368;Naives-en-Blois;2018;9,10
55369;Naives-Rosières;2008;11,10
55369;Naives-Rosières;2013;22,10
55369;Naives-Rosières;2018;17,60
55370;Naix-aux-Forges;2008;8,30
55370;Naix-aux-Forges;2013;12,50
55370;Naix-aux-Forges;2018;18,20
55371;Nançois-le-Grand;2008;0,00
55371;Nançois-le-Grand;2013;0,00
55371;Nançois-le-Grand;2018;8,30
55372;Nançois-sur-Ornain;2008;33,30
55372;Nançois-sur-Ornain;2013;22,60
55372;Nançois-sur-Ornain;2018;15,20
55373;Nant-le-Grand;2008;25,00
55373;Nant-le-Grand;2013;20,00
55373;Nant-le-Grand;2018;0,00
55374;Nant-le-Petit;2008;16,70
55374;Nant-le-Petit;2013;28,60
55374;Nant-le-Petit;2018;62,50
55375;Nantillois;2008;27,30
55375;Nantillois;2013;14,30
55375;Nantillois;2018;0,00
55376;Nantois;2008;0,00
55376;Nantois;2013;0,00
55376;Nantois;2018;20,00
55377;Nepvant;2008;33,30
55377;Nepvant;2013;100,00
55377;Nepvant;2018;12,50
55378;Nettancourt;2008;3,20
55378;Nettancourt;2013;21,20
55378;Nettancourt;2018;19,00
55379;Le Neufour;2008;12,50
55379;Le Neufour;2013;0,00
55379;Le Neufour;2018;14,30
55380;Neuville-en-Verdunois;2008;0,00
55380;Neuville-en-Verdunois;2013;14,30
55380;Neuville-en-Verdunois;2018;16,70
55381;Neuville-lès-Vaucouleurs;2008;36,40
55381;Neuville-lès-Vaucouleurs;2013;18,20
55381;Neuville-lès-Vaucouleurs;2018;20,00
55382;Neuville-sur-Ornain;2008;18,80
55382;Neuville-sur-Ornain;2013;40,00
55382;Neuville-sur-Ornain;2018;9,50
55383;Neuvilly-en-Argonne;2008;11,10
55383;Neuvilly-en-Argonne;2013;18,20
55383;Neuvilly-en-Argonne;2018;10,00
55384;Nicey-sur-Aire;2008;25,00
55384;Nicey-sur-Aire;2013;40,00
55384;Nicey-sur-Aire;2018;0,00
55385;Nixéville-Blercourt;2008;8,50
55385;Nixéville-Blercourt;2013;9,50
55385;Nixéville-Blercourt;2018;17,90
55386;Nonsard-Lamarche;2008;0,00
55386;Nonsard-Lamarche;2013;9,10
55386;Nonsard-Lamarche;2018;10,00
55387;Nouillonpont;2008;20,80
55387;Nouillonpont;2013;32,00
55387;Nouillonpont;2018;37,50
55388;Noyers-Auzécourt;2008;14,30
55388;Noyers-Auzécourt;2013;6,20
55388;Noyers-Auzécourt;2018;6,70
55389;Nubécourt;2008;16,00
55389;Nubécourt;2013;7,70
55389;Nubécourt;2018;11,80
55391;Olizy-sur-Chiers;2008;21,10
55391;Olizy-sur-Chiers;2013;10,50
55391;Olizy-sur-Chiers;2018;20,80
55394;Ornes;2008;0,00
55394;Ornes;2013;
55394;Ornes;2018;0,00
55395;Osches;2008;42,90
55395;Osches;2013;33,30
55395;Osches;2018;0,00
55396;Ourches-sur-Meuse;2008;20,00
55396;Ourches-sur-Meuse;2013;14,30
55396;Ourches-sur-Meuse;2018;20,00
55397;Pagny-la-Blanche-Côte;2008;6,50
55397;Pagny-la-Blanche-Côte;2013;20,00
55397;Pagny-la-Blanche-Côte;2018;21,40
55398;Pagny-sur-Meuse;2008;16,20
55398;Pagny-sur-Meuse;2013;15,40
55398;Pagny-sur-Meuse;2018;17,30
55399;Pareid;2008;26,70
55399;Pareid;2013;8,30
55399;Pareid;2018;11,10
55400;Parfondrupt;2008;0,00
55400;Parfondrupt;2013;0,00
55400;Parfondrupt;2018;0,00
55401;Les Paroches;2008;11,10
55401;Les Paroches;2013;7,90
55401;Les Paroches;2018;3,30
55403;Peuvillers;2008;20,00
55403;Peuvillers;2013;16,70
55403;Peuvillers;2018;0,00
55404;Pierrefitte-sur-Aire;2008;0,00
55404;Pierrefitte-sur-Aire;2013;9,10
55404;Pierrefitte-sur-Aire;2018;15,50
55405;Pillon;2008;6,20
55405;Pillon;2013;31,20
55405;Pillon;2018;15,40
55406;Pintheville;2008;0,00
55406;Pintheville;2013;42,90
55406;Pintheville;2018;0,00
55407;Pont-sur-Meuse;2008;8,30
55407;Pont-sur-Meuse;2013;25,00
55407;Pont-sur-Meuse;2018;27,30
55408;Pouilly-sur-Meuse;2008;12,00
55408;Pouilly-sur-Meuse;2013;4,20
55408;Pouilly-sur-Meuse;2018;5,60
55409;Pretz-en-Argonne;2008;0,00
55409;Pretz-en-Argonne;2013;0,00
55409;Pretz-en-Argonne;2018;0,00
55410;Quincy-Landzécourt;2008;5,60
55410;Quincy-Landzécourt;2013;36,40
55410;Quincy-Landzécourt;2018;12,50
55411;Rambluzin-et-Benoite-Vaux;2008;44,30
55411;Rambluzin-et-Benoite-Vaux;2013;71,50
55411;Rambluzin-et-Benoite-Vaux;2018;49,70
55412;Rambucourt;2008;5,60
55412;Rambucourt;2013;9,10
55412;Rambucourt;2018;15,00
55414;Rancourt-sur-Ornain;2008;9,50
55414;Rancourt-sur-Ornain;2013;3,80
55414;Rancourt-sur-Ornain;2018;12,50
55415;Ranzières;2008;20,00
55415;Ranzières;2013;25,00
55415;Ranzières;2018;14,30
55416;Rarécourt;2008;7,40
55416;Rarécourt;2013;21,40
55416;Rarécourt;2018;7,10
55419;Récicourt;2008;0,00
55419;Récicourt;2013;6,20
55419;Récicourt;2018;11,90
55420;Récourt-le-Creux;2008;0,00
55420;Récourt-le-Creux;2013;0,00
55420;Récourt-le-Creux;2018;27,30
55421;Reffroy;2008;100,00
55421;Reffroy;2013;0,00
55421;Reffroy;2018;0,00
55422;Regnéville-sur-Meuse;2008;0,00
55422;Regnéville-sur-Meuse;2013;25,00
55422;Regnéville-sur-Meuse;2018;0,00
55423;Rembercourt-Sommaisne;2008;5,90
55423;Rembercourt-Sommaisne;2013;10,30
55423;Rembercourt-Sommaisne;2018;10,00
55424;Remennecourt;2008;50,00
55424;Remennecourt;2013;20,00
55424;Remennecourt;2018;0,00
55425;Remoiville;2008;0,00
55425;Remoiville;2013;7,70
55425;Remoiville;2018;12,50
55426;Resson;2008;7,10
55426;Resson;2013;19,60
55426;Resson;2018;9,70
55427;Revigny-sur-Ornain;2008;22,10
55427;Revigny-sur-Ornain;2013;21,00
55427;Revigny-sur-Ornain;2018;26,40
55428;Réville-aux-Bois;2008;9,10
55428;Réville-aux-Bois;2013;23,10
55428;Réville-aux-Bois;2018;37,50
55429;Riaville;2008;0,00
55429;Riaville;2013;25,00
55429;Riaville;2018;25,00
55430;Ribeaucourt;2008;25,00
55430;Ribeaucourt;2013;20,00
55430;Ribeaucourt;2018;20,00
55431;Richecourt;2008;33,30
55431;Richecourt;2013;0,00
55431;Richecourt;2018;0,00
55433;Rigny-la-Salle;2008;14,90
55433;Rigny-la-Salle;2013;18,40
55433;Rigny-la-Salle;2018;17,70
55434;Rigny-Saint-Martin;2008;0,00
55434;Rigny-Saint-Martin;2013;0,00
55434;Rigny-Saint-Martin;2018;28,60
55435;Robert-Espagne;2008;18,90
55435;Robert-Espagne;2013;12,90
55435;Robert-Espagne;2018;19,00
55436;Les Roises;2008;100,00
55436;Les Roises;2013;0,00
55436;Les Roises;2018;0,00
55437;Romagne-sous-les-Côtes;2008;16,70
55437;Romagne-sous-les-Côtes;2013;0,00
55437;Romagne-sous-les-Côtes;2018;9,10
55438;Romagne-sous-Montfaucon;2008;29,40
55438;Romagne-sous-Montfaucon;2013;15,00
55438;Romagne-sous-Montfaucon;2018;20,00
55439;Ronvaux;2008;0,00
55439;Ronvaux;2013;40,00
55439;Ronvaux;2018;0,00
55442;Raival;2008;20,80
55442;Raival;2013;18,20
55442;Raival;2018;11,80
55443;Rouvres-en-Woëvre;2008;5,00
55443;Rouvres-en-Woëvre;2013;6,00
55443;Rouvres-en-Woëvre;2018;8,30
55444;Rouvrois-sur-Meuse;2008;25,00
55444;Rouvrois-sur-Meuse;2013;11,10
55444;Rouvrois-sur-Meuse;2018;10,00
55445;Rouvrois-sur-Othain;2008;11,10
55445;Rouvrois-sur-Othain;2013;16,70
55445;Rouvrois-sur-Othain;2018;7,10
55446;Rumont;2008;14,30
55446;Rumont;2013;16,70
55446;Rumont;2018;20,00
55447;Rupt-aux-Nonains;2008;20,00
55447;Rupt-aux-Nonains;2013;24,10
55447;Rupt-aux-Nonains;2018;13,10
55448;Rupt-devant-Saint-Mihiel;2008;33,30
55448;Rupt-devant-Saint-Mihiel;2013;12,50
55448;Rupt-devant-Saint-Mihiel;2018;0,00
55449;Rupt-en-Woëvre;2008;7,10
55449;Rupt-en-Woëvre;2013;21,40
55449;Rupt-en-Woëvre;2018;26,30
55450;Rupt-sur-Othain;2008;40,00
55450;Rupt-sur-Othain;2013;14,30
55450;Rupt-sur-Othain;2018;0,00
55452;Saint-Amand-sur-Ornain;2008;0,00
55452;Saint-Amand-sur-Ornain;2013;14,30
55452;Saint-Amand-sur-Ornain;2018;50,00
55453;Saint-André-en-Barrois;2008;0,00
55453;Saint-André-en-Barrois;2013;0,00
55453;Saint-André-en-Barrois;2018;0,00
55454;Saint-Aubin-sur-Aire;2008;8,30
55454;Saint-Aubin-sur-Aire;2013;5,90
55454;Saint-Aubin-sur-Aire;2018;18,80
55456;Saint-Germain-sur-Meuse;2008;11,10
55456;Saint-Germain-sur-Meuse;2013;10,00
55456;Saint-Germain-sur-Meuse;2018;16,70
55457;Saint-Hilaire-en-Woëvre;2008;20,00
55457;Saint-Hilaire-en-Woëvre;2013;5,30
55457;Saint-Hilaire-en-Woëvre;2018;10,00
55458;Saint-Jean-lès-Buzy;2008;40,70
55458;Saint-Jean-lès-Buzy;2013;48,30
55458;Saint-Jean-lès-Buzy;2018;6,10
55459;Saint-Joire;2008;13,80
55459;Saint-Joire;2013;13,00
55459;Saint-Joire;2018;5,90
55460;Saint-Julien-sous-les-Côtes;2008;7,10
55460;Saint-Julien-sous-les-Côtes;2013;8,30
55460;Saint-Julien-sous-les-Côtes;2018;10,00
55461;Saint-Laurent-sur-Othain;2008;14,80
55461;Saint-Laurent-sur-Othain;2013;20,40
55461;Saint-Laurent-sur-Othain;2018;15,80
55462;Saint-Maurice-sous-les-Côtes;2008;25,00
55462;Saint-Maurice-sous-les-Côtes;2013;32,50
55462;Saint-Maurice-sous-les-Côtes;2018;18,00
55463;Saint-Mihiel;2008;34,40
55463;Saint-Mihiel;2013;35,90
55463;Saint-Mihiel;2018;41,90
55464;Saint-Pierrevillers;2008;10,00
55464;Saint-Pierrevillers;2013;5,00
55464;Saint-Pierrevillers;2018;0,00
55465;Saint-Remy-la-Calonne;2008;20,00
55465;Saint-Remy-la-Calonne;2013;30,00
55465;Saint-Remy-la-Calonne;2018;7,70
55466;Salmagne;2008;27,60
55466;Salmagne;2013;22,70
55466;Salmagne;2018;6,70
55467;Sampigny;2008;15,30
55467;Sampigny;2013;20,00
55467;Sampigny;2018;12,50
55468;Samogneux;2008;22,20
55468;Samogneux;2013;12,50
55468;Samogneux;2018;16,70
55469;Sassey-sur-Meuse;2008;14,30
55469;Sassey-sur-Meuse;2013;25,00
55469;Sassey-sur-Meuse;2018;8,30
55470;Saudrupt;2008;19,00
55470;Saudrupt;2013;19,00
55470;Saudrupt;2018;20,00
55471;Saulmory-Villefranche;2008;27,30
55471;Saulmory-Villefranche;2013;50,00
55471;Saulmory-Villefranche;2018;0,00
55472;Saulvaux;2008;6,70
55472;Saulvaux;2013;8,30
55472;Saulvaux;2018;0,00
55473;Saulx-lès-Champlon;2008;6,70
55473;Saulx-lès-Champlon;2013;32,00
55473;Saulx-lès-Champlon;2018;30,00
55474;Sauvigny;2008;19,00
55474;Sauvigny;2013;15,80
55474;Sauvigny;2018;25,00
55475;Sauvoy;2008;0,00
55475;Sauvoy;2013;0,00
55475;Sauvoy;2018;20,00
55476;Savonnières-devant-Bar;2008;15,40
55476;Savonnières-devant-Bar;2013;8,90
55476;Savonnières-devant-Bar;2018;14,90
55477;Savonnières-en-Perthois;2008;9,10
55477;Savonnières-en-Perthois;2013;17,90
55477;Savonnières-en-Perthois;2018;10,30
55479;Seigneulles;2008;11,10
55479;Seigneulles;2013;8,30
55479;Seigneulles;2018;15,40
55481;Senon;2008;20,80
55481;Senon;2013;8,00
55481;Senon;2018;19,40
55482;Senoncourt-les-Maujouy;2008;0,00
55482;Senoncourt-les-Maujouy;2013;0,00
55482;Senoncourt-les-Maujouy;2018;18,20
55484;Septsarges;2008;0,00
55484;Septsarges;2013;0,00
55484;Septsarges;2018;0,00
55485;Sepvigny;2008;0,00
55485;Sepvigny;2013;50,00
55485;Sepvigny;2018;10,00
55487;Seuzey;2008;14,30
55487;Seuzey;2013;10,00
55487;Seuzey;2018;9,10
55488;Silmont;2008;40,00
55488;Silmont;2013;0,00
55488;Silmont;2018;0,00
55489;Sivry-la-Perche;2008;12,00
55489;Sivry-la-Perche;2013;4,50
55489;Sivry-la-Perche;2018;5,60
55490;Sivry-sur-Meuse;2008;18,60
55490;Sivry-sur-Meuse;2013;20,90
55490;Sivry-sur-Meuse;2018;38,30
55492;Sommedieue;2008;11,60
55492;Sommedieue;2013;22,40
55492;Sommedieue;2018;18,60
55493;Sommeilles;2008;18,80
55493;Sommeilles;2013;10,50
55493;Sommeilles;2018;11,80
55494;Sommelonne;2008;11,80
55494;Sommelonne;2013;6,50
55494;Sommelonne;2018;13,30
55495;Sorbey;2008;17,90
55495;Sorbey;2013;21,10
55495;Sorbey;2018;7,70
55496;Sorcy-Saint-Martin;2008;27,40
55496;Sorcy-Saint-Martin;2013;21,70
55496;Sorcy-Saint-Martin;2018;17,70
55497;Les Souhesmes-Rampont;2008;14,80
55497;Les Souhesmes-Rampont;2013;21,10
55497;Les Souhesmes-Rampont;2018;18,70
55498;Souilly;2008;10,70
55498;Souilly;2013;8,00
55498;Souilly;2018;16,50
55500;Spincourt;2008;6,50
55500;Spincourt;2013;18,30
55500;Spincourt;2018;8,70
55501;Stainville;2008;12,10
